video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level,emotional_score,commercial_binary,child_protagonist,privacy_score,clickbait_score
kb1Yy3cEf-g,other,none,brand_mention,unclear,none,mild,0.0,1,0,0.0,1.0
NmI87Rn2BjU,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
1d8zereFcjo,routine,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
IlXPbz0MPPM,routine,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
3LCVcI5My9I,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
2mUrkxwrYeQ,unboxing,none,brand_mention,cameo,low,mild,0.0,1,0,1.0,1.0
0qMfTOl9MVo,other,none,brand_mention,unclear,none,mild,0.0,1,0,0.0,1.0
ZtFI1NPkkXU,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
NmBWP1p-oPI,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
kp-r0_wd5zI,other,none,brand_mention,unclear,none,mild,0.0,1,0,0.0,1.0
hoctLMpFUPQ,travel,none,brand_mention,co_star,low,mild,0.0,1,0,1.0,1.0
Q2zKV9xcSvI,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Nuc0TjCiRTE,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ITnKF1-CL1o,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
iPrGFmVnRz4,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
tvCbNn5Gd5k,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
fskiDAK3J74,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
RR4eY0z13M4,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
a7sh6i-JswE,cooking,none,brand_mention,unclear,none,none,0.0,1,0,0.0,0.0
WWi8wESE8Z0,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
XIfoUAW2nOc,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
IfCsaITgLD4,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
4DrYgUJP_tk,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
RJB7fx9g1vM,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
XZCQ_ERR_QQ,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
jYuDqTqj3do,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
0a7Ry9uWq2U,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
_E3i4tItwWQ,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
r2kGewNS4lo,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
KiVfLKnhvv0,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
4NyCH_jVhPU,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
4XxoKD3nmWo,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
KfGn5Ii-9ug,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Dgk8nOCg394,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
sBIw8XmuVeg,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
C5uptLlAuTY,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
vkqDZzRmyE0,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
UTDngQApeUc,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ipWvNQu-x3I,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ChvQ4U1yKYI,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
hn9vOSq0Myc,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
r9s5i4nqFoE,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
d-uyIiJ9ryM,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
h5ug5q6bzVo,cooking,none,brand_mention,unclear,none,none,0.0,1,0,0.0,0.0
s0ErtuITfwk,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
YDAjvR6dy6k,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
-xdG337iOqM,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
OE841s3j7Bg,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
JIwyA58cvrY,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
MPcQtXVcTUI,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
rph8HEYzaY0,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
M6LfDOUsN4M,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
gv1ntUKbTss,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
BahbgHo8x8Q,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
P-MMcNoKddg,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
4BvJ5-S7mrk,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
bovuzop0rqk,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
sUgG9qRnbrQ,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
zssr3eR8eTQ,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
o2JvF0s_bfQ,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
7Xv56uTr4Us,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
JxPz3Q8R1r4,storytime,mild,brand_mention,unclear,none,moderate,1.0,1,0,0.0,2.0
vsn03bhzYas,unboxing,mild,brand_mention,unclear,none,severe,1.0,1,0,0.0,3.0
w-fXp_px7IM,unboxing,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
zKQJI3qnkYM,unboxing,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
3Ilm6SzBbOo,unboxing,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
b5PVFo3QlK8,unboxing,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
JauTziP2oRk,storytime,mild,brand_mention,unclear,none,severe,1.0,1,0,0.0,3.0
m-6pSRckWf0,unboxing,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
6OY3mDkCctA,unboxing,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
wynEJTdV9yk,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
MoP3StylnBU,other,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
SFp8M3s7pP4,other,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
SrkEzVDil4w,unboxing,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
KpTDQHHu6ig,other,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
ik_XSYfOuo8,other,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
g-d2g-dEIPg,other,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
dlraQhvsLYI,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
0omQOiZFNhY,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
gaa2Hu_jbFc,other,mild,none,unclear,none,severe,1.0,0,0,0.0,3.0
fxLVqufKcfU,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
fQ8aW6xbxUE,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
mlmb5lWtDrw,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
77KD9bd0g6U,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
dLB5k8JymxQ,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
lBaGBt8589I,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
akeM50Xeejc,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
zaRu0gN1ldk,other,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
uQ8bgWHG2JI,educational,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
Q3RxkAl2-qc,educational,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
LPaq5oZHZJA,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
5EiNb-bZmKs,other,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
72KibGdDhgY,other,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
4RnOXNJXHqk,other,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
iEmlLzmiLok,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
lx5HNVAB1EA,other,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
ZbLf9yLgPWc,other,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
Nk67o3iEgPk,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
dB46eGJFa4s,other,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
zCjnQ8GPbGk,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
EFwNOJO7iw4,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
BzeY0XzVdP8,educational,moderate,none,unclear,none,moderate,2.0,0,0,0.0,2.0
A1ovrTzSRzM,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
pop07iuAtlQ,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
P2rP0-3nSvM,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
C7xdUt2Nl-U,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
TCEObI1l22U,storytime,moderate,none,unclear,none,moderate,2.0,0,0,0.0,2.0
3cmb1jR106k,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
PYQL_tTjakQ,storytime,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
LxqkWNMou4E,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
PE2jOjjOFwI,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
pIjzGVaSFKA,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
sEGYJ3LQ1cs,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
xnBjMf4lE0E,storytime,mild,none,protagonist,low,moderate,1.0,0,1,1.0,2.0
uuFo5IwuwiI,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Bsc8goZ2MGA,storytime,none,none,unclear,none,none,0.0,0,0,0.0,0.0
FobVChLYl3o,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
UvyJueIup20,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
zjsOyp_hn70,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
dbQR0GO-iMk,educational,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
blJaCvhAjXM,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
ByLCyoQABGc,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
xfHZdYzhoCA,storytime,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
RG6zrqpI4EE,travel,none,none,co_star,low,none,0.0,0,0,1.0,0.0
HW6C6wmlFZ4,routine,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
qPdbg2Gtu60,storytime,moderate,none,unclear,low,mild,2.0,0,0,1.0,1.0
wrZ53EdivoA,educational,none,none,unclear,none,none,0.0,0,0,0.0,0.0
U7Jh8HT7QSQ,storytime,none,none,unclear,low,none,0.0,0,0,1.0,0.0
mF_5wYUnDz0,storytime,none,none,unclear,low,none,0.0,0,0,1.0,0.0
K59lK9xD6f0,unboxing,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
UgemtCEKuH4,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
hJAQtIklGGk,travel,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
g1LTQLWdxrs,routine,none,none,cameo,low,none,0.0,0,0,1.0,0.0
srmXiuT-q0s,storytime,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
EmRASlByeVk,storytime,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
N2kBs5RRNNg,music_dance,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
OW2j46MOJ8I,educational,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
XzJqlmt-6GE,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
__OiPiKWDH8,storytime,none,none,protagonist,moderate,none,0.0,0,1,2.0,0.0
WOmk8Mxm6sA,other,none,none,cameo,low,none,0.0,0,0,1.0,0.0
V-u7t50N-y4,educational,none,none,unclear,none,none,0.0,0,0,0.0,0.0
0TU2BAHGlKc,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
XZxlvmpRBnM,educational,none,none,unclear,none,none,0.0,0,0,0.0,0.0
9BwI-42BsBw,storytime,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
Ut8U1sEbamE,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
TknNF694JMg,storytime,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
Rwnn78oCbGg,storytime,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
K5TNloDNiC0,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Iocumf6tSFg,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
-G7hDksbgVg,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
S4qyWZG54mg,storytime,none,none,unclear,none,none,0.0,0,0,0.0,0.0
3VLf4U8nYTI,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Tt1l18xCKLM,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
6Ugm82Fju3w,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
MU1rgDDZf4I,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
YXlEN9cB778,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
rHJ6jGIi6tU,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
TbU-IcwIQek,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
EgAUzT5lNr4,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
OMM9HTGDSb4,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
n-_dEt92Lr0,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Redg-bf1sCQ,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Y3fhwlUPpbU,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
wVF_-OYoSrI,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
1A_7WnsabJ0,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
_rD1iGRmEVA,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
KwFgbUQVOiY,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
eo351vhSBmo,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
QVsijyiNdfY,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Isg9E5xekKQ,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
SHYwpJm0_E0,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
qOEjcnLuADw,cooking,none,none,unclear,none,none,0.0,0,0,0.0,0.0
wI7JE2gkzfc,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
ItxWM37R3AQ,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
24NbQkMzToo,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
e-6cBc_tDC4,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
38UMUmcBAho,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
_lDfqDGZvPg,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
TuJJzWKlQGA,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
_D0L-hoRNTE,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
1SA_QtqK0do,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
jFeOqq9UcM0,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
4C787yde7NA,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
innHqAF1PWQ,daily_vlog,moderate,none,co_star,low,moderate,2.0,0,0,1.0,2.0
3p76E1RsNa4,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
NiVFHjEuHFk,challenge,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
w3MDMxAwEJM,travel,moderate,none,co_star,low,moderate,2.0,0,0,1.0,2.0
peM-n_gaMl4,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
K8LE0BkrPWQ,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
zF-9eEmtOl0,challenge,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
xnWv_tXtDds,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
ABag4c5zTZo,gaming,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
gktHroK26ao,challenge,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
8BEE6-s9qoE,challenge,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
5A41v7qgIyI,travel,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
YtVnW-ml_UE,gaming,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
gVaUJj-awKo,gaming,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
KljjTQj0nO4,cooking,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
939s33tb3z8,gaming,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
DSaHSODY44k,challenge,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
-DrVtTBrEYQ,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
A5XUTw4QoBY,storytime,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
gWr_eHYOuTM,storytime,mild,none,co_star,moderate,moderate,1.0,0,0,2.0,2.0
ZA3i4oAGBXw,gaming,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
ldTPPkCFvHk,other,moderate,none,unclear,low,moderate,2.0,0,0,1.0,2.0
AQpWn7YtXiw,gaming,none,none,unclear,low,moderate,0.0,0,0,1.0,2.0
Tm1jIn2Yg0s,daily_vlog,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
PXyGfF6LNq4,daily_vlog,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
cqa9HFWV3Jg,travel,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
NmawPdOfQk8,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
4_WcVlqDnr4,other,none,none,unclear,none,none,0.0,0,0,0.0,0.0
swAGQ3xiZXE,reaction,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ObKzg3l5Ipg,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
C-COOXes8tQ,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
BF8ttjkqvNU,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
Rl8SGHPmAgo,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
2oZ3800LWZc,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
AiX5a_gmn28,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
Vio6TZhgsq0,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
aBJraUMHPuE,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
9KD8Pd8dQYA,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
2Itsr-pJMuI,music_dance,none,none,unclear,none,none,0.0,0,0,0.0,0.0
uk7jzfjtnz0,storytime,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
n-KJDgwf130,storytime,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
xHbDWbaxNx4,storytime,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
MTsME8PkhLc,storytime,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
zYrGG6ud-3A,storytime,moderate,none,unclear,low,moderate,2.0,0,0,1.0,2.0
OdLST-SQe0o,storytime,moderate,none,protagonist,low,moderate,2.0,0,1,1.0,2.0
Su0RrYIURTY,storytime,mild,none,unclear,none,moderate,1.0,0,0,0.0,2.0
gYaBL_mloJM,prank,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
kfN86abecoI,storytime,moderate,none,unclear,low,moderate,2.0,0,0,1.0,2.0
PXlSWodhKCE,unboxing,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
LSf2BSgTSZk,other,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
XCr0GoQxMNw,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
HeOZB-Q8new,challenge,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
K8wBthUFORA,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
WDDU9xqoDxc,daily_vlog,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
RlzVxp0hRuY,daily_vlog,moderate,none,co_star,moderate,moderate,2.0,0,0,2.0,2.0
sMwucSjhW48,daily_vlog,moderate,none,co_star,moderate,moderate,2.0,0,0,2.0,2.0
0Y34TJnsPTk,challenge,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
4MvU77R3e3s,daily_vlog,none,brand_mention,unclear,low,mild,0.0,1,0,1.0,1.0
SI5Nbo8v-lE,travel,mild,none,protagonist,moderate,mild,1.0,0,1,2.0,1.0
lGVLKnjj6Pw,other,none,none,cameo,moderate,mild,0.0,0,0,2.0,1.0
eTl5pAYIOCI,storytime,mild,product_placement,unclear,low,mild,1.0,1,0,1.0,1.0
yv-GLYYXwwY,daily_vlog,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
Ls50JMWzzvw,daily_vlog,mild,none,protagonist,low,moderate,1.0,0,1,1.0,2.0
LdwZNshKPHk,daily_vlog,mild,none,protagonist,low,moderate,1.0,0,1,1.0,2.0
_MjmJjAk550,challenge,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
HNA0FUsRM-4,daily_vlog,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
713NZbSyQpk,daily_vlog,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
uSsZ2TCySY4,storytime,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
VJDUsR6cS_8,storytime,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
-erDPHZyRRk,other,none,none,unclear,low,moderate,0.0,0,0,1.0,2.0
EO47tChpE1E,daily_vlog,moderate,none,protagonist,low,moderate,2.0,0,1,1.0,2.0
6N3I5yBKsuc,storytime,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
lWbMuKWIt_w,storytime,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
TmCNjEZ6pu4,storytime,moderate,none,protagonist,low,moderate,2.0,0,1,1.0,2.0
RkELbJi28B0,daily_vlog,mild,none,protagonist,low,moderate,1.0,0,1,1.0,2.0
BuNuycu9XwI,daily_vlog,moderate,none,unclear,low,moderate,2.0,0,0,1.0,2.0
XS8gwXux60w,daily_vlog,mild,none,protagonist,low,moderate,1.0,0,1,1.0,2.0
qrGys0hh3og,daily_vlog,mild,none,protagonist,moderate,mild,1.0,0,1,2.0,1.0
xoQy0-XD-EE,storytime,mild,none,protagonist,moderate,moderate,1.0,0,1,2.0,2.0
dKOixDVWD1U,daily_vlog,mild,brand_mention,cameo,low,moderate,1.0,1,0,1.0,2.0
jk2VeNyVHYU,daily_vlog,mild,none,co_star,moderate,moderate,1.0,0,0,2.0,2.0
e_9IckCJOjc,daily_vlog,none,none,cameo,low,mild,0.0,0,0,1.0,1.0
SMwiypFMcA4,daily_vlog,none,brand_mention,cameo,low,mild,0.0,1,0,1.0,1.0
Ru26mhp1iCs,daily_vlog,mild,none,co_star,moderate,moderate,1.0,0,0,2.0,2.0
YMZAGHg1SNg,daily_vlog,moderate,none,protagonist,high,moderate,2.0,0,1,3.0,2.0
VfengyO7NTU,unboxing,mild,none,protagonist,moderate,moderate,1.0,0,1,2.0,2.0
mAzBIFMOBzM,other,none,none,cameo,low,mild,0.0,0,0,1.0,1.0
0ZqxNTm_ga0,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
7odB2k8QlsA,daily_vlog,mild,none,unclear,low,none,1.0,0,0,1.0,0.0
Z0ixEr0EIL0,daily_vlog,moderate,none,unclear,low,moderate,2.0,0,0,1.0,2.0
YNxFCukEu4I,storytime,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
UwWxMil2VP8,storytime,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
b8N1sWx9gq0,unboxing,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
znPrn4wyrKk,cooking,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
yFqnTsSczrQ,daily_vlog,mild,none,protagonist,low,moderate,1.0,0,1,1.0,2.0
9cn1NnY7Rsg,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
PJbEWNcZCxY,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
kTKfX2X_9pg,challenge,none,none,co_star,none,none,0.0,0,0,0.0,0.0
5ku8TCIn1To,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
Aaor0woX6MA,music_dance,none,none,co_star,none,none,0.0,0,0,0.0,0.0
mmSh0TYsodY,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
o4eoWm2Z7Jg,challenge,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
ESCzMgNAO7M,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
bPQcZxYDV8c,challenge,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
c8oSewOznVs,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
iyia-OW8-gE,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
rNabLsB13VE,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
LrZKTA2-tNk,music_dance,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
JMqqtBN1ys4,storytime,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
uM5664WHCdY,challenge,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
7NzPwVHzaaY,storytime,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
wTpaxCMOw8o,challenge,none,none,co_star,low,none,0.0,0,0,1.0,0.0
OtC5CVYPa0g,educational,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
GuI6Mlgm4DA,educational,none,brand_mention,co_star,low,none,0.0,1,0,1.0,0.0
TTJT_ucpLI4,challenge,none,none,co_star,low,none,0.0,0,0,1.0,0.0
yZ3nHBHpfU4,challenge,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
EKh02W32WLg,challenge,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
iRIDvmI58_M,educational,mild,none,protagonist,none,none,1.0,0,1,0.0,0.0
GNSf5aavv_0,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
g8GIOArEUCk,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
aj2W-cSDlCk,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
O0ypcZGdsVw,educational,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
