channel_id,title,description,custom_url,handle,country,joined_date,subscribers,total_videos,total_views_x,keywords,has_instagram,has_tiktok,has_twitter,has_facebook,cross_platform_count,badges,n_videos,mean_views,median_views,total_views_y,mean_duration,median_duration,emotional_score_mean,emotional_score_max,commercial_rate,child_protagonist_rate,privacy_score_mean,clickbait_score_mean,caps_ratio_mean,exclamation_mean,sentiment_mean,face_ratio_mean,open_mouth_rate,text_overlay_rate,channel_short,log_subscribers,commercialization_index,est_videos_per_week,labor_intensity_index
UCcULZfOaRdjQo9eQnhOvTLg,All Star Kid Children's Music Channel,"🌟🎉 All Star Kid Magic! 🎉 Join our All Star crew for exciting adventures, fun songs, and educational videos! 🌈✨

All Star Kid is an edutainment (educational & entertainment) brand dedicated to teaching tomorrows youth via music, books, movies & live events!  

The music is from the critically acclaimed All Star Kid THE ALBUM Vol. 1 & A Thankfully Spooktacular Christmas

Listen to both albums on Spotify, Apple/Itunes ,Tidal, Amazon and more! 
https://music.apple.com/us/album/all-star-kid-the-album",,,United States,2021-01-25,238000,393,5800906,#KidsLearning|#EducationalVideos|#Preschool|#LearningForToddlers|#ChildrensSongs|#LearningColors|#AlphabetSongs|#CountingForKids|#EducationalToys #FunLearning|#PreschoolLearning|#ToddlerEducation|#EarlyChildhoodEducation|#KidsLearningVideos|#EducationalCartoons|#LearningThroughPlay|#NurseryRhymes|#InteractiveLearning|#Cocomelon|#blippi|#sesamestreet|#dora|#disney|#graciescorner|#FunLearningActivities|#EducationalGamesForKids|#childrensongs|#earlychildhoodeducation|#oldmacdonaldhadafarm,True,False,False,False,1,VERIFIED_CHANNEL,50.0,1289.64,1281.0,64482.0,9.0,9.0,0.0,0.0,0.0,0.425531914893617,0.0,0.0,0.09194531653461205,0.5,0.018348,0.059299891493055534,0.48,0.1,nan,5.376576957056512,0.2039478620823504,4.166666666666667,0.23758865248226949
UCbZyw49gycS3tZy6xQya0fw,Actor boy sushil," Actorboyy     Sushil      From      ＮＥＰ A L ꔪ

"" BE A PART OF MY YOUTUBE FAMILY "" 

"" VOICE DUBBING \ VOICE OVER \ STORY TELLING \ VLOGS \ REELS  &  LIFE MOTIVATION ""
"" I CAN DO ANYTHING FOR FAMILY "" 
FACEBOOK : Actorboyyy Sushil 
INSTAGRAM : Actorboyy_21

For buiness : sunarsueail@gmail.com 
 

",,,Nepal,2021-04-06,7570,279,1231202,MR. SUSHIL07|Sushil|mr sushil07|Sushil vlog|actor boy sushil|actor boy|Actor vlog|Sushil Actor|Daily vlog actor|Actor boy sushil|Actor family|Actor|Sushil Actor|Actrorboyy 21,False,False,False,False,0,,50.0,2231.32,495.5,111566.0,350.7,334.0,0.42,2.0,0.0,0.06,0.12,0.96,0.32442321902661087,0.58,0.117912,0.04188654513888887,0.46,0.12,nan,3.8790958795000727,0.0698602244211682,4.166666666666667,0.31316080654220196
UCT-eeAawywE0UG_qvoA_HBQ,Actor Ashwanth,"Ashwanth (Ashwanth Ashokkumar) Born 15 September 2011 is an Indian film and television Child Actor.

Ashwanth's first debut film Super Deluxe. Directed by: Thiagarajan Kumararaja and then he starred as a lead child actor in the film industry.

TELEVISION:
1, Junior Super Stars | Reality show
2. Mella Thiranthathu Kadhavu | Drama
3. Senior Junior | Reality show

ADD FILMS:
1, VIVO IPL-2018 (Star Sports)
2, Britannia Milk Bikis (TVC)

FILMOGRAPHY:
1, Super Deluxe as Rasukutty
2, Airaa as Babloo
3,",,,India,2017-03-27,36500,269,7493899,Ashwanth|ashwanth comedy|ashwanth interview|ashwanth junior super star|zee tamil ashwanth comedy|mella thiranthathu kathavu ashwanth comedy|Super Deluxe Rasukutty|Rasukutty,True,False,True,True,3,,50.0,25740.24,2740.5,1287012.0,239.74,113.5,0.08,2.0,0.28,0.52,0.22,0.2,0.19266774310878929,0.04,0.17727199999999999,0.035934129050925905,0.32,0.02,nan,4.562292864456475,0.32756521507063874,4.166666666666667,0.30062919590173537
UCbZgDzTkBQMkPWYBFESJ3sQ,That YouTub3 Family - The Adventurers,"You can get The Adventurers Merch here: https://theadventuresguide.com/

Welcome to that YouTub3 Family!  We are a fun, crazy, and loving family that likes to do outrageous things together.  We encourage families to spend time together playing everyone's favorite childhood games as seen in videos throughout our channel, to go explore their world and have an adventure together, finding new ways to connect. We hope that you find our videos inspirational and that they will encourage you to GO PLAY!",,,United States,2015-05-24,3580000,1728,2275703372,the youtube family|that youtube family|that youtub3 family|the adventurers|hello neighbor|floor is lava|sardines|hide and seek|poison river|ghost in the graveyard|childhood games|tag|the bandits|the dollmaker|the nutcracker|magic spell book|24 hours|ball pit|playground wars|groundies|lava monster|four square|red rover|family|fun|games|baking,True,False,True,True,3,VERIFIED_CHANNEL,50.0,47084.9,34872.0,2354245.0,1333.84,1238.5,0.0,0.0,0.0,0.0,0.6923076923076923,0.6153846153846154,0.2267559529138775,1.14,0.105784,0.037735416666666646,0.74,0.12,nan,6.553883026643875,0.39798792165641383,4.166666666666667,0.3088466935650916
UC1Az_80tfW-1uEQBlUGXnww,Epic Family Road Trip,"Hello world, we are the van Stralen family! 

We are a family of 5 who sold everything except our Jeeps to drive around the World guided by our core values that had helped us find success in business and in life -  WORK, PLAY, CARE.

For us CARE means to “Create A Remarkable Experience” and we do this by leaving the people we meet and the places we visit a little better than we found them.

We've enjoyed amazing experiences so far like helping rescue 120 Pilot Whales that were stranded on a remo",,,Canada,2012-02-14,285000,604,40342024,EPIC|Family|Road|Trip|Work|Play|Care|Adventures|CARE Leadership|family full time travel|family road trip|epic family road trip|travel family|overland|overlanding|car camping|work play care|jeep wrangler|EFRT|OFFGRID|off grid|off grid cabin,True,False,False,True,2,,50.0,39801.52,32933.5,1990076.0,2314.56,2094.0,,,,,,,0.22675527410357904,0.18,0.096032,0.018327061631944423,0.22,0.48,nan,5.45484486000851,,4.166666666666667,
UCWdE00ZmF4BATCgGgo92Mew,@The Millitary Family ,"🙏নমস্কার বন্ধুরা, আমার চ্যানেলে আপনাদের স্বাগত❤।

Buisness contact - payelpreet2021@gmail.com (paid promotion)
",,,India,2023-06-18,466000,827,360637176,Kitchen|Cooking|Notun notun ranna|Bangali ranna,False,False,False,False,0,,34.0,8231.764705882353,5901.5,279880.0,481.1764705882353,496.0,0.2857142857142857,1.0,0.0,0.047619047619047616,0.5714285714285714,1.1904761904761905,0.00048216007714561176,0.029411764705882353,0.08921470588235295,0.0695767271752451,0.47058823529411764,0.029411764705882353,nan,5.66838591669,0.13157971733900528,2.8333333333333335,0.29017128718012797
UCniCPy-kRxYshisooylV--g,Earls Family Vlogs,"We are a growing family of SIX! We have four boys, Leo, Wyatt, Truett & Atticus. Our family loves to laugh and live by the saying Rachel started in our vlogs: ""Love God, Love People, Make a Difference & Be Thankful.""

To read more about our story buy our book: A Higher Calling: Pursuing Love, Faith & Mount Everest 

Check out our foundation to give back to those in need in our Youtube Community ""The Earls Fam"": www.earlsfam.org

Subscribe to join the most amazing community on youtube: The Earls ",,,United States,2014-09-28,541000,877,64763603,Pregnancy|I’m Pregnant|Newborn Baby|toddler|family vlogs|family vloggers|2 under 2|pregnancy journey|pregnancy week|newborn|parenting|labor and delivery|christian vloggers|pregnancy vlog|soldier|cute couple,True,False,True,True,3,VERIFIED_CHANNEL,50.0,35592.38,21901.0,1779619.0,859.98,738.5,1.16,3.0,0.06,0.36,1.56,1.28,0.1846402051836489,0.98,-0.009847999999999999,0.07961684027777775,0.64,0.06,nan,5.733197265106569,0.34841156221712766,4.166666666666667,0.5843226879528581
UC1vyr5sGa-vcl7nDVMj1s_A,The Mummy Vlogger,"Here, I share realistic clean with me videos and the ups and downs of real mom life. From tackling messy rooms to balancing chores with motherhood, I’m all about sharing honest cleaning motivation for busy moms. You’ll also find home decor tips, DIY projects, and fun hauls to inspire you to create a cosy, functional space on any budget.

My name is Chevonne and I am a mum to 3 children ages 14, 8 and 2 years old. My house is never tidy for more than 5 mins and I am constantly looking for new org",,,United Kingdom,2017-11-22,45000,341,6950560,clean with me|cleaning motivation|stay at home mom cleaning motivation|realistic cleaning videos|mom life|mum life|the mummy vlogger|adhd cleaning|adhd body doubling|body doubling|adhd clean with me|overwhelmed|cleaning motivation 2025|homemaker|homemaking|stay at home mum,True,True,False,True,3,,50.0,21153.72,14185.5,1057686.0,1275.44,1226.0,0.2,1.0,0.26,0.04,0.86,0.78,0.6829855940506103,0.36,0.318388,0.016391948784722204,0.16,0.14,nan,4.653212513775344,0.37020248442524956,4.166666666666667,0.3586788315554243
UCKmK7BiD-WGWAmCxEG9__ew,Abi Firoz -Mommy Vlogger,"Hi❤ Welcome to my youtube Family🥰

I am Abi Firoz. 
From Kozhikkod (Malabar-Kerala) living in Bahrain.

I am a Passionate Chef..Winner of Many Indian & International Cooking Competitions❤ Alhamdulillahh!(Thank God)

Through my Channel,I Like to Share Varieties of yummylicious recipes, Kitchen tips, Glimpses of my life style,Travel & The Good lessons I learn through my Experience.....❤

Here you can find lots of Easy to Prepare Recipes,
My innovations , Typical Kozhikkodan &Malabar dishes , Keral",,,Bahrain,2018-09-16,541000,702,56539368,Mommy|Vlogger|Mommyvlogger|mommyvlogger|abifiroz|abi|mommyvlogger abifiroz,True,True,False,True,3,VERIFIED_CHANNEL,50.0,1549.7,1187.0,77485.0,199.3,208.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.40816326530612246,0.06069022957896625,0.0,0.28709,0.012600347222222204,0.04,0.04,nan,5.733197265106569,0.3364727867069236,4.166666666666667,0.20478646450396853
UC_8BKDmjs7jWcjtxOUq9xmg,Hustle at Home Mom,Welcome to my channel! Take a peek into my life as a mom and eBay seller! I'm excited to share my journey with you in the hopes that it helps you grow your own business. Enjoy!,,,United States,2017-01-14,244000,406,33153462,Ebay Seller|Ebay|Selling online|Make money from home|entrepreneur|small business|mompreneur|work at home mom|work from home mom|stay at home mom|selling on ebay|start a business|start a business on ebay|frugal mom|poshmark|ebay reseller|reselling|mom business|business at home|fashion reseller|goodwill outlet|goodwill|thrifting|thrifter|pallet haul|auction finds|yard sale|garage sale finds|yard sale haul|treasure hunting|trash to cash,True,False,False,True,2,VERIFIED_CHANNEL,50.0,108604.34,92590.5,5430217.0,1672.16,1692.5,0.725,1.0,0.075,0.0,0.0,2.125,0.3339692864416455,1.26,-0.069616,0.03940047743055553,0.46,0.06,nan,5.38738982633873,0.2714806374834838,4.166666666666667,0.45804180136353634
UCvC7J4fzgzv2UL6ysQzS0-g,The Dad Vlog,"Welcome folks! My name is D’Anthony. 

I make my definition of lifestyle content with 2 kids and a wife. 

I created the Dad Vlog to be a data point for what these interactions can look like. 

Facebook: The Dad Vlog
Instagram: dad_vlog",,,United States,2014-02-01,20900,699,5077426,fatherhood|black fathers|black fathers podcast|dop dads|blacklove|dad vlog|family vlog|fatherhood journey|parenting vlog|dad life|black dad vlog|relatable parenting|everyday dad moments|family adventures|real-life parenting|modern fatherhood|family lifestyle|parenting stories|father-son bonding|dad humor|family challenges|parenting tips|working dad|lifestyle content|parenting wins and fails|dad and family lifestyle.,False,False,False,False,0,,50.0,142.06,67.0,7103.0,285.72,212.0,0.3,2.0,0.0,0.18,0.38,0.54,0.2368540025974094,0.0,0.11181200000000001,0.015134895833333318,0.14,0.0,nan,4.320146286111054,0.05019143249976302,4.166666666666667,0.3056301325276249
UClrJNVolt8PHT7o9HDkV-Bw,Village Cooking Boy,"👨‍🍳 Chhota Chef
Haste Raho😂 Khush Raho✨
📩 business.villagecookingboy@gmail.com 
Account managed and supervised by Parents!

This channel features authentic village-style cooking tutorials and recipes. Videos may include knives, fire, and other kitchen tools, so adult supervision is required for children. 

Our content is intended for general audiences who love cooking and learning new recipes, not for children’s entertainment. 

Subscribe to learn step-by-step cooking and enjoy delicious, authen",,,India,2020-05-16,3060000,118,3483465100,village cooking boy|cooking channel|village cooking channel|village cooking|cooking by boy|cooking fun|indian cooking|cooking|traditional cooking|entertainment|foodies|food|village food|natural food|village|indian village|thevillagecookingboy,True,False,False,True,2,VERIFIED_CHANNEL,21.0,55714.666666666664,52426.0,1170008.0,216.1904761904762,215.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.08160488595564412,0.0,0.0,0.030796079282407372,0.5714285714285714,0.6666666666666666,nan,6.48572142648158,0.5271424013231061,1.75,0.06550651406721494
UCbprhISv-0ReKPPyhf7-Dtw,Science Max - Scholastic,"Have you ever done a science experiment and wondered “What would this be like if it were HUGE?” Welcome to Science Max, the exciting new series that turbocharges all the science experiments you’ve done at home.",,,Canada,2016-10-04,534000,687,163739965,Science|Experiments|Cool|DIY|Awesome,False,False,False,False,0,,50.0,16169.66,12514.0,808483.0,2885.24,2884.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18016302939416268,0.02,-0.004940000000000001,0.018442708333333314,0.2,0.08,nan,5.727541257028556,0.15275705312192572,4.166666666666667,0.4256358910176181
UCcdwLMPsaU2ezNSJU1nFoBQ,Baby Shark - Pinkfong Kids’ Songs & Stories,"Welcome to Pinkfong's official YouTube channel. Meet Pinkfong’s fun, educational videos that captured the hearts of millions of children around the world.

Subscribe to Pinkfong Baby Shark’s channel for kids’ favorite songs & stories created by professionals in child education.

Follow Pinkfong on social media for new updates and free promotions.
★ Website: https://www.thepinkfongcompany.com/
★ Twitter: https://twitter.com/pinkfong
★ Instagram: https://www.instagram.com/pinkfong.official
★ Faceb",,,United States,2011-12-13,84500000,3851,55186062746,pinkfong|kids songs|kids stories|nursery rhymes|fairy tales|pinkfong|family|kids|children|toddlers|babies|kids education|education for children|preschool learning|videos for kids|kids videos|songs for kids|songs for children|nursery rhymes|baby shark|baby shark dance|pinkfong|family|kids|babies|videos|videos for kids|kids videos|kids animation|songs for kids|songs for children|nursery rhymes|baby shark for kids|بيبي شارك|shark song|เบบี้ชาร์ค|baby,False,False,False,False,0,AUDIO_BADGE,50.0,2056075.72,1044580.0,102803786.0,1485.36,436.0,,,,,,,0.17356405176154557,0.12,0.22503,0.015756467013888872,0.06,0.0,nan,7.926856708949693,,4.166666666666667,
UCA4plE8LqhERSNUiYDuVUFg,Nursery Rhymes TV,"Nursery Rhymes TV is YOUR destination for babies, toddlers, kindergarten & preschoolers to SING, LEARN, NURTURE & PLAY! 

We are based in the UK and offer traditional & modern nursery rhymes as well as fantastic original songs - all made to entertain and educate whilst (of course) being super fun! 

We also bring you music education and learning videos, musical instruments, colors/colours, numbers, the ABC, phonics, vocabulary, learn English, shapes, animals, counting 1 to 10, singalong, karaoke",,,United Kingdom,2012-09-19,258000,249,194596981,rhymes song|nursery rhymes|kids videos for kids|kids songs|preschool learning|kids nursery rhymes|rhymes songs|rhymes for children|nursery rhymes song|nursery song|children rhymes|rhymes nursery|english song for kids|rhymes for children english|kids rhymes|children nursery rhymes|preschool song|kindergarten song|baby songs|kindergarden|baby nursery rhymes|for toddlers|for kindergarten|preschool|esl english|music for kids|music for children,False,False,True,True,2,,50.0,570309.22,189385.5,28515461.0,1309.06,660.5,,,,,,,0.36105327725511943,0.18,0.171676,0.018904969618055545,0.04,0.0,nan,5.41161970596323,,4.166666666666667,
UCv7TYWhF5jhtuY3FDPf06Aw,Kids Channel Nursery Rhymes and Baby Songs,"Kids Channel Nursery Rhymes and baby songs is home to various popular kids rhymes both new & classic that educate & entertain toddlers. They'll enjoy singing and dancing to our wonderful collection of 3D animation videos including Baby Shark, Johny Johny Yes Papa, Twinkle Twinkle Little Star, Wheels on the Bus, ABC Song, Colors song & many more!

Our preschool videos have been created to make learning fun, impart family values & encourage healthy habits. Parents will realise that our channel is ",,,United States,2014-10-30,1170000,1119,833053316,kids channel|nursery rhymes|baby songs|childrens music|cars|cartoon|baby shark|wheels on the bus|kids tv|baby|kids|toddler|sing along|education|entertainment|kid|kids videos|videos for kids|cartoons for kids|nursery|animation|nursery|nurseryrhymes|babysongs|abc|123|colors|cartoon for kids|baby song|kids songs|animal sounds|story time|baby care|songs nursery|song kids|boo boo song|children story|rhymes baby|pre school videos|song abc|song kid,False,False,False,False,0,VERIFIED_CHANNEL,50.0,35000.7,13138.0,1750035.0,1233.14,710.5,,,,,,,0.1787024788468411,0.06,0.31484,0.04350323350694443,0.18,0.0,nan,6.068185861746161,,4.166666666666667,
UCx3RchaoRFpDpB60x7xRREw,Meekah - Educational Videos for Kids,"Explore the wondrous world with Blippi and Meekah. There are so many exciting things to see and learn. Feed your kids’ curiosity while they learn about vehicles, animals, the natural world and so much more. Blippi and Meekah help aid children‘s understanding of the world and encourage vocabulary development. Join the adventures as Blippi and Meekah visit exciting places such as children’s museums and the zoo! They love singing, dancing, playing and exploring. Their contagious curiosity engages y",,,United States,2022-03-01,6080000,1190,5227628891,blippi|blippi videos|blippi buddy|blippi and meekah|safari for kids|meekah|blippi zoo animals|blippi jungle animals|educational videos for kids|learning for kids|blipi|blippy|blippi visits|blippi explores|kids tv shows|kids|educational|education|learning|blippi|new blippi|blippi colors|learn colors|blippi museum|blippi science|science for kids|meekah|meeka|mikah|mika|blippi and meekah|blippi and friends,True,True,False,True,3,,50.0,146815.32,126504.5,7340766.0,5202.5,3864.5,0.023809523809523808,1.0,0.30952380952380953,0.5952380952380952,0.23809523809523808,0.09523809523809523,0.18797856240670846,0.76,0.223722,0.07661085069444443,0.82,0.1,nan,6.783903579272735,0.48031941306157094,4.166666666666667,0.46002880889486125
UCpnDeduW4x-ww_UOaUAH6WQ,Kids Tv - Preschool Learning Videos,"Kids TV Preschool Learning is home to various popular nursery rhymes & kids songs featuring Bob the Train, Super Supremes, Junior Squad & more that educate & entertain toddlers & preschoolers through music & story-telling! Children can sing along to rhymes for kids & baby songs like Baby Shark, Wheels on the Bus, Johny Johny Yes Papa & more!

Our animated videos for kids have been created to make learning fun, impart family values & encourage healthy habits while entertaining our babies, toddler",,,United States,2013-10-03,2200000,1481,1801224799,nursery rhymes|songs for babies|kids songs|kids tv|abc|baby|funny|cartoons|rhymes|kids|preschool|kindergarten|videos|songs|education|youtube|children|babies|nursery rhymes|baby songs|abc song|kids songs|kids tv preschool|childrens songs|animal song|for kids|baby cartoon|kids tv|baby shark|for babies|for toddlers|animal sounds|animal cartoon|kids rhymes|songs for kids|boo boo song|baby videos|kids videos|kids show|jingle bells|kids videos|song,False,False,False,True,1,VERIFIED_CHANNEL,50.0,30941.02,24424.0,1547051.0,937.54,752.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.17560675292918826,0.0,0.127122,0.029851540798611097,0.08,0.0,nan,6.342422680822207,0.2294298574660013,4.166666666666667,0.19646481178396072
UCWIXaSAwhR0KvMqZMdkolaA,Family Lifestyle ,"



---

Welcome to [Family lifestyle]!
Join us as we share our everyday family adventures, from fun activities and home projects to parenting tips, family routines, and healthy living. Whether it's crafting DIY projects, cooking together, or exploring exciting places as a family, we're here to inspire you to make the most of every moment with your loved ones.

What you'll find on our channel:

Family vlogs and adventures

Simple and delicious family recipes

Parenting advice and experiences 

W",,,,2025-05-10,82000,924,2004984,,False,False,False,False,0,,8.0,41.142857142857146,24.0,288.0,279.5,246.5,0.125,1.0,0.0,0.25,0.375,0.25,0.21963548862798846,0.25,0.24252500000000002,0.0017518446180555501,0.0,0.125,nan,4.913813852383717,0.1260465312811092,0.6666666666666666,0.11009533838022385
UCrXQvORCzycJ9mwE0bsLibQ,Daral - Iranian lifestyle,"Hello dear friends, welcome to the Daral channel.
In this channel, you will witness the adventures of Amir's family in the heart of nature.
We haven't been active on YouTube for a long time, but thanks to your kindness and support, we are now a family of 100,000 subscribers. We greatly appreciate your love and thank all of you dear friends for it.
We hope to take you into the embrace of nature for a few minutes, away from the hustle and bustle of cities, and convey a good feeling to you.
We wish",,,,2023-03-26,214000,1080,158605999,,False,False,False,False,0,VERIFIED_CHANNEL,50.0,71323.52,70384.5,3566176.0,4714.38,4677.5,,,,,,,0.14961949289094767,0.32,0.15373599999999998,0.007457508680555533,0.04,0.8,nan,5.330413773349191,,4.166666666666667,
UCnxJqjEqrGGQe2OAHiHd0Eg,Sarah • Family Life | Cozy Home & Lifestyle 🤍,"Sharing cozy home life, family routines, easy meals, and simple living inspiration - warmth and charm in every day ✨ 

Family of 10 | Victorian Home Living 🤍

I’m a homemaker and mama sharing everyday life, from home routines and cooking from scratch to cleaning tips, cozy decor, and lifestyle inspiration.

Here, we celebrate warmth, intentional living, and the little moments that make a house a home—creating a space full of charm, comfort, and joy.

Subscribe for weekly inspiration on family li",,,United States,2012-05-21,14500,136,1009847,cozy fall|fall vibes|cozy autumn|autumn cozy|cozy fall day|cozy fall vibes|cozy fall day vlog|cozy early fall day|cozy fall aesthetic|cozy fall day in my life|cozy fall decor|simple living|simple life|slow living|simple living tips|living simply|living a simple life|simple slow living|the art of simple living|motherhood|slow motherhood|simple motherhood|motherhood or career|how to love motherhood|reality of motherhood|navigating motherhood,True,False,False,False,1,,50.0,11493.62,7322.5,574681.0,1092.26,1079.0,,,,,,,0.17531367424056124,0.06,0.11443400000000001,0.01871623263888887,0.16,0.04,nan,4.161368002234975,,4.166666666666667,
UC7zOxS8nYX214NlGa1ywNIw,Isaac Family Lifestyle ,"Welcome to Isaac's family lifestyle Youtube channel.  We are a simple modern family of 6, and we live in Germany. We just want to share our lifestyle with you.",,,Germany,2022-10-15,2810,226,3549831,,False,False,False,False,0,,50.0,461.02,164.5,23051.0,503.5,432.5,,,,,,,0.07940454680665661,0.18,0.351188,0.022780056423611094,0.3,0.0,nan,3.44870631990508,,4.166666666666667,
UCUg7EafRUm0RPzrrxoQJhjw,JOE BREEZY LIFESTYLE & FAMILY,"Welcome to JOE BREEZY LIFESTYLE & FAMILY channel. We’re all about celebrating the art of everyday living. This channel brings you content that inspires, motivates, and helps you live your best life.
✨                                             ✨                                             ✨
Join our growing community and discover new ways to make every day extraordinary. Don’t forget to subscribe and hit the bell for Daily / weekly inspiration!

Let’s create a life you love, together. 💫❤️
",,,Kenya,2017-10-07,44200,27,791777,DIANA BAHATI|DIANA MARUA|BAHATI KENYA|BAHATI|THE J&E FAMLY|THE ACE FAMILY|THE WAJESUS FAMILY|BAHATI THE ALBUM|RISS AND QUAN|LOVE|YOUNG COUPLE|RELATIONSHIP|COUPLE GOALS|DJ DIBUL|DOREA CHEGE,True,False,False,True,2,,20.0,38506.7,11304.0,770134.0,1399.85,1316.0,,,,,,,0.9992857142857143,0.0,0.37178999999999995,0.03484000651041665,0.4,0.0,nan,4.645422269349092,,1.6666666666666667,
UCt_KDu-DtBqvIw7X-V7mlmQ,Pari's Lifestyle,"Hello friends, I am Pari and this account is all about fun Masti and Entertainment Purposes. We have 12+ Million Subscribers on YouTube. Active in video creations on fun, Family drama, comedy, challenges, moral stories Brand Collaboration and much more.  

If you love YouTube Shorts videos, then you should check out Pari's Lifestyle Shorts on YouTube. Link in the below! Go Check it!
https://www.youtube.com/channel/UCWBf_sbrlRFb0PgSPC3mXNA

Thanks a lot for showing so much love to our channel so ",,,India,2018-11-26,13800000,928,9378221955,pari's lifestyle|paris lifestyle new video|pari new video|pari vala cartoon,True,False,False,True,2,,50.0,725525.72,640817.5,36276286.0,624.34,602.5,,,,,,,0.23137405451227316,0.8,-0.384292,0.05395954861111108,0.54,0.08,nan,7.139879086401237,,4.166666666666667,
UCi5_GXxKjgiW0oWAMYBnNIA,prabhati family lifestyle,"ଜୟ  ଜଗନ୍ନାଥ , ମୁଁ prabhati family life style, ସାରା ଓଡିଶା ବାସୀ ଙ୍କ ହୃଦୟରେ  ମୁଁ ରହିବାକୁ  ଚାହୁଁଚି, ମୁଁ ମୋର  struggle lifestyle, cooking travelliing ସବୁ  ମୋ chennal ମାନେ ଆପଣଙ୍କ  share କରିବି, vdo ଗୁଡିକ  ନିହାତି ଦେଖନ୍ତୁ, ଭଲ  ଲାଗିଲେ ସମସ୍ତଙ୍କୁ share କରିଦିଅନ୍ତୁ, like, subscribe  କରିଦେବେ ଦୟାକରି 🙏🙏🌹🙏🙏",,,,2023-01-22,9180,1786,5029246,,False,False,False,False,0,,50.0,151.0,130.5,7550.0,670.44,647.5,,,,,,,0.05261901120841781,0.0,0.24522,0.020634049479166642,0.22,0.02,nan,3.9628426812012423,,4.166666666666667,
UCTk9yzZAXir64WOpXt5DosA,Family Traveler அமெரிக்க VLOGS,"We love traveling together as a family. We (Satish, Swetha) are from Chennai, Tamil Nadu, India and currently residing in USA. SUBSCRIBE (it's free) to follow our travel!

I share travel, life style, cooking, recipe, shopping, grocery, organization, review and day in my life videos.

Shop my Favorite items in Amazon:
https://amzn.to/3X1zsCo

☼ WANT TO FOLLOW ALONG OUR JOURNEY AND SUPPORT US ? :

🔻🔻S U B S C R I B E 🔻🔻
https://bit.ly/2GVwEjq

Don't forget to turn notification bell on so you WON'T",,,United States,2018-10-08,120000,917,44672001,FamilyTravelerVLOGS|tamil|USA|tamilvlogger|tamillifeinusa|tamillifeinnewYork|tamilvlogs|vlogs|tamillife|US|lifestyle|UShome|HOMEinUSA|NewyorkHome|NRI|Indianamerican|Vlog|america|tamilhome|USAHome|newyork|kitchen|organization|nrimomlifestyle|night time routine|pantry|cooking|food|recipes,True,True,True,True,4,,50.0,14390.9,12608.0,719545.0,1408.3,1478.0,0.0,0.0,0.1,0.0,1.0,0.65,0.1835757191353385,0.24,0.24145200000000003,0.03240525173611108,0.46,0.22,nan,5.079181246047625,0.4436693406020611,4.166666666666667,0.33679497390386004
UCN2FNjALOC1OoryKcssOi5Q,The Sangwan Family,"Hi Viewer, 
Thanks for watching my channel and coming until here to find out more about myself or about my channel. 
We create funny videos, travel Vlogs, health related videos and informative videos for the wider audience. The only purpose of this channel is to spread happiness, show around various places via Vlogs and provide informative knowledge to the viewers. 

If you like my videos then please do subscribe my channel and i promise you won't regret that. 

For any queries personal/business",,,United Kingdom,2014-01-12,824000,524,101062412,Indian Vlogger|Indians in England|Youtuber|Indian Youtuber Lifestyle|vlogs|Indian Students in England|Student visa|lifestyle|career|Study in UK|Indians in UK|Jobs in UK|UK jobs|passive income,False,False,False,False,0,,50.0,49272.48,44162.0,2463624.0,922.08,929.5,0.22,2.0,0.0,0.2,1.06,1.12,0.5740619133367061,0.0,0.22062400000000001,0.05459735243055553,0.66,0.02,nan,5.915927211697116,0.14123292699652243,4.166666666666667,0.417488705427801
UCPu78bdv1WY6b9Kk7xixhQw,The Ingham Family,"We’re the Ingham Family — Chris, Sarah, Isabelle (20), Esmé (16), Isla (13), Jace (6), Mila (4), Aurora (2), and our pup Prinny. We're a UK family splitting our time between England and Dubai, sharing our lives through daily vlogs (6 days a week). We're all about homeschooling, family fun, and making memories while traveling the world — especially in our self-converted Sprinter van! #vanlife 

Subscribe to join the #IFAM and follow our adventures.





",,,United Kingdom,2011-10-29,1380000,3459,703754714,Ingham|Family,False,False,False,False,0,VERIFIED_CHANNEL,50.0,25213.4,23595.0,1260670.0,1577.06,1546.5,0.5,2.0,0.0,0.3333333333333333,1.0,1.0666666666666667,0.22961497462718441,0.66,0.10137799999999998,0.04868964843749997,0.36,0.04,nan,6.139879086401237,0.16015011783347805,4.166666666666667,0.47964279920912456
