id,title,channel_short_name,viewCount,performative_labor_llm,emotional_bait_llm,narrative_conflict_llm,challenge_format_llm,commercial_content_llm,privacy_violation_llm,video_id,performative_labor_vision,emotional_bait_vision,narrative_conflict_vision,challenge_format_vision,commercial_content_vision,privacy_violation_vision,overall_exploitative
RFCn4KPikPM,Roma and Friends learn Rules of Conduct in the Cinema,kidsdianashow,7414077,0,0,0,0,0,0,RFCn4KPikPM,0.8,0.3,0.0,0.0,0.0,0.0,0.3
kIijwsrIGy8,A Day in KidZania Dubai –  City of Professions for Kids!,kidsdianashow,9657222,0,0,0,0,0,0,kIijwsrIGy8,0.7,0.3,0.0,0.0,0.1,0.0,0.3
_Z96-7aXIbo,Diana and Roma's Family Summer Vacation at Ela Excellence Resort Belek,kidsdianashow,22580659,0,0,0,0,0,0,_Z96-7aXIbo,0.2,0.1,0.0,0.0,0.1,0.0,0.1
6-HvfMWK-qE,Diana and Roma’s Summer Vacation with Friends,kidsdianashow,3320568,0,0,0,0,0,0,6-HvfMWK-qE,0.7,0.6,0.1,0.2,0.0,0.0,0.5
In0dAUxq_Lk,Diana and Roma celebrate Roma's 10th Birthday Party,kidsdianashow,58744274,0,0,0,0,0,0,In0dAUxq_Lk,0.3,0.1,0.0,0.0,0.2,0.0,0.2
XXX2r_dWU3A,Kids Try to Build a Fishing Boat!,kidsdianashow,2042531,1,0,0,0,0,0,XXX2r_dWU3A,0.8,0.3,0.1,0.0,0.0,0.0,0.4
EPPb4ApMvkI,Christmas Stories with Diana and Roma | 1 Hour Video,kidsdianashow,50285902,0,0,0,0,0,0,EPPb4ApMvkI,0.9,0.7,0.6,0.0,0.0,0.0,0.7
E4_JfDd7yVE,Diana Wants to be Good Sister & Other Funny Stories for Kids,kidsdianashow,16472127,0,0,0,0,0,0,E4_JfDd7yVE,0.8,0.7,0.3,0.0,0.0,0.0,0.6
b6A6hWy1f70,Oliver Learns Cooking Breakfast | Playing Cafe,kidsdianashow,121478606,0,0,0,0,0,0,b6A6hWy1f70,0.8,0.3,0.0,0.0,0.0,0.0,0.4
tNvznbUydvc,Railway Safety Rules for Kids + More with Diana and Roma,kidsdianashow,11013518,0,0,0,0,0,0,tNvznbUydvc,0.8,0.3,0.0,0.0,0.0,0.0,0.3
8hX9R87o8lc,Diana and Roma's EPIC Easter Day Challenge: Find the Lost Easter Eggs!,kidsdianashow,10218900,1,0,0,1,0,0,8hX9R87o8lc,0.8,0.3,0.1,0.7,0.0,0.0,0.6
bl_MeglA_Zo,Diana and Roma show how to save natural resources,kidsdianashow,227850628,0,0,0,0,0,0,bl_MeglA_Zo,0.8,0.3,0.6,0.0,0.0,0.0,0.6
3CO31YCWBrE,Diana and Roma - Oliver's First Day at School,kidsdianashow,40440298,0,0,0,0,0,0,3CO31YCWBrE,0.8,0.3,0.0,0.0,0.1,0.0,0.5
rOR9bCBG_Ig,A Child Looking for a New Home 🏠,kidsdianashow,4004334,0,0,0,0,0,0,rOR9bCBG_Ig,0.8,0.2,0.1,0.0,0.0,0.0,0.4
S5Dy3xMgVRY,Diana's 9th Birthday Part 2 - Fun With Friends,kidsdianashow,28783918,0,0,0,0,0,0,S5Dy3xMgVRY,0.3,0.2,0.0,0.0,0.1,0.0,0.2
oj3nFnAv7gA,GIANT Cardboard House Challenge,kidsdianashow,38386926,1,0,0,1,0,0,oj3nFnAv7gA,0.9,0.7,0.3,0.8,0.1,0.0,0.7
6W0FZmEG7E0,Fun Summer Activities for Kids - Compilation of Summer stories 2024,kidsdianashow,28108349,0,0,0,0,0,0,6W0FZmEG7E0,0.8,0.3,0.4,0.7,0.0,0.0,0.6
-fUSd0H35FE,Diana Barbie and More Fun Adventures,kidsdianashow,139273571,0,0,0,0,0,0,-fUSd0H35FE,0.8,0.3,0.4,0.6,0.0,0.0,0.6
mnVjFBNLWyk,Play Safe at Home and Other Fun Kids Stories,kidsdianashow,1788476,0,0,0,0,0,0,mnVjFBNLWyk,0.8,0.6,0.3,0.0,0.0,0.0,0.5
tfqNQzi9xMc,Baby Adam Wants to Go to School + More Fun Videos with Adam & Oliver,kidsdianashow,21908802,0,0,0,0,0,0,tfqNQzi9xMc,0.8,0.6,0.2,0.0,0.1,0.0,0.5
-ksjj9kAKGM,Pink vs Black Challenge 🩷🖤 What Color is Better?,kidsdianashow,56374951,0,0,0,1,0,0,-ksjj9kAKGM,0.8,0.6,0.7,0.9,0.0,0.0,0.6
bHiu0zZWx4s,Diana play Pink vs. Black Challenge with Wednesday,kidsdianashow,83540896,1,0,0,1,0,0,bHiu0zZWx4s,0.9,0.3,0.2,0.8,0.1,0.0,0.7
SJXcekWMvpM,Diana and Roma at school Oliver A new student,kidsdianashow,28793558,0,0,0,0,0,0,SJXcekWMvpM,0.8,0.2,0.1,0.0,0.3,0.0,0.5
hCwih19Dsz8,Diana and Roma Learn About Professions for Children,kidsdianashow,30416003,0,0,0,0,0,0,hCwih19Dsz8,0.9,0.7,0.2,0.0,0.1,0.0,0.6
lTqI_ZYjbZA,Barbie House VS Spiderman House,kidsdianashow,72205536,0,0,0,0,0,0,lTqI_ZYjbZA,0.8,0.2,0.3,0.4,0.3,0.0,0.5
OZ_BNAMJ2WE,Oliver and Car Wash Adventure With A New Worker,kidsdianashow,2932831,0,0,0,0,0,0,OZ_BNAMJ2WE,0.8,0.6,0.3,0.0,0.0,0.0,0.5
yHEFaGPAFEw,Diana Roma and Oliver play Numbers Challenge,kidsdianashow,11933741,1,0,0,1,0,0,yHEFaGPAFEw,0.8,0.3,0.0,0.7,0.2,0.0,0.6
uarVG7uq3xA,Kids Car Adventures – Pretend Play Gas Station & Car Wash Fun!,kidsdianashow,1468693,0,0,0,0,0,0,uarVG7uq3xA,0.8,0.2,0.0,0.0,0.3,0.0,0.4
MQ5lVlN2tGQ,Diana and Roma Back to School stories,kidsdianashow,53834883,0,0,0,0,0,0,MQ5lVlN2tGQ,0.8,0.6,0.3,0.0,0.1,0.0,0.5
vh_i7Uqoebc,Little Oliver's Magical Carousel Adventure - Journey Through Various Professions,kidsdianashow,15721227,0,0,0,0,0,0,vh_i7Uqoebc,0.9,0.3,0.0,0.0,0.0,0.0,0.7
kkHFBo-4dJM,Oliver - TOW TRUCK Driver,kidsdianashow,18673743,0,0,0,0,0,0,kkHFBo-4dJM,0.8,0.3,0.0,0.0,0.2,0.0,0.3
3YauSZS5FIE,The Boo Boo Story with Oliver and Mom,kidsdianashow,20650937,0,1,0,0,0,0,3YauSZS5FIE,0.8,0.7,0.6,0.0,0.0,0.3,0.6
LVsHyKZJwVU,Diana and Roma Learn Good Habits and Healthy Eating,kidsdianashow,81102098,0,0,0,0,0,0,LVsHyKZJwVU,0.8,0.7,0.6,0.0,0.2,0.3,0.6
fhPaQwEoGGM,Kids Trapped in Minecraft!,kidsdianashow,1950096,0,0,0,0,0,0,fhPaQwEoGGM,0.9,0.7,0.6,0.8,0.1,0.0,0.7
suD4hy4i7IM,Diana and Roma Family Fun Time at the Amusement Park,kidsdianashow,16627656,0,0,0,0,0,0,suD4hy4i7IM,0.2,0.1,0.0,0.0,0.1,0.0,0.1
JNIRrXAGHpA,Mom teaches Diana how to become a Superstar,kidsdianashow,8036802,0,0,0,0,0,0,JNIRrXAGHpA,0.8,0.3,0.0,0.0,0.1,0.0,0.6
N3WCekBfZAc,Diana and Roma Play ABC Game  with Oliver,kidsdianashow,93168401,0,0,0,0,0,0,N3WCekBfZAc,0.7,0.1,0.0,0.0,0.0,0.0,0.5
E782035iI_k,Get Ready for Halloween! 🎃 Decorations & Fun Challenges!,kidsdianashow,1841244,1,0,0,1,0,0,E782035iI_k,0.7,0.6,0.3,0.6,0.0,0.0,0.5
1NjgXQw3Fvc,Number Maze Challenge with Oliver,kidsdianashow,8735146,1,0,0,1,0,0,1NjgXQw3Fvc,0.7,0.3,0.0,0.5,0.0,0.0,0.4
BH_p1jf3kJo,Diana and Roma - Funny Videos with Cat and Other Animals,kidsdianashow,95198690,0,0,0,0,0,0,BH_p1jf3kJo,0.7,0.2,0.0,0.0,0.1,0.0,0.4
JBcG75_yClI,"ABC, Shapes & Numbers! Fun Learning Challenges for Kids",kidsdianashow,2190183,0,0,0,0,0,0,JBcG75_yClI,0.8,0.2,0.0,0.6,0.0,0.0,0.4
OE7UW7V6zqQ,Kidsongs: Boppin' With The Biggles,kidssongs,777104,0,0,0,0,0,0,OE7UW7V6zqQ,0.7,0.1,0.0,0.0,0.0,0.0,0.3
z9-rMRLUOYY,Kidsongs:  Yankee Doodle Dandy,kidssongs,429714,0,0,0,0,0,0,z9-rMRLUOYY,0.8,0.1,0.0,0.0,0.0,0.0,0.3
ukb3Rjcf_Pk,Turkey in the Straw - Kidsongs,kidssongs,20087,0,0,0,0,0,0,ukb3Rjcf_Pk,0.7,0.1,0.0,0.0,0.3,0.0,0.3
7H_X_lKh-VE,Kidsongs: Baby Animal Songs,kidssongs,746675,0,0,0,0,0,0,7H_X_lKh-VE,0.2,0.1,0.0,0.0,0.0,0.0,0.1
mebm5wm6hRs,Kidsongs - Our House,kidssongs,10072,0,0,0,0,0,0,mebm5wm6hRs,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71Med-UNTNE,Kidsongs: Old MacDonald Had A Farm | Nursery Rhymes | Kid Fun,kidssongs,277264,0,0,0,0,0,0,71Med-UNTNE,0.8,0.1,0.0,0.0,0.0,0.0,0.3
Zl3nJ95ZJeY,New!!! Feliz Navidad - Kidsongs Christmas Songs for Kids | Canciones navideñas para niños en español,kidssongs,46049,0,0,0,0,0,0,Zl3nJ95ZJeY,0.8,0.2,0.0,0.0,0.1,0.0,0.3
NuoZRDHbWkQ,"Kidsongs Baby Songs & Nursery Rhymes | Fiddle-I-Dee, Five Little Ducks, Fooba Wooba John + 22 More!",kidssongs,39136,0,0,0,0,0,0,NuoZRDHbWkQ,0.3,0.1,0.0,0.0,0.0,0.0,0.1
qmcVMR-S-vQ,Peanut Butter | Kidsongs | I Can Do It | PBS Kids,kidssongs,254335,0,0,0,0,0,0,qmcVMR-S-vQ,0.8,0.2,0.0,0.0,0.1,0.0,0.3
AqH_ofQENe4,Kidsongs: I Can Do It,kidssongs,572351,0,0,0,0,0,0,AqH_ofQENe4,0.7,0.1,0.0,0.0,0.0,0.0,0.3
VqNiJQmQev0,Deck The Halls | Best Kids Christmas Songs | Kidsongs,kidssongs,279833,0,0,0,0,0,0,VqNiJQmQev0,0.7,0.1,0.0,0.0,0.3,0.0,0.3
9GQLb_FWOn4,Lullaby and Good Night,kidssongs,5265,0,0,0,0,0,0,9GQLb_FWOn4,0.7,0.1,0.0,0.0,0.0,0.0,0.3
PABJDgLRvMM,Kidsongs: Let's Play Ball,kidssongs,196705,0,0,0,0,0,0,PABJDgLRvMM,0.7,0.1,0.0,0.0,0.0,0.0,0.3
NvH3g8_5s04,Our House,kidssongs,10801,0,0,0,0,0,0,NvH3g8_5s04,0.8,0.0,0.0,0.0,0.1,0.0,0.2
55KHN9mNLeo,Them Bones from Halloween Party Songs for Kids!,kidssongs,255693,0,0,0,0,0,0,55KHN9mNLeo,0.8,0.2,0.0,0.0,0.3,0.0,0.3
ik_2hea7lu8,The Candy Man from Kidsongs: Halloween Party Songs For Kids | PBS Kids,kidssongs,496558,0,0,0,0,0,0,ik_2hea7lu8,0.8,0.1,0.0,0.0,0.3,0.0,0.3
w5wsPpM0LsQ,Santa Claus Is Coming To Town | Christmas Songs For Kids | Kidsongs,kidssongs,72885,0,0,0,0,0,0,w5wsPpM0LsQ,0.8,0.2,0.0,0.0,0.3,0.0,0.3
jcp6HgGMzXM,Billy & Ruby's Sing Along |The Caissons Go Rolling Along | Summer Fun | PBS Kids,kidssongs,41454,0,0,0,0,0,0,jcp6HgGMzXM,0.8,0.1,0.0,0.0,0.3,0.0,0.2
Da1FxsaUrZY,Kidsongs:  If We Could Talk to the Animals,kidssongs,786640,0,0,0,0,0,0,Da1FxsaUrZY,0.8,0.2,0.0,0.0,0.1,0.0,0.3
yoieIAosAhg,Barefootin' | Kidsongs | Summer Songs | PBS Kids | I Can Dance,kidssongs,58317,0,0,0,0,0,0,yoieIAosAhg,0.8,0.1,0.0,0.0,0.3,0.0,0.3
j9TWRXLbHBY,Kidsongs TV Show First Season Episode 2!,kidssongs,28545,0,0,0,0,0,0,j9TWRXLbHBY,0.8,0.1,0.0,0.0,0.0,0.0,0.3
Gy3bjjBFX4I,All I Want For Christmas Is My Two Front Teeth | Christmas Songs For Kids | Kidsongs,kidssongs,122725,0,0,0,0,0,0,Gy3bjjBFX4I,0.8,0.1,0.0,0.0,0.3,0.0,0.3
pkk8dUNWK4k,Mashed Potato Time - Thanksgiving Fun from Kidsongs !,kidssongs,11131,0,0,0,0,0,0,pkk8dUNWK4k,0.8,0.2,0.0,0.0,0.3,0.0,0.3
8opTBwT86QA,Kidsongs: A Day at the Circus,kidssongs,1355071,0,0,0,0,0,0,8opTBwT86QA,0.8,0.1,0.0,0.0,0.0,0.0,0.3
95C4XvT0J_g,Five Little Ducks | Counting Songs | Nursery Rhymes |Kidsongs TV Show,kidssongs,70221,0,0,0,0,0,0,95C4XvT0J_g,0.1,0.0,0.0,0.0,0.0,0.0,0.0
C4JNVmiByII,Kidsongs: Adventures in Biggleland | Meet The Biggles,kidssongs,769678,0,0,0,0,0,0,C4JNVmiByII,0.8,0.1,0.0,0.0,0.0,0.0,0.3
Pu0S14XSDeQ,In The Good Old Summertime | Kidsongs | PBS Kids | I Can Do It,kidssongs,84230,0,0,0,0,0,0,Pu0S14XSDeQ,0.8,0.2,0.0,0.0,0.3,0.0,0.3
YRZvyWXCeoE,Kidsongs: Very Silly Songs,kidssongs,2855754,0,0,0,0,0,0,YRZvyWXCeoE,0.8,0.1,0.0,0.0,0.2,0.0,0.3
EHhdbtqgXHA,Put On a Happy Face | Kidsongs | Halloween Songs For Kids | PBS Kids | A Day at the Circus,kidssongs,275139,0,0,0,0,0,0,EHhdbtqgXHA,0.9,0.1,0.0,0.0,0.3,0.0,0.3
3oOx3TcDU-w,Blue Suede Shoes | Kidsongs | Elvis | Kids Classic Rock | PBS Kids,kidssongs,211450,0,0,0,0,0,0,3oOx3TcDU-w,0.8,0.1,0.0,0.0,0.0,0.0,0.3
-amd1bk1h68,Kidsongs: Play Along Songs,kidssongs,927220,0,0,0,0,0,0,-amd1bk1h68,0.8,0.1,0.0,0.0,0.0,0.0,0.3
AhUgwQwN3nA,"Kidsongs: Cars, Boats, Trains and Planes",kidssongs,582705,0,0,0,0,0,0,AhUgwQwN3nA,0.7,0.1,0.0,0.0,0.0,0.0,0.3
mU-dwFw0S8M,The Pumpkin Song by Kidsongs from Halloween Party Songs for Kids!,kidssongs,50233,0,0,0,0,0,0,mU-dwFw0S8M,0.8,0.2,0.0,0.0,0.3,0.0,0.3
-CaDfTKoAAQ,If I Had A Pony For Christmas | Christmas Songs For Kids | Kidsongs,kidssongs,177641,0,0,0,0,0,0,-CaDfTKoAAQ,0.8,0.2,0.0,0.0,0.1,0.0,0.3
SrgRx2HvBpo,Oh Susanna | Kidsongs | Yankee Doodle Dandy | PBS Kids,kidssongs,211295,0,0,0,0,0,0,SrgRx2HvBpo,0.8,0.1,0.0,0.0,0.3,0.0,0.2
899nijyWew0,"The Best Animal Songs- Baa Baa Black Sheep, Little Bunny Foo Foo, Old Grey Mare, & more kids songs!",kidssongs,168965,0,0,0,0,0,0,899nijyWew0,0.8,0.1,0.0,0.0,0.2,0.0,0.3
uVGGWNm1oB8,Kidsongs:  A Day At Old MacDonald s Farm,kidssongs,2419939,0,0,0,0,0,0,uVGGWNm1oB8,0.7,0.1,0.0,0.0,0.0,0.0,0.3
-84f3Xh6iS0,Kidsongs TV Show - Sea Cruise and More!,kidssongs,20462,0,0,0,0,0,0,-84f3Xh6iS0,0.8,0.1,0.0,0.0,0.0,0.0,0.3
derzy3vunAQ,Kidsongs Purple People Eater,kidssongs,149648,0,0,0,0,0,0,derzy3vunAQ,0.9,0.0,0.0,0.0,0.0,0.0,0.2
dhMIxuFOB3Q,Kidsongs: Mail Myself To You from Very Silly Songs| Kids Songs| Children's Music| Baby Songs,kidssongs,316428,0,0,0,0,0,0,dhMIxuFOB3Q,0.7,0.1,0.0,0.0,0.0,0.0,0.3
wKka8iwxJhM,Do The Silly Willy from Kidsongs:  Halloween Party Songs For Kids | PBS Kids,kidssongs,356877,0,0,0,0,0,0,wKka8iwxJhM,0.8,0.1,0.0,0.0,0.2,0.0,0.3
LMuEAW2A4sA,Jingle Bells | Christmas Songs For Kids | Kidsongs,kidssongs,178052,0,0,0,0,0,0,LMuEAW2A4sA,0.8,0.1,0.0,0.0,0.3,0.0,0.3
E--bsHdEjiM,Kidsongs: On Top of Spaghetti from A Day at Camp | Summer Kids Fun | Silly Kids Songs,kidssongs,171171,0,0,0,0,0,0,E--bsHdEjiM,0.8,0.1,0.0,0.0,0.0,0.0,0.3
_3HmV2xtgiU,Kidsongs: Country Sing Along,kidssongs,590881,0,0,0,0,0,0,_3HmV2xtgiU,0.8,0.1,0.0,0.0,0.0,0.0,0.3
Ufzc0th23tw,Boogie Woogie Bugle Boy and more Patriotic Songs for Kids by Kidsongs!,kidssongs,64828,0,0,0,0,0,0,Ufzc0th23tw,0.8,0.1,0.0,0.0,0.2,0.0,0.3
ERDvJiMKKdE,C'mon and Swim | Summer Songs | Kidsongs | PBS Kids | I Can Do It,kidssongs,113055,0,0,0,0,0,0,ERDvJiMKKdE,0.7,0.1,0.0,0.0,0.3,0.0,0.3
c_EX-xxQR2Q,Sleepy Time Symphony by Kidsongs - New Today!!,kidssongs,5641,0,0,0,0,0,0,c_EX-xxQR2Q,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Ve0b0yjgkVI,Kidsongs:  I d Like to Teach the World to Sing,kidssongs,1043754,0,0,0,0,0,0,Ve0b0yjgkVI,0.8,0.1,0.0,0.0,0.0,0.0,0.3
On4RqY-tHjE,Rudolph The Red-Nosed Reindeer | Kids Christmas Songs | Kidsongs,kidssongs,267964,0,0,0,0,0,0,On4RqY-tHjE,0.8,0.1,0.0,0.0,0.2,0.0,0.3
woHw_idkBQk,The Best Halloween Songs for Kids! |The Purple People Eater | Kidsongs TV Show,kidssongs,145620,0,0,0,0,0,0,woHw_idkBQk,0.8,0.1,0.0,0.0,0.3,0.0,0.3
4Ob8pPOaK5c,Kidsongs TV Show - Surprise Birthday Party Fun!,kidssongs,82005,0,0,0,0,0,0,4Ob8pPOaK5c,0.8,0.3,0.2,0.0,0.0,0.0,0.3
M95Rj4XsGzw,12 Days of Christmas | Christmas Songs For Kids | Kidsongs,kidssongs,349665,0,0,0,0,0,0,M95Rj4XsGzw,0.8,0.1,0.0,0.0,0.3,0.0,0.4
BvePqgUrkps,All The Pretty Little Horses,kidssongs,4979,0,0,0,0,0,0,BvePqgUrkps,0.3,0.1,0.0,0.0,0.0,0.0,0.1
qdNh5RJmOl4,Frosty The Snowman | Christmas Songs For Kids | Kidsongs,kidssongs,225192,0,0,0,0,0,0,qdNh5RJmOl4,0.9,0.1,0.0,0.0,0.3,0.0,0.3
TMdPkMIM1ro,"The Best Kids Christmas Songs: Jingle Bells, Frosty, Rudolph, Feliz Navidad, 12 Days, and Santa!",kidssongs,24648,0,0,0,0,0,0,TMdPkMIM1ro,0.7,0.3,0.0,0.0,0.0,0.0,0.2
GZPkwFLkYIc,"The Best Animal Songs by Kidsongs!  Its ""Fiddle I Dee"" with a pony, cockatoo, dancing cat and more!",kidssongs,361584,0,0,0,0,0,0,GZPkwFLkYIc,0.8,0.1,0.0,0.0,0.2,0.0,0.3
jr5kUBJJjgQ,Limbo Rock | Kidsongs | Halloween Party Songs For Kids | PBS Kids | The Biggles,kidssongs,36027,0,0,0,0,0,0,jr5kUBJJjgQ,0.8,0.3,0.0,0.0,0.4,0.0,0.5
ZJA_zDgEmPo,Little Bo Peep,kidssongs,7190,0,0,0,0,0,0,ZJA_zDgEmPo,0.8,0.1,0.0,0.0,0.0,0.0,0.3
VsIxavG-ZPE,Kidsongs: We Wish You a Merry Christmas,kidssongs,1202405,0,0,0,0,0,0,VsIxavG-ZPE,0.8,0.1,0.0,0.0,0.0,0.0,0.3
tDNlDr2YEZo,Twinkle Twinkle Little Star,kidssongs,8193,0,0,0,0,0,0,tDNlDr2YEZo,0.8,0.1,0.0,0.0,0.0,0.0,0.3
wYlXjn02MjA,Sleeping Through CRAZIEST Lightning Storm Ever (Blackout),kkandbabyj,289849,0,0,0,0,0,0,wYlXjn02MjA,0.2,0.3,0.1,0.0,0.0,0.1,0.1
dNS9Pb0mlk8,Baby Says His First Word!,kkandbabyj,390559,0,0,0,0,0,0,dNS9Pb0mlk8,0.2,0.3,0.0,0.0,0.4,0.1,0.2
0yrufIuJkGs,COOLEST AUNT EVER!,kkandbabyj,107871,0,0,0,0,0,0,0yrufIuJkGs,0.2,0.1,0.0,0.0,0.0,0.1,0.1
idVRqvSnoBg,WHITE DRESS SHOPPING! A VERY SPECIAL EVENT!,kkandbabyj,347660,0,0,0,0,1,0,idVRqvSnoBg,0.2,0.1,0.0,0.0,0.1,0.0,0.1
ba0uKfprT9o,sunday morning vlog 🍓❤️ 4-2-23,kkandbabyj,87933,0,0,0,0,0,0,ba0uKfprT9o,0.1,0.0,0.0,0.0,0.0,0.1,0.1
dvgkIJa5GKI,We Stumbled Upon A Secret Park!,kkandbabyj,141238,0,0,0,0,0,0,dvgkIJa5GKI,0.2,0.1,0.0,0.0,0.0,0.0,0.1
pnikghmbQns,WE BOUGHT A HOUSE TO FLIP!!!,kkandbabyj,119569,0,0,0,0,0,0,pnikghmbQns,0.2,0.1,0.0,0.0,0.0,0.0,0.1
44k36IUwUHc,we really need to pack,kkandbabyj,66237,0,0,0,0,0,0,44k36IUwUHc,0.2,0.1,0.0,0.0,0.6,0.0,0.3
VXb5BKQO0ZU,Our Kid Wants A Small Dog,kkandbabyj,229023,0,0,0,0,0,0,VXb5BKQO0ZU,0.2,0.1,0.0,0.0,0.0,0.0,0.1
-Da6h7P-tes,A New Rule In The House!,kkandbabyj,302030,0,0,0,0,0,0,-Da6h7P-tes,0.1,0.2,0.1,0.0,0.0,0.1,0.1
_BECsG1LWBE,Please Stop Judging Us.,kkandbabyj,322605,0,0,0,0,0,0,_BECsG1LWBE,0.3,0.4,0.3,0.0,0.7,0.1,0.4
lWSeUOcHYEk,picking up our best friend & her baby at the airport!,kkandbabyj,113614,0,0,0,0,0,0,lWSeUOcHYEk,0.1,0.2,0.0,0.0,0.0,0.0,0.1
u3vI7dE98bY,"first trimester update: weight gain, belly shot, last baby?!",kkandbabyj,143856,0,0,0,0,0,0,u3vI7dE98bY,0.0,0.0,0.0,0.0,0.0,0.3,0.1
DugUutp96ys,BABY'S FIRST TOOTH!,kkandbabyj,61622,0,0,0,0,0,1,DugUutp96ys,0.1,0.2,0.0,0.0,0.0,0.3,0.2
ZzDw7nZgdgs,GIGANTIC TREE FELL ON HER CAR!,kkandbabyj,252576,0,0,0,0,0,0,ZzDw7nZgdgs,0.3,0.6,0.5,0.0,0.4,0.1,0.3
cfinbDKy9K8,Applying To Take Our Children Out Of The Country!,kkandbabyj,289885,0,0,0,0,0,0,cfinbDKy9K8,0.2,0.3,0.2,0.0,0.0,0.1,0.2
9GANZK66xdE,"it finally came in the mail, teaching piano + I can do 1st grade math lol",kkandbabyj,127769,0,0,0,0,0,0,9GANZK66xdE,0.3,0.2,0.0,0.0,0.4,0.0,0.3
Q5hYHtGUQo0,"5am morning routine, house declutter, errands + boat day! day in the life🤍",kkandbabyj,77404,0,0,0,0,0,0,Q5hYHtGUQo0,0.2,0.1,0.0,0.0,0.3,0.1,0.2
tXhGmbtCDcg,CUTEST BROTHER MOMENT EVER!!!,kkandbabyj,344191,0,0,0,0,0,0,tXhGmbtCDcg,0.3,0.4,0.1,0.0,0.0,0.6,0.4
nFzmrPKqCMU,"exploring the resort: found a cemetery, ramen & more!",kkandbabyj,107138,0,0,0,0,0,0,nFzmrPKqCMU,0.2,0.1,0.0,0.0,0.3,0.0,0.2
TvCeUPEMTl4,MY THREE MONTH OLD CAN TALK | BOY GENIUS,kkandbabyj,20062,0,0,0,0,0,0,TvCeUPEMTl4,0.7,0.3,0.0,0.0,0.0,0.2,0.4
O3kMutEn__o,13 WEEK PREGNANCY CHECK UP!,kkandbabyj,212030,0,0,0,0,0,1,O3kMutEn__o,0.1,0.2,0.0,0.0,0.0,0.7,0.4
R9QUmTsted8,Morning vlog 🫶🏻,kkandbabyj,74483,0,0,0,0,0,0,R9QUmTsted8,0.1,0.0,0.0,0.0,0.0,0.0,0.1
dweMPbOwn9M,Father And Son Fall Into The Waterfall! (Fiji),kkandbabyj,363562,0,0,0,0,0,0,dweMPbOwn9M,0.2,0.3,0.1,0.0,0.2,0.1,0.2
9mTuY2pgeg0,day two in the utah house! lots more snow + the besties comeover yayy,kkandbabyj,70674,0,0,0,0,0,0,9mTuY2pgeg0,0.2,0.1,0.0,0.0,0.3,0.0,0.2
iD2-UoCWp6Q,Her poor hand..,kkandbabyj,327167,0,1,0,0,0,0,iD2-UoCWp6Q,0.1,0.3,0.2,0.0,0.0,0.7,0.5
g1hfbqdxuTY,selling my car and keeping this one! here's why..,kkandbabyj,147566,0,0,0,0,0,0,g1hfbqdxuTY,0.1,0.1,0.0,0.0,0.3,0.0,0.1
ua9jT6E5DbQ,Baby's FIRST Christmas Present Ever!,kkandbabyj,285803,0,0,0,0,0,0,ua9jT6E5DbQ,0.3,0.4,0.0,0.0,0.2,0.1,0.2
WhtYFqxjGl0,HUGE HOME DELIVERY!,kkandbabyj,237153,0,0,0,0,0,0,WhtYFqxjGl0,0.3,0.6,0.1,0.0,0.7,0.0,0.3
X_usM1YrF-Q,My Girlfriend Is Way Better Than Me..,kkandbabyj,229490,0,0,0,0,0,0,X_usM1YrF-Q,0.1,0.0,0.0,0.0,0.0,0.0,0.0
pWVrA0WQ3wU,I Had A Mommy Moment,kkandbabyj,358057,0,0,0,0,0,0,pWVrA0WQ3wU,0.1,0.1,0.0,0.0,0.0,0.0,0.1
ZajmJPZIFR4,He's Jealous Of Jackson + HOW TO MAKE PHO,kkandbabyj,287049,0,0,1,0,0,0,ZajmJPZIFR4,0.2,0.3,0.4,0.0,0.0,0.1,0.2
LYdkzK5Thl8,our baby girls first birthday party! 🌸,kkandbabyj,130894,0,0,0,0,0,0,LYdkzK5Thl8,0.2,0.1,0.0,0.0,0.0,0.1,0.1
TGiaBeCze9I,I Told Him Not To Do This On My Birthday!,kkandbabyj,245526,0,0,1,0,0,0,TGiaBeCze9I,0.2,0.3,0.4,0.0,0.3,0.0,0.2
2TIr4w4WnBE,I HAVE PROOF!,kkandbabyj,172721,0,0,0,0,0,0,2TIr4w4WnBE,0.3,0.4,0.3,0.0,0.1,0.2,0.3
Vs8mRep0snw,TODDLER EATS PAINT!,kkandbabyj,232476,0,0,0,0,0,0,Vs8mRep0snw,0.7,0.6,0.4,0.0,0.1,0.6,0.6
tzEzadUbcE8,The Worst Thing That Could Happen..,kkandbabyj,322154,0,0,0,0,0,0,tzEzadUbcE8,0.1,0.3,0.4,0.0,0.7,0.2,0.3
967R5qt5cRg,MEETING SANTA!! VLOGMAS DAY 8,kkandbabyj,15266,0,0,0,0,0,0,967R5qt5cRg,0.2,0.1,0.0,0.0,0.0,0.1,0.1
Kou_5aEGolU,THIS NEEDS TO BE FIXED!,kkandbabyj,217612,0,0,0,0,0,0,Kou_5aEGolU,0.3,0.2,0.0,0.0,0.7,0.0,0.4
3s4-jQr1XWI,GENDER REVEAL PARTY!💙💗,kkandbabyj,622316,0,0,0,0,0,0,3s4-jQr1XWI,0.1,0.1,0.0,0.0,0.3,0.0,0.1
