id,title,publishedAt,channelId,channelTitle,viewCount,channel_short_name,log_views
eaHkDAQ6wdo,Nastya and Evelyn help each other as best friends,3 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,195433380,likenastya,8.290998743168393
pfGVFEimyoM,Nastya and her Halloween store,1 year ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,31201457,likenastya,7.494174874540426
z2qOW0c-m34,Nastya and dad follow the rules of conduct in the park,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,60680903,likenastya,7.783052034952518
JK0TgKx9H8I,Nastya and mysterious adventures on Halloween,5 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,277040307,likenastya,8.442542959801626
Sf8u062xdbw,Nastya learns to sleep alone,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,227582955,likenastya,8.357139732122652
N22gmDhQ7LE,Nastya and Rich vs Poor Hospital,4 months ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,14873833,likenastya,7.172422901019582
Y9gQTN4CmsI,Nastya and Evelyn participate in a fashion competition for the best outfit for parties,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,22483262,likenastya,7.351859321391054
ZcAIfKz2s4I,Nastya and the fashion show with Rock Squad,2 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,34599482,likenastya,7.539069596878742
MMwYj14WUlk,Nastya and the Phone challenge for kids,3 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,25301962,likenastya,7.403154199149566
5LnMdhBnCuE,Nastya tries to find friends at lower school,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,91626396,likenastya,7.9620206045166135
3482CP2zGWo,Nastya and Cardboard Cars Challenge for kids,6 months ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,1722255,likenastya,6.236097454256966
eajyO-X5SH0,Nastya and her friends decorate playhouses and other adventures of friends.,2 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,58035367,likenastya,7.763692735146718
UQ5Ra_l0vNY,Funny English Alphabet from Nastya and Evelyn,3 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,133886798,likenastya,8.12673775521648
CeArJUx00Z8,Nastya plays hide and seek with her dad at home,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,294293778,likenastya,8.468781080282312
KPYyRsSHRy4,Nastya and Dad in the yummy Fruits and Vegetables dance challenge,5 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,30591010,likenastya,7.485593815990418
QUOt7n42er0,Nastya and a big Collection of Chocolate Stories for kids,5 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,49461527,likenastya,7.6942675199799275
0a3wyei7CpA,Nastya and kids outdoor activities in Turkey,3 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,74866669,likenastya,7.8742885107412235
Ar4gmOGp6qA,Nastya arranged a test of patience for the kids,3 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,8922884,likenastya,6.950505247072361
V75u9HY7xyU,Nastya goes to Los Angeles and the hotel room tour,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,28572424,likenastya,7.455947086205901
mfTigUQ6HvI,Nastya explains the safety rules in the city with the Littlest Pet Shop toys,1 year ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,3448814,likenastya,6.5376697728098785
3lgu-wgHbis,Nastya and her Family trip to the pig island,5 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,162805092,likenastya,8.211667984047768
FRByzH4ySwc,Nastya and Dad are celebrating Thanksgiving,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,26940105,likenastya,7.430399284068175
M2BbRjUUTDo,Nastya and useful stories for children about good behavior and health care,1 year ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,35231000,likenastya,7.546924970411396
hGvd4q5yiLo,Nastya and a family trip to London with dad,3 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,30509005,likenastya,7.484428044087641
J1fIvTNcGYA,Nastya and the most fun amusement parks for kids,3 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,80143944,likenastya,7.903870710885424
23YGjzPUloo,Nastya and useful Dentist story for kids,3 months ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,9674625,likenastya,6.9856341402452635
SuVNFg47c6I,Nastya and her new DIY room in the style of Like Nastya,5 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,47790278,likenastya,7.679339556855065
-zRXYRgoewQ,Nastya does a good deed for a homeless person | Learn To Help Others Kids Story,5 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,7887507,likenastya,6.896939757679769
0fuVx9ISwOI,Nastya and Dad are pretending to play at the Puerto Rico Children's Science Museum,4 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,118473437,likenastya,8.073620987835648
0cT5eO8brVY,Nastya escapes Christmas layers to get the bouncing toys,1 year ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,8436633,likenastya,6.9261691573753685
v2VJ-HkNetk,Nastya and Barbie fashion show,1 year ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,2508806,likenastya,6.3994670796538085
vnMLhiz6azo,Nastya and her friends are playing a mysterious challenge,5 years ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,471365203,likenastya,8.6733575189968
wKTC45A-D-U,Nastya and Friends with Toy Animals adventure,3 months ago,UCJplp5SjeGSdVdwsfb9Q7lQ,,2649711,likenastya,6.42319850867278
ZOXV_R3Nvhs,The Ultimate Candy Transformation! ✨ (Our First Official Mystery Reveal!),4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,2247455,mccluretwins,6.351691004766852
LXcCiOZTBps,The Ultimate Homeschool Morning Transformation! ✨ (Our Official Learning Reveal!),5 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,988388,mccluretwins,5.994927464000965
aMYxc1APO8g,DIY Beautiful Candles,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,106742,mccluretwins,5.028335335818388
VUcJJ3fpNSI,The Official Edible Challenge! 🍬 (The Reveal We Didn't Expect!),1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,4406922,mccluretwins,6.644135363813897
mLdBKvaKGSo,Epic Fail On LIVE TV! 🤣,10 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,281507,mccluretwins,5.449489198560635
QpWTsHJTy2E,The Secret Winter Surprise! ❄️ (The Reveal We Didn't Expect!),4 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,560236,mccluretwins,5.748371012554327
6f5P9HBBjgY,Sneak Peak at WEDNESDAY Premiere! ,8 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,102314,mccluretwins,5.00993506388562
9wd6NSqnQl8,Turning My Twin Into Our Mom!,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,35889,mccluretwins,4.554961357454656
7NZORmuJtMo,The Secret Forest Mission with our Brother! 🕵️‍♂️ (The Reveal We Didn't Expect!),4 weeks ago,UC2pHEbYWB86O40_1o0S3bNQ,,562566,mccluretwins,5.750173481013354
DusBZgbDlJc,The Ultimate Kidz Bop Transformation! ✨ (Our First Official Reveal!),2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,2191309,mccluretwins,6.3407036224410325
WXEgS7-DSYQ,We Invented New Starbucks Drinks!,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,1013758,mccluretwins,6.005934294437113
M4mYQfIO_yc,Help Us Choose Our Birthday Dress! 👗(We Can't Decide!),1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,356056,mccluretwins,5.551518308586188
rsz33Uhp_Lg,My Brother Does My Makeup!,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,440304,mccluretwins,5.643752630883184
R6DMxyT1hjo,We Forgot Mother's Day!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,348899,mccluretwins,5.542699724692868
GzoBBfmtknI,Who Wore It Better? Identical Twins!,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,551024,mccluretwins,5.74117051507787
QiM9Zy7MImY,Guess The Twin By Voice Only!,2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,998644,mccluretwins,5.999410697044777
yspaUZGxAMc,A Stranger Did Our Hair,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,351723,mccluretwins,5.546200768790306
fodRzmxjygI,Twins vs Twins! 😱 15 Minutes To Escape!,11 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,202156,mccluretwins,5.305686635742517
xsKIHaAcv-0,A Hair Salon Just For Kids!,2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,2264991,mccluretwins,6.355066480671984
jYb9CTHJL7o,The Official Flavor Challenge! 🔥🍭 (The Unfiltered Taste Reveal),4 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,30238,mccluretwins,4.480553062699267
EpI7-RLxgxM,The Cutest Dog Birthday Ever!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,286338,mccluretwins,5.456878987194467
IIXY3Y9Trlg,Don't Trust Boys | Beauty Shop Gossip,5 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,486719,mccluretwins,5.687278300083851
OnzP72UB_qE,Their First Katseye Sleepover Alone....Nobody Slept!,2 days ago,UC2pHEbYWB86O40_1o0S3bNQ,,25058,mccluretwins,4.398946404901307
ty2_UFFOlfw,The Ultimate Twin Identity Transformation! ✨ (Our First Official Old Photo Reveal),3 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,1057352,mccluretwins,6.024219591100023
vYG95S4YlsA,How To Start A Business with Daymond John!,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,268359,mccluretwins,5.428716164872892
jSjzS_QxZrA,The Ultimate Food Color Transformation! ✨ (Our Official Mystery Menu!),4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,1655622,mccluretwins,6.218961188697024
voynwjXXfrw,How Slime Is REALLY Made + Our Secret Slime Recipe!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,493965,mccluretwins,5.6936961779816135
OIwvIg7ltqQ,The Ultimate Twin Transformation! ✨ (Our Official Mystery Reveal!),5 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,5633264,mccluretwins,6.750760104698263
Kj8wodWUYvo,Michelle Obama Called Us!,5 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,664588,mccluretwins,5.822552495262233
v_LiavEMBeg,Wearing Clothes Our Mom Bought,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,837280,mccluretwins,5.92287071739559
3HyZVhApViI,The Official Natural-Look Challenge! 🌿 (A Huge Identity Reveal!),1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,2865041,mccluretwins,6.457130841293409
5ydT0rG46RU,Mom Cut My Hair!,2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,6610695,mccluretwins,6.820247120423314
e8KrDM2d7fA,"Twins Ultimate Fashion Transformation! ✨ (Our First Official Mystery Reveal!)""",1 month ago,UC2pHEbYWB86O40_1o0S3bNQ,,176249,mccluretwins,5.246126661574279
plFuUe7m5Is,Guessing the CORRECT Sports Team,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,551262,mccluretwins,5.741358056402533
lQTEUBA2mSE,We Can't Borrow Clothes Anymore,2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,519399,mccluretwins,5.715501109145999
61IvOoiaGKc,Kids Mispronouncing Hard Words,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,832262,mccluretwins,5.920260065764675
3-gqkH233y8,Identical Twins Play Truth Or Drink,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,1284176,mccluretwins,6.108624549115
-BoP63TFBSg,Getting Our Favorite Protective Hairstyle,2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,304461,mccluretwins,5.483531669482677
nmfFKN2XnCI,Our 10th Birthday Sleepover Party!,2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,815543,mccluretwins,5.911446864420313
TKllz703aM8,Whoever Creates The Best Dance Wins!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,1278612,mccluretwins,6.106738776047577
1805Xq--LIM,Olympic Competition Gets Out Of Control...Did She Cheat or Win?,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,3443380,mccluretwins,6.536984952648502
EiITTO2LS_w,The Official Twin ATV Challenge! 🏁 (Our Most Shocking Family Reveal!),1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,373844,mccluretwins,5.572690414840123
Jkg6zFv6Vck,Her Secret Skill Reveal! 🤫 (Our First Official Gymnastic Transformation!),9 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,637480,mccluretwins,5.804466563967342
J8tvDesDTYs,The Official Parent Challenge! 🎭 (The McClure Identity Reveal),2 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,1484631,mccluretwins,6.171618524644781
4FH5Ro6vgtM,Dad's Hair Challenge Goes Terribly Wrong!,9 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,59856,mccluretwins,4.7771076908541295
zUBb2vJ5Yy0,Painting Pretty Pottery,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,542963,mccluretwins,5.734770235770574
_DPGJFny9zE,Extreme Spicy Chip Challenge!,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,71844,mccluretwins,4.8563905041933095
GHbwgRnatGw,The Ultimate Desert Transformation! ✨ (Our First Official Expedition),1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,3845811,mccluretwins,6.584987937293524
fQ8SZEnMNrk,Our 1st Time At A Hair Salon!,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,541608,mccluretwins,5.733685070614672
D-swTxIeCUg,Giant Bear Alive In Our House!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,394385,mccluretwins,5.595920388670007
MqLXxfzBPRs,Twin Telepathy Hair Challenge,3 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,573642,mccluretwins,5.758640941300742
I_n1KE8g0oo,Can Strangers Tell Twins Apart?,5 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,1762526,mccluretwins,6.246135532229816
MDQZ7miZhCs,Twin Telepathy Challenge - Halloween Shopping!,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,116049,mccluretwins,5.064641402470928
C0e0ntyP0cc,We Found Our BIRTHDAY Twin!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,623394,mccluretwins,5.794762617993065
wV3XSdwOpYs,😱 Meeting A Movie Star!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,361597,mccluretwins,5.558224818681505
TOsZ0kF84Tc,We Cut ALL Our Dead Hair,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,1436270,mccluretwins,6.157236089271041
B1su0YPd6gI,The Ultimate Audience Synthesis! 🎤 (An Official Milestone Identity Reveal),6 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,214837,mccluretwins,5.332109079225048
h0JoNdAvgeA,Our Big Night At The Black Girl Digital Awards Show!,1 year ago,UC2pHEbYWB86O40_1o0S3bNQ,,265728,mccluretwins,5.424437318824289
jzr9tsm1plY,Why Our Hair Is Black Girl Magic,4 years ago,UC2pHEbYWB86O40_1o0S3bNQ,,5173273,mccluretwins,6.713765397269543
ikhjoa64ejc,The Professional Luxury Wardrobe Archive! 👗 (Our First Official Asset Reveal),5 months ago,UC2pHEbYWB86O40_1o0S3bNQ,,175897,mccluretwins,5.245258432438949
CQgNxcMbfgo,YOU MUST RECREATE SIBLING'S INSTAGRAM FOR DREAM PRIZE w/The Norris Nuts,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,7436979,norrisnuts,6.871396555160067
iY9fUXACr6g,LAST TO LEAVE THE CAR WINS $1000 w/The Norris Nuts,5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,10931102,norrisnuts,7.038663946798194
QRAi8CRDMmY,SURPRISED HER WITH FIRST CLASS FLIGHT FOR HER BIRTHDAY w/The Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2079639,norrisnuts,6.317987953272975
Niinb59QTLI,I'LL BUY ANYTHING IN YOUR COLOR Challenge w/ The Norris Nuts,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,11515170,norrisnuts,7.061270353895295
MlXY9VTFB50,FIRST DAY In Our NEW HOUSE (emotional),7 months ago,UCYd0us2OtW4d4-1cfpT2ktw,,970607,norrisnuts,5.987043419114452
YoptEr640fA,YOU'LL NEVER GUESS WHAT THIS SURPRISE NOTE SAID... w/Norris Nuts,3 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,4750487,norrisnuts,6.676738133955645
J4Q3lTzuWa8,WE BOUGHT OUR DREAM HOUSE w/Norris Nuts,3 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2053997,norrisnuts,6.312599804945584
iLaHUx-3Y-s,COPYING weird TEENAGE GIRL Diet For 24 Hours! (SHOCKING McDonald's Hack & Weird Food),3 months ago,UCYd0us2OtW4d4-1cfpT2ktw,,873889,norrisnuts,5.941456272738602
EcgBAWm3FNQ,WHICH NORRIS NUT RECREATES THE BEST TIKTOK wins iPHONE 12 Pro Max (actually happens!),4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,6203288,norrisnuts,6.792621944619307
BAWShJ_v4tQ,PARENTS CAN'T SAY NO!! PART 2 - EXTREME REVENGE - KIDS IN CHARGE FOR 24 HOURS | The Norris Nuts,7 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,16112003,norrisnuts,7.207149534073701
MhjaBVOvmIs,WE LOST HER SPECIAL PRESENT - Sockie's 13th Birthday w/The Norris Nuts,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,10667932,norrisnuts,7.028080238727728
bsjvAyYsbcE,SABRE'S NEW HOUSE TOUR w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2585689,norrisnuts,6.412576287866024
v1h9W3rQoQU,SABRE'S FIRST DATE WAS RUINED w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,3726554,norrisnuts,6.57130741879909
gwOzuUjpvqg,WEIRD FAMILY FILMED THEIR CHRISTMAS (full story) w/Norris Nuts,1 year ago,UCYd0us2OtW4d4-1cfpT2ktw,,2085815,norrisnuts,6.319275786333035
GJgjoyes0mo,BIGGY'S EXTREME MAKEOVER - HAIRCUT AND EARS PIERCED ?! w/the Norris Nuts,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,3545963,norrisnuts,6.54973419968575
aa-gaLupkA8,ROOM MAKEOVER *Best Room Wins Mystery Box* w/The Norris Nuts,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,7902606,norrisnuts,6.897770329871483
zlS4OwihC5M,OUTFIT ONLY USING ONE BRAND SHOPPING CHALLENGE w/Norris Nuts,1 year ago,UCYd0us2OtW4d4-1cfpT2ktw,,1472135,norrisnuts,6.16794763817179
HBB423W8dPY,THIS WAS MEAN... (Unlimited Budget At the Carnival) w/THE NORRIS NUTS,1 year ago,UCYd0us2OtW4d4-1cfpT2ktw,,1780125,norrisnuts,6.250450499446079
1ks7wXmY_Ec,LAST TO STOP EATING BANANAS Challenge *family meltdown  w/ The Norris Nuts,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,13812687,norrisnuts,7.140278170668525
Sp5ig8-TQvU,6 KIDS Family SECRET SANTA Present Giving  w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2545886,norrisnuts,6.405838952860687
qH8dcQx_zW4,SABRE'S LOSING HER DREAM APARTMENT (emotional) w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,1881628,norrisnuts,6.274533767063464
9vXGGaIwWQM,COOKING IN YOUR AESTHETIC w/the Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2993103,norrisnuts,6.476121662233426
qNvfHGLNX8Q,SHE WAS SO SCARED TO SAY ANYTHING (emotional) w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2472393,norrisnuts,6.393117505318721
637Evsw9_Go,ROLL THE DICE TO DETERMINE OUR DAILY ROUTINE w/The Norris Nuts,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,12776397,norrisnuts,7.106408398139081
8RwOfJLxmD4,NEW APARTMENT MAKEOVER FAIL (The Painting caused a fight...),3 months ago,UCYd0us2OtW4d4-1cfpT2ktw,,723283,norrisnuts,5.85930825758577
HqLbwAg_rTk,REAL LIFE AMONG US *Imposter IQ 999+* w/The Norris Nuts,5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,13584378,norrisnuts,7.133039757781365
Qxwvu9JC6-k,WE ATE LIKE CELEBRITIES FOR 24hrs w/Norris Nuts,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,6084283,norrisnuts,6.784209406314552
UH67y8F5BBw,LAST TO LEAVE THE *new* MUSIC STUDIO ROOM WINS $1000 w/The Norris Nuts,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,9361891,norrisnuts,6.971363580353258
si9eVpKm33g,LAST TO LEAVE THE AMUSEMENT PARK wins $1000 w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,3750349,norrisnuts,6.574071684186818
Cao_pVqPoog,SOCKIE GOT BRACES & NOW SHE FEELS...,5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,5094745,norrisnuts,6.707122451764561
7f42bjRMUHg,"""YOU WON'T DO IT"" Challenge for $1000 with the Norris Nuts",7 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,15277499,norrisnuts,7.184052263964799
EBSK9qJefUM,LAST TO FALL ASLEEP *extreme edition* WINS $1000 w/ The Norris Nuts,5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,11865175,norrisnuts,7.074274148029452
iSa9bd32CvA,NORRIS NUTS GOT INTO A FIGHT! (Real Jiu-Jitsu Competition),7 months ago,UCYd0us2OtW4d4-1cfpT2ktw,,833434,norrisnuts,5.920871213557293
BlZaRZqMZ84,OUR DREAM DAY IN TROPICAL ISLAND PARADISE w/The Norris Nuts,5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,6744409,norrisnuts,6.828943899258605
HfEMHGeUSIQ,LAST TO LEAVE THE WATERPARK wins $1000 w/Norris Nuts,3 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,3980441,norrisnuts,6.599931190982355
Kn9-6j2q24Y,WHO CAN MAKE THE BEST D.I.Y. TIE DYE CLOTHING w/The Norris Nuts,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,6686070,norrisnuts,6.82517091913878
AJb-R7TVHLo,RECREATING EACH OTHER'S INSTAGRAM PHOTOS w/The Norris Nuts,5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,10378570,norrisnuts,7.016137518840773
WJwUk1JC2iU,7 PRESENTS FOR 7th BIRTHDAY (Surprise Family Holiday) w/Norris Nuts,10 months ago,UCYd0us2OtW4d4-1cfpT2ktw,,1030981,norrisnuts,6.0132506617227115
HoYJKGwp2bk,LAST TO LEAVE THE DECK w/the Norris Nuts,3 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,3238324,norrisnuts,6.510320298516395
Y7-l0x-YI_M,NAZ LOST HER GUINEA PIG,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,6833374,norrisnuts,6.834635190910196
qL1HQCj4oUg,FINALLY MEETING The Sixth Norris Nut - Story of a Baby Girl,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,7919235,norrisnuts,6.898683230664601
tRodosnieWI,WHO WILL SHE CHOOSE TO MISS OUT? (emotional),6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,6515372,norrisnuts,6.813939217122289
6lLGH77bVF8,SHE GETS 3 SURPRISES - THIS IS ONE OF THEM... *mind blowing reveal* NORRIS NUTS SURPRISE part 4 of 4,7 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,5732483,norrisnuts,6.758342775479231
jFPUHE6JvIM,WHICH NORRIS NUT CAN EAT THE MOST COOKIES,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,7839354,norrisnuts,6.8942802762310595
w10f0MxlN6Q,WHO CAN EAT THE MOST CHICKEN NUGGETS (parents vs kids) w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2424800,norrisnuts,6.384675923359566
In4za3Aq9XM,BEST BEDROOM MAKEOVER WINS A MYSTERY BOX (epic prize),5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,5646400,norrisnuts,6.751771641015894
lPQXKo7M8pY,BRACES FOR 14 YEAR OLD NAZ (Full Story Of What Really Happened) w/Norris Nuts,1 year ago,UCYd0us2OtW4d4-1cfpT2ktw,,1692219,norrisnuts,6.228456566939924
qS_3Ai62Ogc,I'LL BUY ANYTHING IN ALPHABETICAL ORDER Challenge w/ The Norris Nuts,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,11917568,norrisnuts,7.076187638630589
onnGpPXVxys,DON'T WATCH... THIS IS THE BORINGEST VIDEO ON THE INTERNET w/The Norris Nuts,5 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2880602,norrisnuts,6.459483257883276
uf-fMsN1egs,LAST TO LEAVE THE INFLATABLE AQUAPARK wins $1000 w/Norris Nuts,2 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,3705134,norrisnuts,6.568803919308117
blxhic0g0aA,BEST CUSTOMISED DOG HOUSE Wins Mystery Box Prize w/The Norris Nuts,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,4053268,norrisnuts,6.607805320019318
s9tHmgLM86g,WHO CAN CUSTOMISE BEST TIE DYE CLOTHES w/The Norris Nuts,4 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,8613579,norrisnuts,6.93518364123143
b9mIgPlJ7_I,SURPRISING MY SISTERS With Their Dream Luxury Resort!,4 months ago,UCYd0us2OtW4d4-1cfpT2ktw,,948967,norrisnuts,5.9772511102491155
HtSgOZU1ifs,NEWS ABOUT THE BABY *Norris Baby Update*,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,4990701,norrisnuts,6.698161551444988
6qip-l9CTOk,We've had some bad news about Mama's Pregnancy...,7 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,2226644,norrisnuts,6.347650786771589
5k9EyC_cS-Q,THE BABY'S NAME IS....,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,13209430,norrisnuts,7.120884077781403
y3wVvfnF7FY,SISTERS ARE FIGHTING OVER THE ROOM w/Norris Nuts,1 year ago,UCYd0us2OtW4d4-1cfpT2ktw,,1899120,norrisnuts,6.278552407439116
1orpWcc2Dh8,EATING EVERY USA FAST FOOD for 24hrs w/Norris Nuts,1 year ago,UCYd0us2OtW4d4-1cfpT2ktw,,2097523,norrisnuts,6.321706731702559
CefMPGbEkxA,BEST UNDERWATER HOUSE WINS *mystery judge* Challenge w/ The Norris Nuts,6 years ago,UCYd0us2OtW4d4-1cfpT2ktw,,11681702,norrisnuts,7.067506123200856
xQFYMA5j5fo,WE FOSTERED A CAT,5 months ago,UCYd0us2OtW4d4-1cfpT2ktw,,1107974,norrisnuts,6.044529569247091
fzOc_AU0txQ,She's LEAVING us! *emotional goodbyes*,1 year ago,UCuDTc9ztKJbsI6yleL3W2Vg,,458317,ohanaadventure,5.661165966494764
TxvVyRBYdrc,My DAUGHTER doesn't FIT in!  *emotional*,2 years ago,UCuDTc9ztKJbsI6yleL3W2Vg,,1849382,ohanaadventure,6.267026626333364
wa55dmawIoE,STUCK On A ROLLERCOASTER! Broken!,3 years ago,UCuDTc9ztKJbsI6yleL3W2Vg,,143580,ohanaadventure,5.157093948997081
