id,title,channel_short_name,viewCount,performative_labor,emotional_bait,narrative_conflict,challenge_format,commercial_content,privacy_violation
v2pzzVHv-OY,DIY MAKING GIANT STANLEY CUPS,lifewithbrothers,78748,0,0,0,0,0,0
84MO2BPs7tM,Eating Gummy Food VS Real Food Challenge!,lifewithbrothers,70458,1,0,0,1,0,0
dwsg8d8Voqw,LAST TO LEAVE THE. BOBA TEA POOL WINS A BIG PRIZE!!!,lifewithbrothers,123535,1,0,0,1,0,0
hY0jqhSzmeE,Living in a Tiny Floating House for 24 Hours!,lifewithbrothers,274807,0,0,0,1,0,0
0qIcnOj4_8k,BACK TO SCHOOL SUPPLIES SHOPPING AT TARGET 2024,lifewithbrothers,39600,0,0,0,0,0,0
WfKld2yNXek,MY SISTER BROKE MY LEG 😡🏥,lifewithbrothers,39415,0,1,1,0,0,0
Zjrq13e8T1s,FIX THIS STORE BOUGHT SLIME CHALLENGE! MYSTERY WHEEL EDITION!,lifewithbrothers,2915025,1,0,0,1,0,0
RElUn9WRxbY,BUYING ANYTHING In Your COLOR FOR 30 MINUTES CHALLENGE!,lifewithbrothers,68794,1,0,0,1,0,0
usaMJsx9T9M,Testing VIRAL TIKTOK and INSTAGRAM Slime VIDEOS!!,lifewithbrothers,47704,0,0,0,0,0,0
GFMlhMgWhgk,SNEAKING OUT WITH MY LITTLE SISTER AT 12 AM * We got Caught*,lifewithbrothers,87791,0,0,1,0,0,0
mrgTqqVnFUE,BACK TO SCHOOL SHOPPING AT THE MALL 2023,lifewithbrothers,38386,0,0,0,0,0,0
sv_sPSo9g7I,Don't Choose the Wrong Fidget Slime Challenge!!!,lifewithbrothers,781510,1,0,0,1,0,0
Gq55fAoy4Ak,We Got a Puppy!,lifewithbrothers,32829,0,0,0,0,0,0
uE46usMqrNk,LAST TO STOP EATING SPICY CHIPS  | Life With Brothers,lifewithbrothers,189243,1,0,0,1,0,0
Kjc8tK2OSn0,GUESS THE LOGO! MARY VS IZZY,lifewithbrothers,79070,1,0,1,1,0,0
i4G4GzSrFrM,Eating the Worlds Spiciest VS Sourest Food - Challenge,lifewithbrothers,502889,1,0,0,1,0,0
V7AI5rJUmrI,Last To STOP Eating SPICY CHIPS Wins Water **GONE WRONG**,lifewithbrothers,86684,1,1,0,1,0,0
R0P-C17RRm4,MYSTERY BUTTONS CHOOSE MARY'S 16TH BIRTHDAY PRESENTS,lifewithbrothers,93583,1,0,0,1,0,0
pvoEWQFFjPw,Getting Tested for Covid!!!,lifewithbrothers,366279,0,0,0,0,0,1
SPDkFfFFpqM,Cutting My Cast OFF at HOME!! Epic Fail!,lifewithbrothers,218905,0,0,0,0,0,0
-zOqZsGIC94,SHOPPING AND SWAPPING BURR BASKETS,lifewithbrothers,21202,0,0,0,0,0,0
BkiPI94BcXk,DON’T MAKE SLIME WITH SUPER LONG ACRYLIC NAILS!!! 😫,lifewithbrothers,126601,0,1,0,0,0,0
mYj0dakHtjY,WE HAD TO RUSH IZZY TO THE EMERGENCY ROOM...❤️‍🩹😢,lifewithbrothers,85494,0,1,0,0,0,1
MJ4uyoKgLZA,OPENING Disney Store Mini Brands * IZZY CRIED* NOT CLICK BAIT**,lifewithbrothers,96881,0,1,0,0,1,0
IHB8PwmFFkU,SIRI VS ALEXA PICKS MY SLIME INGREDIENTS 2,lifewithbrothers,340525,0,0,0,0,0,0
FyJN0eqZaMw,DRESS TO IMPRESS IN REAL LIFE,lifewithbrothers,18272,0,0,0,0,0,0
jmvXRZh-gQ0,2 LAYER CAKE DECORATiNG CHALLENGE!,lifewithbrothers,80929,1,0,0,1,0,0
Sh9FzpiIjC8,Don't Choose the Wrong Christmas Stocking Slime Challenge,lifewithbrothers,243207,1,0,0,1,0,0
CZGubIUCs7U,TRADING FIDGET TOYS AT 3AM!!,lifewithbrothers,163852,0,0,0,0,0,0
3vWfryHhjVc,Back to School Shopping at Target 2021! New School Supplies,lifewithbrothers,116528,0,0,0,0,0,0
cGO0C1Ih910,UNBOXING NEW TOY MINI BRANDS FROM TIKTOK!!,lifewithbrothers,121441,0,0,0,0,1,0
YwH3Q6h7oWQ,Making Slime with Piping Bags! Most Satisfying Slime Video★ASMR★,lifewithbrothers,162129,0,0,0,0,0,0
xYUWbnnmVG8,MAKING DIY NANO TAPE SQUISHES!! NANO TAPE BUBBLES!!,lifewithbrothers,66630,0,0,0,0,0,0
61T8njQkPMU,Testing Getting for Covid-19!!! | Life with Brothers,lifewithbrothers,83022,0,0,0,0,0,1
w9gVblmdfsI,Eating Spicy Vs Sour Food - EXTREME Challenge,lifewithbrothers,50445,1,0,0,1,0,0
Yn2qqlkQZ1A,MCDONALDS HAPPY MEAL POP IT TOYS,lifewithbrothers,1067760,0,0,0,0,1,0
U0ktjKpAksQ,ORGANIZED FIDGET COLLECTION TOUR! *HIGHLY SATISFYING*,lifewithbrothers,81491,0,0,0,0,0,0
7XHVjmTcxhw,ORDERING WHATEVER THE PERSON INFRONT OF US ORDERS FAST FOOD CHALLENGE 🍔🍟🥤,lifewithbrothers,93984,1,0,0,1,0,0
-7GgGeREprE,Eating The WORLD'S SPICIEST Ramen Noodles Challenge!!,lifewithbrothers,77860,1,0,0,1,0,0
OCwnDeShuJo,Mixing Makeup Eyeshadow Into Satisfying Slime ASMR,lifewithbrothers,271155,0,0,0,0,0,0
dICBNY_irH0,ONLY EATING AND SHOPPING IN GREEN FOR ST. PATRICKS DAY!!,lifewithbrothers,37566,0,0,0,0,0,0
vtNiw7H1aRI,100 Pounds of Fluffy PINK Butter Slime,lifewithbrothers,127489,0,0,0,0,0,0
0pXZ06fRjgw,Halloween Wheel of Fate Picks Our Slime Ingredients Challenge,lifewithbrothers,54175,1,0,0,1,0,0
JxuhJgSF7Yc,Fidget Toys Shopping At Walmart in Arizona + Store Bought Slime Shopping,lifewithbrothers,173400,0,0,0,0,1,0
4p3yCZ3WSLY,DIY SLIME VALENTINES FOR SCHOOL,lifewithbrothers,33966,0,0,0,0,0,0
dmfX2xxeMEg,Don’t Choose the Wrong Christmas Present Challenge,lifewithbrothers,59017,1,0,0,1,0,0
pwSNcoLuz7s,"Putting Fidgets Into Slime!  POP IT FIDGET, SIMPL DIMPL!!!",lifewithbrothers,264191,0,0,0,0,0,0
UXqM1EYiSE4,Valentine's Day Shopping,lifewithbrothers,15425,0,0,0,0,0,0
wObq6xQF9Mk,Kids Got Talent show with Nastya and friends,likenastya,90245092,1,0,0,0,0,0
UymK_DncaGU,Nastya shows that washing hands is not boring at all,likenastya,75586494,0,0,0,0,0,0
keq6koHGPs0,Nastya takes care of new pets Bitzee,likenastya,4438557,0,0,0,0,0,0
eB_o6E4LQsQ,Nastya copies dad all day,likenastya,116244318,0,0,0,0,0,0
BflYVPHQuTc,Nastya and friends - Christmas challenge Grinch vs Santa,likenastya,7636856,1,0,1,1,0,0
8JpKXOG9nI4,Nastya helps her friend to behave fairly with other kids,likenastya,33923522,0,0,0,0,0,0
DzR8Naajmz0,Nastya and dad Family fun time in the Land of Legends park,likenastya,13495967,0,0,0,0,0,0
KoKwAvymrk8,Nastya and her friends learn responsibility,likenastya,4822863,0,0,0,0,0,0
-uBNOf-5UmU,Nastya and her school story about diversity,likenastya,63089879,0,0,0,0,0,0
SaMTl7yr4xg,Nastya and the story about colored hair,likenastya,132974135,0,0,0,0,0,0
W-wSU1cHfrs,Nastya and the story about diversity in appearance,likenastya,159940918,0,0,0,0,0,0
0sVdc8HYVWA,Nastya and Dad spend a day off at the kids playroom,likenastya,12594710,0,0,0,0,0,0
BaYQ6Y91C3M,Nastya and Useful stories about taking care of health,likenastya,45629127,0,0,0,0,0,0
XYA0xAvyvwc,Nastya and friends playing Cardboard BOX hide and seek,likenastya,7278307,1,0,0,0,0,0
R4iR4LOJcXc,Nastya and Dad open the Advent calendar and other Christmas stories,likenastya,40072849,0,0,0,0,0,0
_1dNTp1AsUY,Nastya and Daddy solve the mystery challenge of 5 keys,likenastya,86489728,1,0,0,1,0,0
GGp7Fiv1KOg,Nastya plays Talking Tom & Friends: World,likenastya,1699370,0,0,0,0,0,0
siSkwrbp8uM,Nastya and Evelyn having fun on the Royal Caribbean cruise,likenastya,9520587,0,0,0,0,0,0
YfbcH_OO-Ck,Nastya and her Friends Princesses,likenastya,194415134,0,0,0,0,0,0
6CXVFYUNJwY,Nastya and her adventures around the world,likenastya,17965279,0,0,0,0,0,0
NLXPtIWNEG0,Nastya Hepls Dad Escape the Maze,likenastya,13253330,1,0,0,1,0,0
iIFvUW_5buU,Nastya and Funny Escape Adventures for kids,likenastya,64587248,0,0,0,0,0,0
KvL68T6YUJ8,Nastya and the Barbie's escape rooms,likenastya,6951952,1,0,0,1,0,0
5aElcBR19a8,Nastya and Daddy - copy me challenge,likenastya,68491273,1,0,0,1,0,0
NXhpDEhOuCI,Nastya is helping her little friend find a super nanny,likenastya,6127966,0,0,0,0,0,0
WovN8TH3gKQ,Nastya and Evelyn - funny stories about friendship and school,likenastya,210211893,0,0,0,0,0,0
sT1XiAPsG-I,Nastya learns how important it is for children to wear braces,likenastya,33883238,0,0,0,0,0,0
eaHkDAQ6wdo,Nastya and Evelyn help each other as best friends,likenastya,195433380,0,0,0,0,0,0
pfGVFEimyoM,Nastya and her Halloween store,likenastya,31201457,0,0,0,0,0,0
z2qOW0c-m34,Nastya and dad follow the rules of conduct in the park,likenastya,60680903,0,0,0,0,0,0
JK0TgKx9H8I,Nastya and mysterious adventures on Halloween,likenastya,277040307,0,0,0,0,0,0
Sf8u062xdbw,Nastya learns to sleep alone,likenastya,227582955,0,0,0,0,0,0
N22gmDhQ7LE,Nastya and Rich vs Poor Hospital,likenastya,14873833,0,0,1,0,0,0
Y9gQTN4CmsI,Nastya and Evelyn participate in a fashion competition for the best outfit for parties,likenastya,22483262,1,0,0,0,0,0
ZcAIfKz2s4I,Nastya and the fashion show with Rock Squad,likenastya,34599482,1,0,0,0,0,0
MMwYj14WUlk,Nastya and the Phone challenge for kids,likenastya,25301962,1,0,0,1,0,0
5LnMdhBnCuE,Nastya tries to find friends at lower school,likenastya,91626396,0,0,0,0,0,0
3482CP2zGWo,Nastya and Cardboard Cars Challenge for kids,likenastya,1722255,1,0,0,1,0,0
eajyO-X5SH0,Nastya and her friends decorate playhouses and other adventures of friends.,likenastya,58035367,0,0,0,0,0,0
UQ5Ra_l0vNY,Funny English Alphabet from Nastya and Evelyn,likenastya,133886798,0,0,0,0,0,0
CeArJUx00Z8,Nastya plays hide and seek with her dad at home,likenastya,294293778,0,0,0,0,0,0
KPYyRsSHRy4,Nastya and Dad in the yummy Fruits and Vegetables dance challenge,likenastya,30591010,1,0,0,1,0,0
QUOt7n42er0,Nastya and a big Collection of Chocolate Stories for kids,likenastya,49461527,0,0,0,0,0,0
0a3wyei7CpA,Nastya and kids outdoor activities in Turkey,likenastya,74866669,0,0,0,0,0,0
Ar4gmOGp6qA,Nastya arranged a test of patience for the kids,likenastya,8922884,1,0,0,1,0,0
V75u9HY7xyU,Nastya goes to Los Angeles and the hotel room tour,likenastya,28572424,0,0,0,0,0,0
mfTigUQ6HvI,Nastya explains the safety rules in the city with the Littlest Pet Shop toys,likenastya,3448814,0,0,0,0,1,0
3lgu-wgHbis,Nastya and her Family trip to the pig island,likenastya,162805092,0,0,0,0,0,0
FRByzH4ySwc,Nastya and Dad are celebrating Thanksgiving,likenastya,26940105,0,0,0,0,0,0
M2BbRjUUTDo,Nastya and useful stories for children about good behavior and health care,likenastya,35231000,0,0,0,0,0,0
hGvd4q5yiLo,Nastya and a family trip to London with dad,likenastya,30509005,0,0,0,0,0,0
J1fIvTNcGYA,Nastya and the most fun amusement parks for kids,likenastya,80143944,0,0,0,0,0,0
23YGjzPUloo,Nastya and useful Dentist story for kids,likenastya,9674625,0,0,0,0,0,0
SuVNFg47c6I,Nastya and her new DIY room in the style of Like Nastya,likenastya,47790278,0,0,0,0,0,0
-zRXYRgoewQ,Nastya does a good deed for a homeless person | Learn To Help Others Kids Story,likenastya,7887507,0,0,0,0,0,0
0fuVx9ISwOI,Nastya and Dad are pretending to play at the Puerto Rico Children's Science Museum,likenastya,118473437,0,0,0,0,0,0
0cT5eO8brVY,Nastya escapes Christmas layers to get the bouncing toys,likenastya,8436633,0,0,0,0,0,0
v2VJ-HkNetk,Nastya and Barbie fashion show,likenastya,2508806,1,0,0,0,0,0
vnMLhiz6azo,Nastya and her friends are playing a mysterious challenge,likenastya,471365203,0,0,0,0,0,0
wKTC45A-D-U,Nastya and Friends with Toy Animals adventure,likenastya,2649711,0,0,0,0,0,0
ZOXV_R3Nvhs,The Ultimate Candy Transformation! ✨ (Our First Official Mystery Reveal!),mccluretwins,2247455,0,0,0,0,0,0
LXcCiOZTBps,The Ultimate Homeschool Morning Transformation! ✨ (Our Official Learning Reveal!),mccluretwins,988388,0,0,0,0,0,0
aMYxc1APO8g,DIY Beautiful Candles,mccluretwins,106742,0,0,0,0,0,0
VUcJJ3fpNSI,The Official Edible Challenge! 🍬 (The Reveal We Didn't Expect!),mccluretwins,4406922,1,1,0,1,0,0
mLdBKvaKGSo,Epic Fail On LIVE TV! 🤣,mccluretwins,281507,0,0,0,0,0,0
QpWTsHJTy2E,The Secret Winter Surprise! ❄️ (The Reveal We Didn't Expect!),mccluretwins,560236,0,0,0,0,0,0
6f5P9HBBjgY,Sneak Peak at WEDNESDAY Premiere! ,mccluretwins,102314,0,0,0,0,0,0
9wd6NSqnQl8,Turning My Twin Into Our Mom!,mccluretwins,35889,0,0,0,0,0,0
7NZORmuJtMo,The Secret Forest Mission with our Brother! 🕵️‍♂️ (The Reveal We Didn't Expect!),mccluretwins,562566,0,0,0,0,0,0
DusBZgbDlJc,The Ultimate Kidz Bop Transformation! ✨ (Our First Official Reveal!),mccluretwins,2191309,0,0,0,0,0,0
WXEgS7-DSYQ,We Invented New Starbucks Drinks!,mccluretwins,1013758,0,0,0,0,0,0
M4mYQfIO_yc,Help Us Choose Our Birthday Dress! 👗(We Can't Decide!),mccluretwins,356056,0,0,0,0,0,0
rsz33Uhp_Lg,My Brother Does My Makeup!,mccluretwins,440304,1,0,0,0,0,0
R6DMxyT1hjo,We Forgot Mother's Day!,mccluretwins,348899,0,0,0,0,0,0
GzoBBfmtknI,Who Wore It Better? Identical Twins!,mccluretwins,551024,0,0,0,0,0,0
QiM9Zy7MImY,Guess The Twin By Voice Only!,mccluretwins,998644,1,0,0,1,0,0
yspaUZGxAMc,A Stranger Did Our Hair,mccluretwins,351723,0,0,0,0,0,0
fodRzmxjygI,Twins vs Twins! 😱 15 Minutes To Escape!,mccluretwins,202156,1,0,1,1,0,0
xsKIHaAcv-0,A Hair Salon Just For Kids!,mccluretwins,2264991,0,0,0,0,0,0
jYb9CTHJL7o,The Official Flavor Challenge! 🔥🍭 (The Unfiltered Taste Reveal),mccluretwins,30238,1,0,0,1,0,0
EpI7-RLxgxM,The Cutest Dog Birthday Ever!,mccluretwins,286338,0,0,0,0,0,0
IIXY3Y9Trlg,Don't Trust Boys | Beauty Shop Gossip,mccluretwins,486719,0,0,1,0,0,0
OnzP72UB_qE,Their First Katseye Sleepover Alone....Nobody Slept!,mccluretwins,25058,0,0,0,0,0,0
ty2_UFFOlfw,The Ultimate Twin Identity Transformation! ✨ (Our First Official Old Photo Reveal),mccluretwins,1057352,0,0,0,0,0,0
vYG95S4YlsA,How To Start A Business with Daymond John!,mccluretwins,268359,0,0,0,0,0,0
jSjzS_QxZrA,The Ultimate Food Color Transformation! ✨ (Our Official Mystery Menu!),mccluretwins,1655622,0,0,0,0,0,0
voynwjXXfrw,How Slime Is REALLY Made + Our Secret Slime Recipe!,mccluretwins,493965,0,0,0,0,0,0
OIwvIg7ltqQ,The Ultimate Twin Transformation! ✨ (Our Official Mystery Reveal!),mccluretwins,5633264,0,0,0,0,0,0
Kj8wodWUYvo,Michelle Obama Called Us!,mccluretwins,664588,0,0,0,0,0,0
v_LiavEMBeg,Wearing Clothes Our Mom Bought,mccluretwins,837280,0,0,0,0,0,0
3HyZVhApViI,The Official Natural-Look Challenge! 🌿 (A Huge Identity Reveal!),mccluretwins,2865041,1,0,0,1,0,0
5ydT0rG46RU,Mom Cut My Hair!,mccluretwins,6610695,0,0,0,0,0,0
e8KrDM2d7fA,"Twins Ultimate Fashion Transformation! ✨ (Our First Official Mystery Reveal!)""",mccluretwins,176249,0,0,0,0,0,0
plFuUe7m5Is,Guessing the CORRECT Sports Team,mccluretwins,551262,0,0,0,0,0,0
lQTEUBA2mSE,We Can't Borrow Clothes Anymore,mccluretwins,519399,0,0,0,0,0,0
61IvOoiaGKc,Kids Mispronouncing Hard Words,mccluretwins,832262,0,0,0,0,0,0
3-gqkH233y8,Identical Twins Play Truth Or Drink,mccluretwins,1284176,1,0,0,1,0,0
-BoP63TFBSg,Getting Our Favorite Protective Hairstyle,mccluretwins,304461,0,0,0,0,0,0
nmfFKN2XnCI,Our 10th Birthday Sleepover Party!,mccluretwins,815543,0,0,0,0,0,0
TKllz703aM8,Whoever Creates The Best Dance Wins!,mccluretwins,1278612,1,0,0,1,0,0
1805Xq--LIM,Olympic Competition Gets Out Of Control...Did She Cheat or Win?,mccluretwins,3443380,1,1,1,1,0,0
EiITTO2LS_w,The Official Twin ATV Challenge! 🏁 (Our Most Shocking Family Reveal!),mccluretwins,373844,1,1,0,1,0,0
Jkg6zFv6Vck,Her Secret Skill Reveal! 🤫 (Our First Official Gymnastic Transformation!),mccluretwins,637480,0,0,0,0,0,0
J8tvDesDTYs,The Official Parent Challenge! 🎭 (The McClure Identity Reveal),mccluretwins,1484631,0,0,0,1,0,0
4FH5Ro6vgtM,Dad's Hair Challenge Goes Terribly Wrong!,mccluretwins,59856,1,0,0,1,0,0
zUBb2vJ5Yy0,Painting Pretty Pottery,mccluretwins,542963,0,0,0,0,0,0
_DPGJFny9zE,Extreme Spicy Chip Challenge!,mccluretwins,71844,1,0,0,1,0,0
GHbwgRnatGw,The Ultimate Desert Transformation! ✨ (Our First Official Expedition),mccluretwins,3845811,0,0,0,0,0,0
fQ8SZEnMNrk,Our 1st Time At A Hair Salon!,mccluretwins,541608,0,0,0,0,0,0
D-swTxIeCUg,Giant Bear Alive In Our House!,mccluretwins,394385,0,0,0,0,0,0
MqLXxfzBPRs,Twin Telepathy Hair Challenge,mccluretwins,573642,1,0,0,1,0,0
I_n1KE8g0oo,Can Strangers Tell Twins Apart?,mccluretwins,1762526,0,0,0,0,0,0
MDQZ7miZhCs,Twin Telepathy Challenge - Halloween Shopping!,mccluretwins,116049,1,0,0,1,1,0
C0e0ntyP0cc,We Found Our BIRTHDAY Twin!,mccluretwins,623394,0,0,0,0,0,0
wV3XSdwOpYs,😱 Meeting A Movie Star!,mccluretwins,361597,0,0,0,0,0,0
TOsZ0kF84Tc,We Cut ALL Our Dead Hair,mccluretwins,1436270,0,0,0,0,0,0
B1su0YPd6gI,The Ultimate Audience Synthesis! 🎤 (An Official Milestone Identity Reveal),mccluretwins,214837,0,0,0,0,0,0
h0JoNdAvgeA,Our Big Night At The Black Girl Digital Awards Show!,mccluretwins,265728,0,0,0,0,0,0
jzr9tsm1plY,Why Our Hair Is Black Girl Magic,mccluretwins,5173273,0,0,0,0,0,0
ikhjoa64ejc,The Professional Luxury Wardrobe Archive! 👗 (Our First Official Asset Reveal),mccluretwins,175897,0,0,0,0,0,0
hbEmqtjRhSw,He's sick and in the hospital.,meetthemillers,113999,0,1,0,0,0,1
F34TdfRibLE,New Middle School Locker and School supplies!! Are they ready?!,meetthemillers,13566,0,0,0,0,0,0
p-_DmmFRuTU,Would you wake up for this?,meetthemillers,6716,0,0,0,0,0,0
P8akDk8WBkw,Some GOOD NEWS and some BAD NEWS | Meet The Millers Vlog,meetthemillers,12337,0,0,0,0,0,0
7gfgq7AjlRU,Hilarious Ice Skating Fail!,meetthemillers,6745,0,0,0,0,0,0
OceRzlxkvC4,Disneyland at HALLOWEEN! 👻,meetthemillers,9334,0,0,0,0,0,0
KuSBysw7394,They cheated! Who knows her best!,meetthemillers,7048,0,0,1,0,0,0
UfBeLBCA8t0,Last Day in Paradise 🏝️,meetthemillers,7223,0,0,0,0,0,0
HbRprlbKo1U,Why is she so sad!?,meetthemillers,11327,0,1,0,0,0,0
e0i2YIVlwfk,Bad news. Will she be able to dance?,meetthemillers,36788,0,1,0,0,0,0
_jBSZ5efm9g,The Merriest Christmas Special Movie! Meet the Millers Vlog,meetthemillers,11632,0,0,0,0,0,0
c5DX9AvulhU,Don't Do This Unless You Know What You're Getting Into!,meetthemillers,6415,0,0,0,0,0,0
Y36w-RVOXuI,Shopping Haul for teenage daughter!,meetthemillers,10186,0,0,0,0,1,0
bABelMkHMOQ,it got in her MOUTH! 🤢🙈🙊,meetthemillers,7803,0,1,0,0,0,0
uC3Fu78e5Ns,Dad surprises daughters!,meetthemillers,8543,0,0,0,0,0,0
s4rPhxwC2Yg,The biggest surprise of her life! Giving our daughter an iphone.,meetthemillers,45509,0,1,0,0,0,0
gGFPGiOUsg8,CLICK TO SMILE! 😃 😁,meetthemillers,7177,0,0,0,0,0,0
6yloN9l-KxM,The WORST part,meetthemillers,7291,0,0,0,0,0,0
fntncSHPc38,Scared at soccer,meetthemillers,15019,0,0,0,0,0,0
vzH8TcN-_3o,The Moment He Realized He’d Been Duped…,meetthemillers,6438,0,0,0,0,0,0
rhZ_-Ib6D94,Building a ski resort in our back yard!,meetthemillers,5753,0,0,0,0,0,0
l2arq-Z36GA,SPONTANEOUS SURPRISE VACATION to PARADISE!,meetthemillers,8810,0,0,0,0,0,0
TmyU32pU040,Alone on His Birthday and Taking the Dance Floor by Storm!,meetthemillers,5928,0,1,0,0,0,0
bqRI3_ud8PE,Nervous for first day of middle school!,meetthemillers,27858,0,0,0,0,0,0
KjqINxmEFjk,UNBELIEVABLE! 🙌 🙌 🙌,meetthemillers,7424,0,0,0,0,0,0
AqQrdAQ8U7Q,He won but what made Dad cry!?,meetthemillers,13904,0,1,0,0,0,0
BXY11Eaq-yI,Hit and Run Car accident,meetthemillers,10825,0,0,0,0,0,0
Skz5DVR60Pc,Rough night in Hospital.,meetthemillers,67124,0,1,0,0,0,1
pgLPIbSsIpw,Unforgettable Moments: Her Baptism Day Revealed,meetthemillers,9434,0,0,0,0,0,1
eDQy1Y3N97c,He did it!,meetthemillers,9508,0,0,0,0,0,0
BJkAN_NTXog,"""THERE'S NO WAY TO REALLY KNOW?!""... also, disgusting car, much?",meetthemillers,16542,0,0,0,0,0,0
HayqWDzEs6I,Family of 7 goes to Mexico!!,meetthemillers,11945,0,0,0,0,0,0
CqjUkbb8h7k,What did he say?! Christmas Eve 2023,meetthemillers,7993,0,0,0,0,0,0
48QA-x0vDK0,Turning our 12 year old daughter into a zombie!,meetthemillers,10652,1,0,0,0,0,0
ipDF4tHwO38,Happy 9th birthday! Big brother gives the best gift!,meetthemillers,11180,0,0,0,0,0,0
PlK0iEU-Fbg,Dance Photoshoot!,meetthemillers,10127,1,0,0,0,0,0
U_hx0RJZyNQ,Duet day! How did they do!?,meetthemillers,13632,0,0,0,0,0,0
eUKosHRy-do,Happy Halloween! 2023,meetthemillers,6208,0,0,0,0,0,0
A1n0-1QRnhA,HE BROKE IT 😭😭,meetthemillers,11445,0,1,0,0,0,0
pVWptKMPSXY,"a 9 YEaR OLD'S ""GRwM"" 😂",meetthemillers,11875,0,0,0,0,0,0
UrU_GYk2pM8,Procedure day. Back at the hospital.,meetthemillers,83688,0,0,0,0,0,1
62BQRn2L9G0,Kindergarten graduation!,meetthemillers,11468,0,0,0,0,0,0
DpfyIrDgGkw,WORST IDEA EVER!,meetthemillers,8586,0,0,0,0,0,0
0cPJ2KhHGxI,FIRST DAY SCHOOL!!,meetthemillers,20785,0,0,0,0,0,0
akaggJjabBk,Venturing Into the Snow... The Unexpected Results Will Shock You!,meetthemillers,7730,0,0,0,0,0,0
d29fSlF4stI,Mom is the worst cook.,meetthemillers,8371,0,0,1,0,0,0
SBgP71u7pqY,4 year old is so proud of himself! What did he do? 😂,meetthemillers,8063,0,0,0,0,0,0
PgAxyNU3po8,Brielle is going to Middle school! Opening locker for the first time!,meetthemillers,37486,0,0,0,0,0,0
tC4onketvMc,4 Family Halloween Costume Ideas and the best halloween party ever!,meetthemillers,9016,0,0,0,0,0,0
i8bQMOgnq2g,CRAZY HAIR DAY!,meetthemillers,8412,0,0,0,0,0,0
8O6KzuZuIHs,Meet the 100-Year-Old Who is Defying Age!,meetthemillers,8732,0,0,0,0,0,0
-tM5FN1XUvw,3 Sisters Dance Competition day!,meetthemillers,23738,1,0,0,0,0,0
cHM_4ZR3VrQ,5 year old son gives surprising response!,meetthemillers,5841,0,1,0,0,0,0
MOEs0wN9cDg,Dad embarrases son and vacation packing?!,meetthemillers,8675,0,0,1,0,0,1
c1R3n_We1sA,Should we get one?!,meetthemillers,8243,0,0,0,0,0,0
yZY1ni0F1wM,Dancing in the nutcracker!,meetthemillers,20319,1,0,0,0,0,0
ta0fdp1GnR4,Can hot water fix a dent?,meetthemillers,6059,0,0,0,0,0,0
94VwL6OS3C4,He wrecked the trailer,meetthemillers,7050,0,0,1,0,0,0
UnAkGDb7Gmo,Pneumonia in the hospital,meetthemillers,76013,0,0,0,0,0,0
uob4qnnLwGY,Injured Turtle on the Beach in Kauai?! 😢,meetthemillers,3726,0,0,0,0,0,0
YpbhTIwSj9U,Pranking our entire family with Robofish!,ninjakidztv,111087900,1,0,1,0,0,0
D7mG_L1zkL8,Who are the New Ninja Kidz? Talent Search!,ninjakidztv,100691125,1,0,0,0,0,0
9kk4SxxJANQ,Can a SISTER Beat Her OLDER BROTHERS in 18 Challenges?,ninjakidztv,13191688,1,0,1,1,0,0
rbkCbVOZvms,Gleemerz Gleem Team!,ninjakidztv,63860271,0,0,0,0,0,0
1BcbDYtORH0,We Found A Giant Ninja Battle Robot!,ninjakidztv,2685133,0,0,0,0,0,0
-StVPOQ5Lgk,Ninja Kidz Unleash their NEW Powers - You wont believe what they can do now!,ninjakidztv,13584209,0,1,0,0,0,0
TAF5qwao9_s,Can Ninja Kidz save Cozmo the Robot!,ninjakidztv,5787846,0,0,0,0,0,0
1aRLmIds13k,"Kids vs Parents, Birthday Surprise Party!",ninjakidztv,5346394,0,0,1,0,0,0
3u41xrQ_HHg,Surprising Ninja Kidz Fans at their House!,ninjakidztv,31207460,0,0,0,0,0,0
TpRnr3MpWD0,Who's The Best Gymnast? Gymnastics Videos!,ninjakidztv,41906980,1,0,0,0,0,0
aXws043bRno,Dinosaur Dune Buggy Chase! T REX!,ninjakidztv,59651016,0,0,0,0,0,0
cjjnQIWtbic,Power Rangers Ninja Kidz Movie! All 9 Episodes,ninjakidztv,2869453,0,0,0,0,0,0
ZyhT4RsiqC4,My Family Got Turned into Clown Zombies!,ninjakidztv,16104502,1,0,0,0,0,0
h1B0el5WVU8,The NINJA Plumber! NINJA KIDZ TV,ninjakidztv,12611955,0,0,0,0,0,0
8_lSXgz6dQM,Treasure Hunt at Beaches Turks & Caicos,ninjakidztv,34801623,0,0,0,0,0,0
DOMPU26i7Xw,Being Awesome! Ninja Kidz Music Video,ninjakidztv,529022411,1,0,0,0,0,0
A1z62e0cc2g,Power of The SHK Superhero Rings!,ninjakidztv,11757802,0,0,0,0,0,0
U7Fdd8p6gTs,Extreme Game of Freeze Tag!,ninjakidztv,5859668,1,0,0,1,0,0
aJXt05pOn0s,Ninja Kidz Movie | Season 1 Remastered,ninjakidztv,107649379,0,0,0,0,0,0
VLYRh7sahBQ,BOYS vs. GIRLS Stunt Challenge - Super Mario Bros. Wonder!,ninjakidztv,1981028,1,0,1,1,0,0
pmNzGt9AwPw,Squishy Dodgeball and Dancing with The Ohana Adventure,ninjakidztv,7939554,1,0,0,0,0,0
