video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level
4BvJ5-S7mrk,cooking,none,none,unclear,none,mild
bovuzop0rqk,cooking,none,none,unclear,none,none
sUgG9qRnbrQ,cooking,none,none,unclear,none,mild
zssr3eR8eTQ,cooking,none,none,unclear,none,mild
o2JvF0s_bfQ,cooking,none,none,unclear,none,mild
7Xv56uTr4Us,cooking,none,none,unclear,none,mild
JxPz3Q8R1r4,storytime,mild,brand_mention,unclear,none,moderate
vsn03bhzYas,unboxing,mild,brand_mention,unclear,none,severe
w-fXp_px7IM,unboxing,mild,none,unclear,none,moderate
zKQJI3qnkYM,unboxing,mild,none,unclear,none,severe
3Ilm6SzBbOo,unboxing,mild,none,unclear,none,moderate
b5PVFo3QlK8,unboxing,mild,none,unclear,none,moderate
JauTziP2oRk,storytime,mild,brand_mention,unclear,none,severe
m-6pSRckWf0,unboxing,mild,none,unclear,none,severe
6OY3mDkCctA,unboxing,mild,none,unclear,none,moderate
5T9tJxMKn1I,error,error,error,error,error,error
DNtQNJzMeBg,error,error,error,error,error,error
QY3tegCyzoA,error,error,error,error,error,error
dHiBi2Vb8rE,error,error,error,error,error,error
AavlSNW3FVQ,error,error,error,error,error,error
pvm0SEGbrwI,error,error,error,error,error,error
Nud4BSKfkyU,error,error,error,error,error,error
9fu1NSZXk-M,error,error,error,error,error,error
aZ_FujCdoKk,error,error,error,error,error,error
nc0aw6wY0Rg,error,error,error,error,error,error
wynEJTdV9yk,other,mild,none,unclear,none,moderate
MoP3StylnBU,other,mild,none,unclear,none,severe
SFp8M3s7pP4,other,mild,none,unclear,none,severe
SrkEzVDil4w,unboxing,mild,none,unclear,none,moderate
KpTDQHHu6ig,other,mild,none,unclear,none,severe
ik_XSYfOuo8,other,mild,none,unclear,none,severe
g-d2g-dEIPg,other,mild,none,unclear,none,severe
dlraQhvsLYI,other,mild,none,unclear,none,moderate
0omQOiZFNhY,other,mild,none,unclear,none,moderate
gaa2Hu_jbFc,other,mild,none,unclear,none,severe
fxLVqufKcfU,other,mild,none,unclear,none,moderate
fQ8aW6xbxUE,other,mild,none,unclear,none,moderate
mlmb5lWtDrw,other,mild,none,unclear,none,moderate
77KD9bd0g6U,other,mild,none,unclear,none,moderate
dLB5k8JymxQ,other,mild,none,unclear,none,moderate
lBaGBt8589I,other,mild,none,unclear,none,moderate
akeM50Xeejc,other,mild,none,unclear,none,moderate
zaRu0gN1ldk,other,mild,none,unclear,none,moderate
uQ8bgWHG2JI,educational,mild,none,unclear,none,moderate
Q3RxkAl2-qc,educational,mild,none,unclear,none,moderate
LPaq5oZHZJA,other,none,none,unclear,none,mild
5EiNb-bZmKs,other,none,none,unclear,none,moderate
72KibGdDhgY,other,none,none,unclear,none,moderate
4RnOXNJXHqk,other,none,none,unclear,none,moderate
iEmlLzmiLok,other,none,none,unclear,none,mild
lx5HNVAB1EA,other,none,none,unclear,none,moderate
ZbLf9yLgPWc,other,none,none,unclear,none,moderate
Nk67o3iEgPk,other,none,none,unclear,none,mild
dB46eGJFa4s,other,none,none,unclear,none,moderate
zCjnQ8GPbGk,other,none,none,unclear,none,mild
EFwNOJO7iw4,other,none,none,unclear,none,mild
BzeY0XzVdP8,educational,moderate,none,unclear,none,moderate
A1ovrTzSRzM,daily_vlog,mild,none,unclear,none,mild
pop07iuAtlQ,daily_vlog,none,none,unclear,none,mild
P2rP0-3nSvM,daily_vlog,mild,none,unclear,none,mild
C7xdUt2Nl-U,daily_vlog,none,none,unclear,none,mild
TCEObI1l22U,storytime,moderate,none,unclear,none,moderate
3cmb1jR106k,daily_vlog,none,none,co_star,low,mild
PYQL_tTjakQ,storytime,mild,none,unclear,none,mild
LxqkWNMou4E,daily_vlog,mild,none,unclear,none,mild
PE2jOjjOFwI,daily_vlog,none,none,unclear,none,none
pIjzGVaSFKA,daily_vlog,none,none,unclear,none,none
sEGYJ3LQ1cs,daily_vlog,none,none,unclear,none,none
xnBjMf4lE0E,storytime,mild,none,protagonist,low,moderate
uuFo5IwuwiI,daily_vlog,none,none,unclear,none,none
Bsc8goZ2MGA,storytime,none,none,unclear,none,none
FobVChLYl3o,other,none,none,unclear,none,mild
UvyJueIup20,other,none,none,unclear,none,mild
zjsOyp_hn70,other,none,none,unclear,none,none
dbQR0GO-iMk,educational,none,none,protagonist,low,none
blJaCvhAjXM,daily_vlog,none,none,unclear,low,none
ByLCyoQABGc,daily_vlog,none,none,unclear,low,none
xfHZdYzhoCA,storytime,none,none,protagonist,low,none
RG6zrqpI4EE,travel,none,none,co_star,low,none
HW6C6wmlFZ4,routine,none,none,protagonist,low,none
qPdbg2Gtu60,storytime,moderate,none,unclear,low,mild
wrZ53EdivoA,educational,none,none,unclear,none,none
U7Jh8HT7QSQ,storytime,none,none,unclear,low,none
mF_5wYUnDz0,storytime,none,none,unclear,low,none
K59lK9xD6f0,unboxing,none,none,protagonist,low,none
UgemtCEKuH4,other,none,none,unclear,none,none
hJAQtIklGGk,travel,none,none,protagonist,low,mild
g1LTQLWdxrs,routine,none,none,cameo,low,none
srmXiuT-q0s,storytime,none,none,unclear,none,mild
EmRASlByeVk,storytime,mild,none,unclear,none,mild
N2kBs5RRNNg,music_dance,none,none,protagonist,low,none
OW2j46MOJ8I,educational,mild,none,unclear,none,mild
XzJqlmt-6GE,daily_vlog,none,none,protagonist,low,none
__OiPiKWDH8,storytime,none,none,protagonist,moderate,none
WOmk8Mxm6sA,other,none,none,cameo,low,none
V-u7t50N-y4,educational,none,none,unclear,none,none
0TU2BAHGlKc,other,none,none,unclear,none,mild
XZxlvmpRBnM,educational,none,none,unclear,none,none
9BwI-42BsBw,storytime,mild,none,unclear,none,mild
Ut8U1sEbamE,daily_vlog,none,none,unclear,none,mild
TknNF694JMg,storytime,mild,none,unclear,none,mild
Rwnn78oCbGg,storytime,none,none,unclear,none,mild
K5TNloDNiC0,other,none,none,unclear,none,none
Iocumf6tSFg,other,none,none,unclear,none,mild
-G7hDksbgVg,other,none,none,unclear,none,mild
S4qyWZG54mg,storytime,none,none,unclear,none,none
3VLf4U8nYTI,cooking,none,none,unclear,none,none
Tt1l18xCKLM,cooking,none,none,unclear,none,none
6Ugm82Fju3w,cooking,none,none,unclear,none,none
MU1rgDDZf4I,cooking,none,none,unclear,none,none
YXlEN9cB778,cooking,none,none,unclear,none,none
rHJ6jGIi6tU,cooking,none,none,unclear,none,none
TbU-IcwIQek,daily_vlog,none,none,unclear,low,mild
EgAUzT5lNr4,cooking,none,none,unclear,none,none
OMM9HTGDSb4,cooking,none,none,unclear,none,none
n-_dEt92Lr0,cooking,none,none,unclear,none,none
Redg-bf1sCQ,cooking,none,none,unclear,none,none
Y3fhwlUPpbU,cooking,none,none,unclear,none,none
wVF_-OYoSrI,cooking,none,none,unclear,none,none
1A_7WnsabJ0,cooking,none,none,unclear,none,none
_rD1iGRmEVA,cooking,none,none,unclear,none,none
KwFgbUQVOiY,cooking,none,none,unclear,none,none
eo351vhSBmo,cooking,none,none,unclear,none,none
QVsijyiNdfY,cooking,none,none,unclear,none,none
Isg9E5xekKQ,cooking,none,none,unclear,none,none
SHYwpJm0_E0,cooking,none,none,unclear,none,none
qOEjcnLuADw,cooking,none,none,unclear,none,none
wI7JE2gkzfc,educational,none,none,protagonist,none,none
ItxWM37R3AQ,educational,none,none,protagonist,none,none
24NbQkMzToo,educational,none,none,protagonist,none,none
e-6cBc_tDC4,educational,none,none,protagonist,none,none
38UMUmcBAho,educational,none,none,protagonist,none,none
_lDfqDGZvPg,educational,none,none,protagonist,none,none
TuJJzWKlQGA,educational,none,none,protagonist,none,none
_D0L-hoRNTE,educational,none,none,protagonist,none,none
error,error,error,error,error,error,error
1SA_QtqK0do,daily_vlog,mild,none,co_star,low,mild
jFeOqq9UcM0,daily_vlog,none,none,unclear,none,mild
4C787yde7NA,daily_vlog,mild,none,co_star,low,mild
innHqAF1PWQ,daily_vlog,moderate,none,co_star,low,moderate
3p76E1RsNa4,daily_vlog,none,none,co_star,low,mild
NiVFHjEuHFk,challenge,none,none,protagonist,low,mild
w3MDMxAwEJM,travel,moderate,none,co_star,low,moderate
peM-n_gaMl4,daily_vlog,mild,none,protagonist,low,mild
K8LE0BkrPWQ,daily_vlog,mild,none,protagonist,low,mild
zF-9eEmtOl0,challenge,none,none,protagonist,low,mild
xnWv_tXtDds,daily_vlog,mild,none,co_star,low,mild
ABag4c5zTZo,gaming,none,none,co_star,none,mild
gktHroK26ao,challenge,none,none,co_star,low,mild
8BEE6-s9qoE,challenge,none,none,co_star,low,mild
5A41v7qgIyI,travel,none,none,co_star,low,mild
YtVnW-ml_UE,gaming,none,none,co_star,none,mild
gVaUJj-awKo,gaming,none,none,co_star,none,mild
KljjTQj0nO4,cooking,none,none,co_star,low,mild
939s33tb3z8,gaming,none,none,co_star,none,mild
DSaHSODY44k,challenge,none,none,co_star,low,mild
-DrVtTBrEYQ,daily_vlog,none,none,unclear,low,none
A5XUTw4QoBY,storytime,none,none,unclear,low,mild
gWr_eHYOuTM,storytime,mild,none,co_star,moderate,moderate
ZA3i4oAGBXw,gaming,none,none,protagonist,low,mild
ldTPPkCFvHk,other,moderate,none,unclear,low,moderate
AQpWn7YtXiw,gaming,none,none,unclear,low,moderate
Tm1jIn2Yg0s,daily_vlog,moderate,none,protagonist,moderate,moderate
PXyGfF6LNq4,daily_vlog,moderate,none,protagonist,moderate,moderate
cqa9HFWV3Jg,travel,mild,none,co_star,low,moderate
NmawPdOfQk8,daily_vlog,none,none,protagonist,low,mild
4_WcVlqDnr4,other,none,none,unclear,none,none
swAGQ3xiZXE,reaction,none,none,unclear,none,none
ObKzg3l5Ipg,travel,none,none,unclear,none,mild
C-COOXes8tQ,travel,none,none,unclear,none,mild
BF8ttjkqvNU,travel,none,none,unclear,none,mild
Rl8SGHPmAgo,travel,none,none,unclear,none,mild
2oZ3800LWZc,travel,none,none,unclear,none,mild
AiX5a_gmn28,travel,none,none,unclear,none,mild
Vio6TZhgsq0,other,none,none,unclear,none,mild
aBJraUMHPuE,daily_vlog,none,none,unclear,none,none
9KD8Pd8dQYA,travel,none,none,unclear,none,none
2Itsr-pJMuI,music_dance,none,none,unclear,none,none
uk7jzfjtnz0,storytime,mild,none,unclear,none,moderate
n-KJDgwf130,storytime,mild,none,unclear,none,moderate
xHbDWbaxNx4,storytime,mild,none,unclear,none,moderate
MTsME8PkhLc,storytime,mild,none,unclear,none,moderate
zYrGG6ud-3A,storytime,moderate,none,unclear,low,moderate
OdLST-SQe0o,storytime,moderate,none,protagonist,low,moderate
Su0RrYIURTY,storytime,mild,none,unclear,none,moderate
gYaBL_mloJM,prank,mild,none,co_star,low,mild
kfN86abecoI,storytime,moderate,none,unclear,low,moderate
PXlSWodhKCE,unboxing,mild,none,unclear,none,mild
LSf2BSgTSZk,other,mild,none,unclear,none,mild
XCr0GoQxMNw,daily_vlog,mild,none,protagonist,low,mild
HeOZB-Q8new,challenge,mild,none,unclear,low,moderate
K8wBthUFORA,daily_vlog,mild,none,protagonist,low,mild
WDDU9xqoDxc,daily_vlog,mild,none,unclear,low,moderate
RlzVxp0hRuY,daily_vlog,moderate,none,co_star,moderate,moderate
sMwucSjhW48,daily_vlog,moderate,none,co_star,moderate,moderate
0Y34TJnsPTk,challenge,mild,none,unclear,low,mild
4MvU77R3e3s,daily_vlog,none,brand_mention,unclear,low,mild
SI5Nbo8v-lE,travel,mild,none,protagonist,moderate,mild
lGVLKnjj6Pw,other,none,none,cameo,moderate,mild
eTl5pAYIOCI,storytime,mild,product_placement,unclear,low,mild
yv-GLYYXwwY,daily_vlog,mild,none,co_star,low,moderate
Ls50JMWzzvw,daily_vlog,mild,none,protagonist,low,moderate
LdwZNshKPHk,daily_vlog,mild,none,protagonist,low,moderate
_MjmJjAk550,challenge,mild,none,co_star,low,mild
HNA0FUsRM-4,daily_vlog,moderate,none,protagonist,moderate,moderate
713NZbSyQpk,daily_vlog,mild,none,co_star,low,mild
uSsZ2TCySY4,storytime,mild,none,unclear,low,moderate
VJDUsR6cS_8,storytime,mild,none,co_star,low,moderate
-erDPHZyRRk,other,none,none,unclear,low,moderate
EO47tChpE1E,daily_vlog,moderate,none,protagonist,low,moderate
6N3I5yBKsuc,storytime,mild,none,unclear,low,moderate
lWbMuKWIt_w,storytime,mild,none,unclear,low,moderate
TmCNjEZ6pu4,storytime,moderate,none,protagonist,low,moderate
RkELbJi28B0,daily_vlog,mild,none,protagonist,low,moderate
BuNuycu9XwI,daily_vlog,moderate,none,unclear,low,moderate
XS8gwXux60w,daily_vlog,mild,none,protagonist,low,moderate
qrGys0hh3og,daily_vlog,mild,none,protagonist,moderate,mild
xoQy0-XD-EE,storytime,mild,none,protagonist,moderate,moderate
dKOixDVWD1U,daily_vlog,mild,brand_mention,cameo,low,moderate
jk2VeNyVHYU,daily_vlog,mild,none,co_star,moderate,moderate
e_9IckCJOjc,daily_vlog,none,none,cameo,low,mild
SMwiypFMcA4,daily_vlog,none,brand_mention,cameo,low,mild
Ru26mhp1iCs,daily_vlog,mild,none,co_star,moderate,moderate
YMZAGHg1SNg,daily_vlog,moderate,none,protagonist,high,moderate
VfengyO7NTU,unboxing,mild,none,protagonist,moderate,moderate
mAzBIFMOBzM,other,none,none,cameo,low,mild
0ZqxNTm_ga0,daily_vlog,mild,none,protagonist,low,mild
7odB2k8QlsA,daily_vlog,mild,none,unclear,low,none
Z0ixEr0EIL0,daily_vlog,moderate,none,unclear,low,moderate
YNxFCukEu4I,storytime,mild,none,co_star,low,moderate
UwWxMil2VP8,storytime,mild,none,co_star,low,moderate
b8N1sWx9gq0,unboxing,mild,none,protagonist,low,mild
znPrn4wyrKk,cooking,mild,none,protagonist,low,mild
yFqnTsSczrQ,daily_vlog,mild,none,protagonist,low,moderate
9cn1NnY7Rsg,daily_vlog,mild,none,protagonist,low,mild
PJbEWNcZCxY,daily_vlog,mild,none,protagonist,low,mild
kTKfX2X_9pg,challenge,none,none,co_star,none,none
5ku8TCIn1To,educational,none,none,protagonist,none,none
Aaor0woX6MA,music_dance,none,none,co_star,none,none
mmSh0TYsodY,daily_vlog,none,none,protagonist,none,none
o4eoWm2Z7Jg,challenge,none,none,protagonist,none,mild
ESCzMgNAO7M,daily_vlog,none,none,protagonist,none,none
bPQcZxYDV8c,challenge,none,none,protagonist,none,mild
c8oSewOznVs,educational,none,none,protagonist,none,none
iyia-OW8-gE,daily_vlog,none,none,protagonist,none,none
rNabLsB13VE,daily_vlog,none,none,protagonist,none,none
LrZKTA2-tNk,music_dance,none,none,protagonist,low,none
JMqqtBN1ys4,storytime,none,none,protagonist,low,none
uM5664WHCdY,challenge,none,none,protagonist,low,none
7NzPwVHzaaY,storytime,none,none,protagonist,low,none
wTpaxCMOw8o,challenge,none,none,co_star,low,none
OtC5CVYPa0g,educational,none,none,protagonist,low,none
GuI6Mlgm4DA,educational,none,brand_mention,co_star,low,none
TTJT_ucpLI4,challenge,none,none,co_star,low,none
yZ3nHBHpfU4,challenge,none,none,protagonist,low,none
EKh02W32WLg,challenge,none,none,protagonist,low,none
iRIDvmI58_M,educational,mild,none,protagonist,none,none
GNSf5aavv_0,educational,none,none,protagonist,none,none
g8GIOArEUCk,educational,none,none,protagonist,none,none
aj2W-cSDlCk,educational,none,none,protagonist,none,none
O0ypcZGdsVw,educational,none,none,protagonist,none,none
r6VWVDJEDVE,cooking,none,none,protagonist,none,none
yg40foFqNvU,daily_vlog,none,none,protagonist,none,none
uJaMm_IcplE,educational,none,none,protagonist,none,none
FTj25EYC4V8,educational,none,none,protagonist,none,none
wgQA_lgf4pA,challenge,none,none,protagonist,none,none
VvQRwrlnRzI,educational,none,brand_mention,co_star,none,none
mrnaIkb6vtI,educational,none,brand_mention,co_star,none,none
mqblfON6ukE,other,none,brand_mention,co_star,none,mild
-5o51P-uTKc,educational,none,brand_mention,co_star,none,none
Ipxx-6SKaYE,educational,none,brand_mention,co_star,none,none
x0AfVUIR6u8,educational,none,brand_mention,co_star,none,none
CDlkZZ3zA38,educational,none,brand_mention,co_star,none,none
PCfdNEHQJ0A,educational,none,brand_mention,co_star,none,none
3lYtp1ywbjU,other,none,brand_mention,co_star,none,mild
ehTFUsMb4pA,educational,none,brand_mention,co_star,none,none
e6KSXt-ZnAM,educational,none,brand_mention,co_star,none,none
Ts3W3LTby08,educational,none,brand_mention,co_star,none,none
CIBnCqADsqQ,music_dance,none,none,unclear,none,none
_hx8NCGRF8o,music_dance,none,none,unclear,none,none
9j65YvnSy0Y,educational,none,none,unclear,none,none
RW9WWUwx-n0,music_dance,none,none,unclear,none,none
oQH1-QR-X2c,music_dance,none,none,unclear,none,none
1vAQALD1rew,educational,none,none,unclear,none,none
ABC_VFYjOEM,music_dance,none,none,unclear,none,none
x9zmUrX5gu4,educational,none,none,unclear,none,none
i7-tC6hTGi4,educational,none,none,unclear,none,none
oDVgNYi4n-s,music_dance,none,none,unclear,none,none
JvQ2tk50kjc,music_dance,none,none,unclear,none,none
WmTUhol9__M,music_dance,none,none,unclear,none,none
QYIIHfBVRZw,educational,none,none,unclear,none,none
BNDWT0CPYPE,other,none,brand_mention,unclear,none,none
ahN9vNNG6VE,music_dance,none,none,unclear,none,none
_kkzVtIAnvM,music_dance,none,none,unclear,none,none
5AKf6dKo7o4,music_dance,none,none,unclear,none,none
VbXMvv5lsJs,educational,none,none,unclear,none,none
GmC9xN-XPBY,music_dance,none,none,unclear,none,none
VA_jrarYtSc,music_dance,none,none,unclear,none,none
jxE1cXzTMWw,educational,none,none,unclear,none,none
RcOqoLQuNoQ,educational,none,none,unclear,none,none
nTi2pqBARmI,educational,none,none,unclear,none,none
WQOrsscjiI8,other,none,brand_mention,unclear,none,none
1hREZe-P_Uk,educational,none,none,unclear,none,none
LZgnQDZKgsA,music_dance,none,none,unclear,none,none
KVOM--2smMk,educational,none,none,unclear,none,none
ifnUGQvupWk,educational,none,none,unclear,none,none
JK_qWvuO5oA,educational,none,none,unclear,none,none
aE0Njh2QTVE,educational,none,none,unclear,none,none
LtCupRkhCis,music_dance,none,none,unclear,none,none
Ij8rryB4tfU,music_dance,none,none,unclear,none,none
O3-xDSOO5ohg,music_dance,none,none,unclear,none,none
6CBH7jw8vYQ,music_dance,none,none,unclear,none,none
4VfYVNxD9Uk,music_dance,none,none,unclear,none,none
DAn84jST3ks,educational,none,none,unclear,none,none
21Eg5mpCvIw,educational,none,none,unclear,none,none
MN2kqnoXJDc,music_dance,none,none,unclear,none,none
MznVbnvCDOs,educational,none,none,unclear,none,none
xtSREg-m2gQ,educational,none,none,unclear,none,none
zlBpAvHJrMo,music_dance,none,none,unclear,none,none
ILLyRhWVvhs,educational,none,none,unclear,none,none
-duQukRVrkU,music_dance,none,none,unclear,none,none
t8ZPyS00ozE,music_dance,none,none,unclear,none,none
Zc57aSl3qoc,educational,none,none,unclear,none,none
LmQxYK7xm9g,music_dance,none,none,unclear,none,none
tL6Dm23obtc,music_dance,none,none,unclear,none,none
4QoMhQUI7k0,educational,none,none,unclear,none,none
T7x9A4sl_5M,music_dance,none,none,unclear,none,none
Vn-K2qbkgPA,music_dance,none,none,unclear,none,none
I73BaodLMs0,daily_vlog,mild,none,cameo,low,mild
65hLTc9mF0M,daily_vlog,none,none,co_star,low,none
d72VB5A98ac,gaming,none,none,protagonist,none,none
Yeo5N-W0Eps,challenge,none,none,protagonist,none,mild
J-MKiUBLxU8,daily_vlog,none,none,unclear,none,none
fWIx6U9KGlE,daily_vlog,none,none,unclear,low,none
PxoZQkR4XsA,cooking,none,none,unclear,none,none
yWCrLrAMweM,daily_vlog,none,none,unclear,none,none
e7N_H9STbwk,error,,,,,
rQ9QlBzGC-I,error,,,,,
aiyLq_yy72I,error,,,,,
NEb2DRlno1U,error,,,,,
3iVPnxSRjQw,error,,,,,
OomVb6k8MPk,error,,,,,
XkXTFBdUIe8,error,,,,,
alm3UpRrF1k,error,,,,,
V04Xn9Qc-ME,error,,,,,
xkBdlxFqy24,error,,,,,
hlFUFDp4zgc,error,,,,,
iZ4pn9Nk5x4,error,,,,,
FC1OkNDAfoE,error,,,,,
JaWtMuFe0PM,error,,,,,
xTnvsQwWWEY,error,,,,,
qPXDswnzLSY,error,,,,,
GdSRbEzgfQQ,error,,,,,
LtHnslm37qQ,error,,,,,
0fICE7uArME,error,,,,,
tPVsgFyu0iI,error,,,,,
T5bmMkwk1pA,error,,,,,
-oSJx29Enic,error,,,,,
YIMt6icIdrk,error,,,,,
WLVpa4hyu1s,error,,,,,
FAlJ9b3r7BM,error,,,,,
3IggPdVjFj4,error,,,,,
JrSKHg3bcAo,error,,,,,
UJ9fC4LgOIA,error,,,,,
FUuGcQL1C1c,error,,,,,
K-0F5LpDWXk,error,,,,,
Gu_7fE7McrM,error,,,,,
39dmCQHh2RI,error,,,,,
_N0khtm07xw,error,,,,,
t-ekrXtw6VM,error,,,,,
CyqweToq7mM,error,,,,,
dlA4WS7EDNs,error,,,,,
le3RweX2FWw,error,,,,,
iq1WvDWKl9A,error,,,,,
iF8JrJ36cqY,error,,,,,
JEpLODeE1II,error,,,,,
Zj44cDLDYZc,error,,,,,
F8r6qMBqWo0,error,,,,,
yYf01Ku9jbc,error,,,,,
zd6F1r--KNc,error,,,,,
qqB-2j5dWns,error,,,,,
LJtKZWHypQw,error,,,,,
9MALdwS5_3M,error,,,,,
uuEZfJuKMnA,error,,,,,
TpkEXwPTz_I,error,,,,,
aEnUC1BnPjw,error,,,,,
2IqoUPKQRyg,error,,,,,
1zODm_ZT95U,error,,,,,
YUA-Vjw6mLM,error,,,,,
QAaUEw6YJLg,error,,,,,
l64P-v20zks,error,,,,,
MN9blpvFNUw,error,,,,,
2rHUfWwrv3c,error,,,,,
HOysnGJZNFo,error,,,,,
afig5ubvl14,error,,,,,
D1IUh3E4_rc,error,,,,,
rDauVcFHOWk,error,,,,,
d4mQzGSoa_s,error,,,,,
5lSB2O0wX8s,error,,,,,
UePcEp7G2i0,error,,,,,
QD6P7X2CGRo,error,,,,,
543qy0z1ANE,error,,,,,
vgFuxu2evIc,error,,,,,
2RYCAiy0j8o,error,,,,,
T2qAN2wUjhc,error,,,,,
YelspsQLTrU,error,,,,,
75piIbkuu6g,error,,,,,
Q15JbbQcKfI,error,,,,,
kq59q469It8,error,,,,,
WZObknPv0xU,error,,,,,
4IDxJHxpozo,error,,,,,
XmJftmuXJgU,error,,,,,
7f8VpxTNHq8,error,,,,,
IPpVotBBX5Q,error,,,,,
woXFXizISjU,error,,,,,
r19pr9TpvUo,error,,,,,
8DRDX59LJmc,error,,,,,
oyu8_HEILKk,error,,,,,
l4ebEcN5DyU,error,,,,,
lPkDMjyjr-E,error,,,,,
0AdknGValXc,error,,,,,
Ck-n58jhB98,error,,,,,
ph7VXktF87M,error,,,,,
RyeNHKIupHI,error,,,,,
QXEI3ypS-LM,error,,,,,
5MIsoBqJLvU,error,,,,,
HbxWaVO1Pfg,error,,,,,
FNfObaFeVtg,error,,,,,
29kPg7399zQ,error,,,,,
XExYY5ZkW8Y,error,,,,,
bwmOydTM8U0,error,,,,,
YzN6AX7N6FQ,error,,,,,
d4e-VcbNGl0,error,,,,,
VINZoxD1nws,error,,,,,
TdSc65x1i4s,error,,,,,
amUgSs-UFhE,error,,,,,
LnhndChBHec,error,error,error,error,error,error
Eq0lR3CfJCo,error,error,error,error,error,error
zfQi452PTAA,error,error,error,error,error,error
_TvISYOMgiU,error,error,error,error,error,error
ygaUhp2_mXE,error,error,error,error,error,error
GjFSIEFW9qg,error,error,error,error,error,error
Mv3DkwUMRF8,error,error,error,error,error,error
NVsFUO8W-gE,error,error,error,error,error,error
3HRMwSeQtMg,error,error,error,error,error,error
IX2ov1NtVJ8,error,error,error,error,error,error
7GyldTqjteM,error,error,error,error,error,error
-5zEKn4ttTY,error,error,error,error,error,error
NgDgzua7qmA,error,error,error,error,error,error
7oqBkV-M-0g,error,error,error,error,error,error
dsL9L0G6gWg,error,error,error,error,error,error
Qh4nIxh7dlo,error,error,error,error,error,error
auKOFd6uhnc,error,error,error,error,error,error
_EFJM6C6z7o,error,error,error,error,error,error
oZxuFnabma0,error,error,error,error,error,error
mMWC0yObLCA,error,error,error,error,error,error
FIr3PahKXIA,error,error,error,error,error,error
mCwE7zcNtxE,error,error,error,error,error,error
wkJ2zSOQONE,error,error,error,error,error,error
MnBduk1cpFo,error,error,error,error,error,error
x8yqMxwiOao,error,error,error,error,error,error
wM1C5bRNEk8,error,error,error,error,error,error
hKYXZpJeWt8,error,error,error,error,error,error
1sRnGJn7tc4,error,error,error,error,error,error
kC4nd-l-GkE,error,error,error,error,error,error
OOEYoAkLnX8,error,error,error,error,error,error
rSFktD6PLMs,error,error,error,error,error,error
yHpGqxAArR8,error,error,error,error,error,error
dE49tTuCdHk,error,error,error,error,error,error
tffhC269Ulg,error,error,error,error,error,error
QfTqTmAlhiI,error,error,error,error,error,error
5RIlZXNKFyA,error,error,error,error,error,error
XxaYE_ysh0c,error,error,error,error,error,error
K518vUNzecs,error,error,error,error,error,error
RdxuiwKe1OU,error,error,error,error,error,error
WTY7m0XqQ-g,error,error,error,error,error,error
zO9dzHeyFoo,error,error,error,error,error,error
Oz0bQrZXQxM,error,error,error,error,error,error
hdAfKO8iVEE,error,error,error,error,error,error
onuH7SQz9eQ,error,error,error,error,error,error
zLYqdl59f9Y,error,error,error,error,error,error
8gMjMMi3_24,error,error,error,error,error,error
hXnNIPItj0A,error,error,error,error,error,error
FQSPuMOnPng,error,error,error,error,error,error
Ui7w6HYMoDE,error,error,error,error,error,error
d9mB_6FhbaA,error,error,error,error,error,error
kzjH92GzSNw,error,error,error,error,error,error
R6FTSHt5ifA,error,error,error,error,error,error
T1HwE1k02y0,error,error,error,error,error,error
ktroiq-krTA,error,error,error,error,error,error
X-Qci10zOA4,error,error,error,error,error,error
QzKeVBFWfM8,error,error,error,error,error,error
CcArBs5h2mg,error,error,error,error,error,error
RvE3PJZCZBc,error,error,error,error,error,error
M4eU81e1Bco,error,error,error,error,error,error
kIxaOIYJg9Y,error,error,error,error,error,error
LgOgMn6x6Q8,error,error,error,error,error,error
kZVjGufwTB4,error,error,error,error,error,error
ZcuKqT6XlIs,error,error,error,error,error,error
uxLJ5g_e3XU,error,error,error,error,error,error
47KkPt8bgAE,error,error,error,error,error,error
_Teqeqnj07A,error,error,error,error,error,error
x0QWnAJv_PY,error,error,error,error,error,error
jIzB_nbkdMY,error,error,error,error,error,error
ZY2xrDESb5A,error,error,error,error,error,error
2OzW3euXguE,error,error,error,error,error,error
a39KRpL1AE4,error,error,error,error,error,error
LS5NafIooVU,error,error,error,error,error,error
5XDoIwkTWLg,error,error,error,error,error,error
e_ZeQOChuAc,error,error,error,error,error,error
7R1aILv0iHg,error,error,error,error,error,error
uaENsP9dioI,error,error,error,error,error,error
2cNTJMuS4Xk,error,error,error,error,error,error
zyhB2hbsKds,error,error,error,error,error,error
Sx3uJ8trmtE,error,error,error,error,error,error
9DCrlogyQTI,error,error,error,error,error,error
ulk4iD2WICA,error,error,error,error,error,error
xq5LM2bTjG4,error,error,error,error,error,error
WDZv78UKFF4,error,error,error,error,error,error
mqojrmY4Bzo,error,error,error,error,error,error
x8yMdz7Sw7o,error,error,error,error,error,error
kg_k5_hQ-_Y,error,error,error,error,error,error
oOISS2-7P5c,error,error,error,error,error,error
Ub2oJQQRuvQ,error,error,error,error,error,error
cwvyiwuxcIM,error,error,error,error,error,error
Ecb4eQsbTxQ,error,error,error,error,error,error
gWjglSuxkiM,error,error,error,error,error,error
DZ-pvhUeirE,error,error,error,error,error,error
8xcd99ZILW0,error,error,error,error,error,error
GPPc4wSzkLM,error,error,error,error,error,error
iZygTA_HAcc,error,error,error,error,error,error
