id,title,publishedAt,channelId,viewCount,channel_short_name
T-tTr7MXSsQ,Going Home for My Sister's Graduation,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,204227,jacyandkacy
n1pDmJQsElc,Our February Favorites - 2025,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,24828,jacyandkacy
3h8FXNZ2Mx8,Travel With Me - Bahamas Cruise - Spring Break Vlog,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,18805,jacyandkacy
w2kP5h4wgp4,Trying viral TikTok clothing and accessory hacks,4 years ago,UCuxRpCqRMfZU5glUi47bWXA,130274,jacyandkacy
X7n9s7bu1T8,Spend A Week At Disney With Me,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,41799,jacyandkacy
v5Xtq6JEkIw,Try On Shopping Haul For My Vacation - Summer 2024,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,31887,jacyandkacy
Fe2ZKHpY7Uk,How Well Does My Sister Know Me Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,48780,jacyandkacy
a0tzMtaDY44,Life Update & Answering Your Questions,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,29588,jacyandkacy
ajiIXErpnpk,GRWM for a Date with my Boyfriend!!,4 years ago,UCuxRpCqRMfZU5glUi47bWXA,183637,jacyandkacy
i35m13SLONE,Marshalls Fall Clothing Shopping Haul,7 months ago,UCuxRpCqRMfZU5glUi47bWXA,40041,jacyandkacy
DF4L3wb-fhY,SHEIN Summer Try On Haul,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,299632,jacyandkacy
Qbc9ECw2dWc,My Summer Favorites 2023,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,49395,jacyandkacy
6NFzaiXsKM4,Twin Telepathy Drive Thru Challenge 2,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,249632,jacyandkacy
jDVezjlI6NM,"HUGE SPRING TRY ON CLOTHING HAUL- Amazon, Walmart, TJMaxx, & Thrifting Haul",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,52003,jacyandkacy
pR2VGcGGzwc,My College Morning Routine,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,55665,jacyandkacy
TNqo8P7Dje8,Trying snacks we've never seen before,4 years ago,UCuxRpCqRMfZU5glUi47bWXA,1170296,jacyandkacy
pYu5wokdEiI,Trying Drive Thru Healthy Food Options,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,101037,jacyandkacy
KX9A6XLGe3w,Grocery Shopping Haul - What I Eat In A Week as a 22 Year Old,9 months ago,UCuxRpCqRMfZU5glUi47bWXA,28556,jacyandkacy
TTjTKJfRVko,Black Friday Shopping Haul,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,60580,jacyandkacy
EsSEJ6qutPM,Trying Wendy's New Menu Items - Spicy Nuggets & Berry Frosty,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,62773,jacyandkacy
bMfYB537wuU,Make Slime With Us For The First Time In Years,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,66129,jacyandkacy
llZ0s_NXkeM,Sisters Buy Valentine Gifts for Each Other,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,158733,jacyandkacy
YVqfOy2pODo,"Day In My Life - Packing, Traveling Home, Seeing Family",11 months ago,UCuxRpCqRMfZU5glUi47bWXA,40174,jacyandkacy
ZiHuO8IWqRk,Trying Dunkin Spring Menu Items - Part 2 - 2024,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,47904,jacyandkacy
4z7EY2aqXk0,Trying McDonalds New Kerwin Frost Box - Adult Happy Meal,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,210782,jacyandkacy
n5z2dRUZ41w,Sisters Buy Outfits for Each Other,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,114722,jacyandkacy
PAdB6Dm0ZgE,Life Update - Q & A,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,46931,jacyandkacy
9_KgyZLvHuc,Trying viral products that TikTok made us buy,4 years ago,UCuxRpCqRMfZU5glUi47bWXA,74408,jacyandkacy
zdpywzLxQ-4,Trying Krispy Kreme Scooby Doo Mystery Doughnuts,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,140073,jacyandkacy
74wcbvqBIJg,Trying All of the Pickle Flavored Snacks We Could Find,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,43599,jacyandkacy
jNeqhN4xlgk,Trying Holiday Candy & Snacks,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,77860,jacyandkacy
vSJNPnq7jWU,"Life Update Q&A - College Life, Starting A Small Business, Relationships, Friendships",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,36102,jacyandkacy
94GeZ7kUJnE,What I got for my birthday,4 years ago,UCuxRpCqRMfZU5glUi47bWXA,116443,jacyandkacy
Ee-E4-h2Wrg,Mystery Gingerbread Cookie Challenge,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,51142,jacyandkacy
V_sDmK0ft00,Get Ready With Me For A Concert  - GRWM,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,56396,jacyandkacy
Bj97GX-GtvI,Mall Try On Clothing Haul for Summer,2 years ago,UCuxRpCqRMfZU5glUi47bWXA,61907,jacyandkacy
8V47S0UEU5U,Buy or Bye at marshalls - Shopping Challenge,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,142972,jacyandkacy
_1EgbxYKO-o,"My Sister Chooses My Outfits for Fall - Errands, Pumpkin Patches & Fall Dates!",7 months ago,UCuxRpCqRMfZU5glUi47bWXA,41378,jacyandkacy
WxsluCg-lSs,Spring Break Thrift Clothing Try On Haul,4 years ago,UCuxRpCqRMfZU5glUi47bWXA,78025,jacyandkacy
cGMzUmLOlWU,Making Outfits From Clothes In My Sisters Closet,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,43222,jacyandkacy
_j-LgD7fCl8,Back to School & College - Supplies and Essentials Haul,3 years ago,UCuxRpCqRMfZU5glUi47bWXA,95532,jacyandkacy
KdEeGathT48,"Try On Clothing Shopping Haul - Favorite Basics from Amazon, Old Navy & TjMaxx",1 year ago,UCuxRpCqRMfZU5glUi47bWXA,20616,jacyandkacy
SP-8aj0lawI,Spend The Day With Us - Shop & Chat With Us,1 year ago,UCuxRpCqRMfZU5glUi47bWXA,38468,jacyandkacy
G6gtcmaLEk4,Fun weekend visiting my sister,4 years ago,UCuxRpCqRMfZU5glUi47bWXA,91908,jacyandkacy
aMyLyPTjFWE,College Advice + Q&A as a Senior in College,8 months ago,UCuxRpCqRMfZU5glUi47bWXA,14936,jacyandkacy
zOWiKrGFSK4,Guess the Job From the Emoji Challenge with Jason,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,8685711,jasonvlogs
3Pgpvwbv4zU,Jason Plays the Escape Room Challenge And Overcome Fear,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,7271683,jasonvlogs
iU9CeA9Cs6A,Jason plays with Toys from Akedo in a Tournament,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,668160,jasonvlogs
84T_HgwjgIQ,Jason and Alex Play Detective in Story about Gold Safe,4 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,8913588,jasonvlogs
kpi29h31NP4,Jason and Friends in a Twisted Hoodie Adventure,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,281892,jasonvlogs
KkeDqSX4kfo,Jason orders food at home made McDonalds Restaurant,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,3086623,jasonvlogs
bpVgUSVEXUA,Jason and Alex have a fun picnic adventure,4 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1224591,jasonvlogs
Tsm4Kk2LbDE,Jason and the Animals Adventure | Learn Animals Names for Kids,6 months ago,UCjmAh2qxmvWdH3xNPbg0IUQ,642378,jasonvlogs
fYeIpixsg8M,Jason and the colorful giant balloons surprise challenge,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,2489524,jasonvlogs
5tFY92UgEY8,Sara Lose Ball at House Neighbor Jason,5 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,12617245,jasonvlogs
o2LBrCwQsCw,Jason helps Sara Escape with 50 Pools Challenge! Can They Find the Keys?,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,6991678,jasonvlogs
X8MMYdnaEd4,Jason and friends safety on bike playing story,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1931402,jasonvlogs
n-I07SSfyjA,Jason Shows How to Be Respectful and Smart in School,11 months ago,UCjmAh2qxmvWdH3xNPbg0IUQ,3693417,jasonvlogs
L-ImiLZnjKA,Jason & Alex Detective Adventure with Safe Delivery of Money,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,818884,jasonvlogs
MruIkv4pJuk,Jason and the Triangle Escape Adventure with Colors Keys,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,4241906,jasonvlogs
1DsMm0ttO2Y,Jason plays with new helicopter and airplane challenge,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,17197215,jasonvlogs
ywE06xvSHRc,Jason and Alex School Adventure about Opposites and Math,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,225787,jasonvlogs
04nqs2v4fqw,Jason & Alex Truck Pool Party Adventures!,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,497281,jasonvlogs
z-SzG5DDWLU,Jason teaches how to build a good friendship at school,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,12555960,jasonvlogs
5pUN_GAEi_A,Red Lamborghini Adventure with Jason as Real Detective,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1304705,jasonvlogs
R6XJyUJ-egE,Jason play with Heroes of Goo Jit Zu Toys,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1319846,jasonvlogs
KxLnaOzxJo8,Jason Finds Minecraft Boxes with Real Herobrine,10 months ago,UCjmAh2qxmvWdH3xNPbg0IUQ,4450773,jasonvlogs
03BI1MAukOU,Jason is camping and experiences types of weather,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,880970,jasonvlogs
DtlzLYCl-Tk,Jason the Detective and the Gold Adventure,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,57133238,jasonvlogs
V70GW9gDmhM,Jason and Alex Twin Lamborghini Detective Story About Kindness,6 months ago,UCjmAh2qxmvWdH3xNPbg0IUQ,440123,jasonvlogs
JH_08GN83ok,Jason and Alex play with balloons,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,12214030,jasonvlogs
cYJpm3CxURw,Jason and Alex Best Episodes of 2023 | 1 Hour Video,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,5450502,jasonvlogs
4XxQ5QREKeg,Jason vs Real Pacman Maze Story,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,42750475,jasonvlogs
vXzVwk7WQ34,Jason and Friends Sharing & Safety Park Adventure,11 months ago,UCjmAh2qxmvWdH3xNPbg0IUQ,6441146,jasonvlogs
x2jPfRJNFYM,Jason and Alex Care for the Planet and Environment,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,3955641,jasonvlogs
em4dL0oUSVo,Jason and funny stories about our cat,4 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,18517982,jasonvlogs
9Gfb1FtUhzw,Jason and Alex School Bus Adventures and more kids Stories,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,14119508,jasonvlogs
UT5Pnkyo9p4,Jason Starts a New Job and Opens a Car Wash,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,961242,jasonvlogs
QIfuQvZdT94,Jason 24 Hours Baby Challenge and Other Fun Challenges for kids,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,3328820,jasonvlogs
m5xt_rSi0Ng,Jason and Alex Stair Slide Adventure with Safety Measures,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,2931986,jasonvlogs
R1QpOiCu_YI,Good Behavior at Home after School Day With Jason,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,4237800,jasonvlogs
iP9NxQckXYY,Minecraft Four Colors Challenge with Jason and Alex,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,22203583,jasonvlogs
auvQzTGHyVM,Jason and Friends Four Colors Best Kids Adventures,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,367367,jasonvlogs
XRgBEDXqi18,Jason Teaches Different Jobs & Professions in School,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,2822238,jasonvlogs
Gc3UNesOPTM,Jason cake surprise challenge with friends and costumes,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,9837353,jasonvlogs
ak-gQVElHGg,Jason play Pink vs. Black Challenge at School,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,11721699,jasonvlogs
9J4HUG83gZU,Jason plays the 100 mystery buttons challenge at school with Alex,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,3797413,jasonvlogs
DnNPQtsnXU0,Jason wants to be a good brother for Alex,4 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,4340293,jasonvlogs
RYmns96t4_E,Jason Plays vs Pacman in Real Life Game Challenge,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,146977152,jasonvlogs
fnHEAOyJEcw,Jason and story about kindness and friendship,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1525726,jasonvlogs
wg7kmoroCwM,Jason and the important rules in school,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,3315633,jasonvlogs
99EMOe-zykY,Jason Lamborghini Detective Adventure to the Bank,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1066865,jasonvlogs
7WGqSJsyi5o,Jason and Alex learn the English alphabet,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,8218308,jasonvlogs
uI0BBNYEdzc,Jason plays ABC game - Alphabet Adventure at School,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1982794,jasonvlogs
4FpWRdnMymQ,Jason Understands to Always Choose Healthy Food Story,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,2664116,jasonvlogs
SbBfUeCVIjQ,Jason and Sara Funny Flavor Challenge for kids,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,2061427,jasonvlogs
ymbQb3c3sjk,Birthday of Detective Jason with Lamborghini Cake,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,23421479,jasonvlogs
Fo4zw8fxNkY,Jason and Alex Pacman Game in Real Life Animation Adventure,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1489473,jasonvlogs
PFB9U7Mt8h4,Jason learns a new banana popsicle cooking recipe,4 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,3364209,jasonvlogs
UsFAHJYuThQ,Jason and Sara both make Birthday Cakes at Party,4 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1178628,jasonvlogs
CYrJmGAS8YM,Jason and the Blue Detective Lamborghini Gold Bar Story,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,18678800,jasonvlogs
7LtF37OKUNo,Rules of Supermarket Shopping with Jason and Alex,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1372720,jasonvlogs
sjrRqWBLMrE,Jason and Alex Colors Challenge with Cars and Animation,2 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,672626,jasonvlogs
5fmEY5NpJaE,Jason Play Soccer Practice with Big Sports Football,3 years ago,UCjmAh2qxmvWdH3xNPbg0IUQ,9246610,jasonvlogs
8_wHp0FVSOo,Jason shows how to take care of cats,1 year ago,UCjmAh2qxmvWdH3xNPbg0IUQ,1773444,jasonvlogs
lqRs7lM8XoQ,He just SHOWED UP at my door 😭 (HELP),2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,163734,jesssfam
GFLgfmiEA-A,life update.,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,187385,jesssfam
FPJp4SphhGs,OUR KITCHEN CAUGHT ON FIRE (caught on camera),1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,105164,jesssfam
EgQf1iZSGoE,saying goodbye to a dear friend.,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,198573,jesssfam
K5-lDyY3Yfc,3:00am SURPRISE ✨night before✨ my daughter's 9th birthday *CHILLS*,5 months ago,UCpE_yAyidJKIsv8mnX1VYzA,81014,jesssfam
ZN02Z5a8-tg,I've never seen ANYTHING like this in my life! (full story),2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,107621,jesssfam
mK-CM1kqlPE,my daughter is leaving.,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,102935,jesssfam
Wz-tKwlO8FI,I messed up in the BIGGEST way.,4 months ago,UCpE_yAyidJKIsv8mnX1VYzA,87798,jesssfam
lA9EJRORw0k,my husband has been keeping a secret.,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,131439,jesssfam
buasZUvIJfw,Apple AirTag SAVED my son from getting lost in Disney World,4 years ago,UCpE_yAyidJKIsv8mnX1VYzA,190477,jesssfam
4SPYzxMtiEI,Addelyn's *DREAM COME TRUE* sweet...sixth birthday! *CANDYLAND*,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,379949,jesssfam
RmNqBYELKdU,Saying GOODBYE to my 13yr old daughter *emotional* 🥺,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,104691,jesssfam
NOxXaB6r7ic,24 hours of ✨MAGIC✨ for Addie’s *Stitch* themed 8th Birthday Party! *DIY EVERYTHING*,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,150155,jesssfam
CGEIcvxbVXw,MOM/STEP MOM of 7 *DREAM* closet tour 👀 (makeover & BIG REVEAL),1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,62283,jesssfam
eeI-98iu-zo,more BAD NEWS about our new house.,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,126824,jesssfam
AzMpBsN5dSE,we don't want to get ESCORTED off property… (after huge transformation),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,184036,jesssfam
3CdKjWH-0m8,My daughter’s MAJOR hair cut (again) & first 48 hours of *new* BRACES for my son 🥺,10 months ago,UCpE_yAyidJKIsv8mnX1VYzA,79357,jesssfam
hQMad4wF5e4,SURGERY day... 💔,9 months ago,UCpE_yAyidJKIsv8mnX1VYzA,62596,jesssfam
Uh1yK9FtwHw,LOST ITEM on my 7 kids FIRST trip out of the COUNTRY,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,194216,jesssfam
tgQNrU2fiwA,Lilia's FIRST day in HIGH SCHOOL! *freshman year*,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,106969,jesssfam
1CgH9WvRT7k,I’m genuinely SHOCKED… + revealing our family secrets,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,97490,jesssfam
6DoPtlU4dzY,someone CAUGHT hiding on our property....,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,118950,jesssfam
0PIHHIwPcv8,Asking my teenage daughter for HELP.,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,98183,jesssfam
mIPhPWpILbE,concerning 12am phone call from my son...,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,419009,jesssfam
KhPA2ZKREqs,Someone followed us….... 👀 (+ shocking XMAS miracle?),4 months ago,UCpE_yAyidJKIsv8mnX1VYzA,41050,jesssfam
agyj_gYlI4E,NEW EMPTY HOUSE TOUR! | Fixer Upper to DREAM home (before),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,273230,jesssfam
FMcqcfNNUzQ,SURPRISING our 7 kids with a *new*....,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,145815,jesssfam
GzmtM-HY4kU,My daughter came home from middle school COVERED w/ THIS....,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,283914,jesssfam
OtbKBT5dVdc,it's true.... addressing your concerns 😔💔,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,149812,jesssfam
RPmJYPeDJd0,MOM asked to separate from 6 KIDS in New York airport,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,110071,jesssfam
ZOqXPK9xVkc,I've made a TERRIBLE mistake (getting professional help),4 years ago,UCpE_yAyidJKIsv8mnX1VYzA,177258,jesssfam
onDTOH7L8Ro,my preteen daughter's VIRAL video choosing to be herself changed EVERYTHING (contacted directly),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,198629,jesssfam
RZlaqCoEcSg,Taking my teenager to her FIRST professional……,5 months ago,UCpE_yAyidJKIsv8mnX1VYzA,40594,jesssfam
GzVgMtRpqB0,I'm doing a DNA test on my kids (let me explain),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,130280,jesssfam
O0aOnPBxUrk,Heading back to the EMERGENCY ROOM...,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,128367,jesssfam
L91MLH2xBzQ,Rescuing my 5 KIDS on the side of the road,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,127555,jesssfam
sEH_uEUIfYE,EMERGENCY ALERT at home w/ my 7 kids on NYE *SHELTER IN PLACE* California Storm,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,474881,jesssfam
w6RHvFFaf0s,Our FIRST taste of HOMESCHOOL away from home… without my daughter 🥲 (let me explain),7 months ago,UCpE_yAyidJKIsv8mnX1VYzA,67640,jesssfam
fZCTWrZlauc,Everything is CHANGING.,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,112195,jesssfam
4FrIDIyjxdQ,Rushed to the ER after SOCCER PRACTICE *emergency*,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,176927,jesssfam
NP87P3xBLLw,EMERGENCY phone call while filming Lilia’s HUGE announcement (behind the scenes),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,197543,jesssfam
xyEmMH6bBqI,biggest SURPRISE of her life *almost ruined* on family cruise!,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,154778,jesssfam
awtoCIAePM4,a PROBLEM we have with our family.,4 years ago,UCpE_yAyidJKIsv8mnX1VYzA,161268,jesssfam
Pz-LXgvwrEM,FIRST DAY of middle school (8th grade) turns into *EMERGENCY*,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,239009,jesssfam
AXGSysIK990,We got her results........,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,100001,jesssfam
6sSE8MAdxuM,my 10 year old twins did the UNTHINKABLE on Disney’s PRIVATE island 😳 (I can't believe they made it),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,121283,jesssfam
avvDBjLbEok,"Addressing your REAL questions... *Q&A* (co-parenting, stolen money, Karate scam)",1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,83588,jesssfam
8mftKARsUDw,I made a HUGE mistake 1 day before my daughter's 12th birthday...,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,231486,jesssfam
potJGVV-1ts,I'm taking a big risk here. (out of the country w/ my 5 kids),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,148063,jesssfam
YnUiUlgnMqU,*last* 48 hours at Disney World w/ my 5 kids (age 7-14) 🥲,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,114385,jesssfam
U-3edewuJik,24 hours w/ 5 KIDS last day school (kinder GRADUATION & HUGE announcement from my 7th grader 🥺),2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,155845,jesssfam
SFKj7Uesuak,My son wants to change his name.,2 years ago,UCpE_yAyidJKIsv8mnX1VYzA,181256,jesssfam
1OFev2REyfM,"15 hour travel day ALONE w/ my teens (airport theory, sketchy arrival & TERRIFYING hotel experience)",4 months ago,UCpE_yAyidJKIsv8mnX1VYzA,48016,jesssfam
VvsX-To-DBs,*unbelievable* NEWS 1 day after surgery (good & BAD news),3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,148423,jesssfam
LIm80wJvYs4,NO KIDS - 5am adults only GIRLS TRIP *something happened*,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,86186,jesssfam
Y4QLWvKu0So,Lilia Jean - Boogie Monster,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,193589,jesssfam
AohEa3pS4ic,Severe ALERT ⚠️ starting meds &  a DRASTIC change....,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,92709,jesssfam
iNBZANF9DFQ,My daughter's reaction to SEEING... for the FIRST TIME 🥹,1 year ago,UCpE_yAyidJKIsv8mnX1VYzA,106221,jesssfam
r4v8xt3Q7Xc,12 yr old daughter chooses PRINCE CHARMING *sweetest reaction*,3 years ago,UCpE_yAyidJKIsv8mnX1VYzA,242602,jesssfam
SL71smapi_w,Christmas will NEVER be the same after this…,4 months ago,UCpE_yAyidJKIsv8mnX1VYzA,51081,jesssfam
O8xnhcFht7Q,🤢WHAT'S IN MY FOOD and Saving Drowning Kid💦,6 years ago,UCyjhyJoPHcQRxPLnWPjOecg,3427405,jhousevlogs
gHQt1gzVVBQ,😷It finally CAME OUT!!!🎉,5 years ago,UCyjhyJoPHcQRxPLnWPjOecg,4336706,jhousevlogs
fLBK8ul3rpo,Happy Birthday!,3 years ago,UCyjhyJoPHcQRxPLnWPjOecg,284215,jhousevlogs
JYx18BvoeqY,😂STINK Snuggles💨,5 years ago,UCyjhyJoPHcQRxPLnWPjOecg,2139556,jhousevlogs
rqezPXgdlGE,Last day | Philippines🇵🇭 6,6 months ago,UCyjhyJoPHcQRxPLnWPjOecg,117241,jhousevlogs
7rtq-8T8sXk,😲SURPRISE TRIP✈️ #TeamSeas,4 years ago,UCyjhyJoPHcQRxPLnWPjOecg,457426,jhousevlogs
Sz4_TjBebuU,New Country! | Japan🇯🇵 1,5 months ago,UCyjhyJoPHcQRxPLnWPjOecg,158124,jhousevlogs
i5KR3FvoLbs,🚁Extreme Adventures! | South Africa🇿🇦 5,2 years ago,UCyjhyJoPHcQRxPLnWPjOecg,256623,jhousevlogs
SBCynGLQUDc,🏰 Magic Kingdom | #disney day 2,3 years ago,UCyjhyJoPHcQRxPLnWPjOecg,945529,jhousevlogs
DuZexi_Emfc,DON'T TOUCH!,6 years ago,UCyjhyJoPHcQRxPLnWPjOecg,9471020,jhousevlogs
4C8t_oC1X44,😜Pancake🥞ART🎨Challenge‼️,3 years ago,UCyjhyJoPHcQRxPLnWPjOecg,1732178,jhousevlogs
9VrV8bAMVK4,Hollywood Studios | #disney day 4,3 years ago,UCyjhyJoPHcQRxPLnWPjOecg,242502,jhousevlogs
Wfl_d_SXYXE,STUCK!,6 years ago,UCyjhyJoPHcQRxPLnWPjOecg,735305,jhousevlogs
0rX7IaOatdU,Boat Race🚣 | Vietnam🇻🇳 11,9 months ago,UCyjhyJoPHcQRxPLnWPjOecg,110743,jhousevlogs
yfGe8sLlIsQ,Airport on WRONG DAY! | UK🇬🇧 12 | Brighton,2 years ago,UCyjhyJoPHcQRxPLnWPjOecg,290285,jhousevlogs
BT3GJDehxxk,😲NEW CAST!!!,5 years ago,UCyjhyJoPHcQRxPLnWPjOecg,1708276,jhousevlogs
Mrn2mfvYJt0,⚗️MAD Scientists🤣,3 years ago,UCyjhyJoPHcQRxPLnWPjOecg,172007,jhousevlogs
806yjKthAQM,Her Secret War🤪 | Italy🇮🇹 11,1 year ago,UCyjhyJoPHcQRxPLnWPjOecg,74646,jhousevlogs
ji2KNhOSUBI,😲FLOP!!!,5 years ago,UCyjhyJoPHcQRxPLnWPjOecg,8457156,jhousevlogs
OrYaztqdPH4,😱Sucked Down a Waterfall!,2 years ago,UCyjhyJoPHcQRxPLnWPjOecg,196765,jhousevlogs
hYg-0ei2o7k,😮Eat What?!🐌 | France🇫🇷 3,2 years ago,UCyjhyJoPHcQRxPLnWPjOecg,213062,jhousevlogs
