content_type,target_audience,emotional_tone,commercialization,exploitation_risk,video_id
other,general,neutral,none,low,fRdloDL6Tew
other,general,neutral,none,low,zAuwLWm1Vn0
other,general,neutral,none,low,6DseGICgZxc
other,general,neutral,none,low,yMNaUyDrbRc
other,general,neutral,none,low,jOjY6cJNBD4
other,general,neutral,none,low,7dpqtDRECzo
other,general,neutral,none,low,gWgCqU_Y_rM
other,general,neutral,none,low,7xPkRNcocqI
other,general,neutral,none,low,ihj67P7oBEk
other,general,neutral,none,low,CrySuNFqPpg
other,general,neutral,none,low,O1uPiL-szPw
other,general,neutral,none,low,lrXX7jpEe4s
other,general,neutral,none,low,ej02JvXA6Go
other,general,neutral,none,low,SkF8_jxE16M
other,general,neutral,none,low,X3bl4PDqd4I
other,general,neutral,none,low,1blsZCxIQok
other,general,neutral,none,low,ndZwmfmOcow
other,general,neutral,none,low,THZXtCZdx2M
other,general,neutral,none,low,cpk0yaxNlxU
other,general,neutral,none,low,pwMTs2Zauzk
other,general,neutral,none,low,mOedSOzTBVc
other,general,neutral,none,low,72fFMxXq2TM
other,general,neutral,none,low,Dppe9DGE04o
other,general,neutral,none,low,SDEiYWCcWlg
other,general,neutral,none,low,Ew-ONQOUTFc
other,general,neutral,none,low,JzJNrwAaj2U
other,general,neutral,none,low,iRZb7XTxUQY
other,general,neutral,none,low,_LOOJwIUpNw
other,general,neutral,none,low,cTU-tozjI0Y
other,general,neutral,none,low,HZS2jWEFPuk
other,general,neutral,none,low,PecoV5zxLIw
other,general,neutral,none,low,5uRlQYhZS2A
other,general,neutral,none,low,G-NGMWly-E4
other,general,neutral,none,low,JbRENIaw5y8
other,general,neutral,none,low,sRhc98zpvUU
prank,tween,excited,low,medium,ytwgADBqOdc
prank,tween,dramatic,low,high,z0539CmZXpU
reaction,tween,happy,medium,low,g9WIU4aiIn0
challenge,tween,excited,low,low,3g0WPHCiz-0
lifestyle,teen,neutral,low,low,zSzShoxAx8w
storytime,teen,sad,low,medium,aUoKM0EKfjk
challenge,general,excited,high,medium,gPHDWFyexlU
storytime,teen,dramatic,low,high,KcuTN0dj-4s
challenge,tween,excited,low,medium,oJbZyq6i8zE
prank,tween,excited,low,medium,6bNCQdZDMes
challenge,tween,happy,medium,medium,h2Ax6VbmfBw
storytime,teen,sad,low,medium,-6T4DlnPuV4
reaction,tween,dramatic,low,low,sxULarKeNpk
storytime,tween,sad,medium,medium,_444EmK8KyM
lifestyle,teen,happy,low,low,lf5AzUTD44A
music,tween,happy,high,low,fkgTVsGLdws
vlog,teen,happy,low,low,tIhu1fsIw3g
prank,tween,dramatic,medium,medium,iw94Scw2xEo
drama,tween,dramatic,medium,medium,cIOieRgBsFQ
unboxing,tween,happy,medium,low,mXyKT_iQgmI
prank,tween,excited,medium,medium,vkx-fY5M1CE
storytime,teen,happy,low,low,iRr64f_BBVg
challenge,tween,excited,medium,medium,mhszVpqPF-k
challenge,tween,happy,medium,medium,Q6em8p1kQU4
challenge,tween,excited,medium,medium,ZG99xcwVZWo
reaction,tween,happy,medium,medium,waC8cmiOzLI
behind_the_scenes,tween,neutral,medium,low,97pw2pl2qpg
challenge,tween,excited,medium,medium,Q3cMRaBF2i0
challenge,tween,happy,medium,medium,MZyx7oJInL8
challenge,tween,happy,medium,medium,LhsxOq9LVNI
prank,tween,excited,medium,medium,-K_GAp8Np1g
game,tween,happy,low,low,7s0FAw-lPlw
challenge,general,excited,medium,medium,6KHlTcf0e4s
storytime,tween,dramatic,low,medium,6FmxL228VMM
challenge,tween,excited,medium,medium,Gybuuk1dISo
storytime,teen,dramatic,low,medium,cIZgj-pdzhI
challenge,tween,happy,medium,medium,NcDCsVbfjhU
game,tween,happy,medium,low,1_e-fLTx7PM
reaction,tween,happy,medium,medium,bM14HTRvoWg
prank,family,happy,low,low,ZPRc0vsCd4Q
drama,teen,dramatic,low,medium,Z0TYgRV0C1E
challenge,tween,excited,medium,medium,FBz2zZkEdRA
storytime,tween,dramatic,medium,medium,B5oy4MopiGM
challenge,tween,excited,medium,medium,0Q3879ngY78
toy_play,young_child,happy,medium,low,n4CnvzWiirw
challenge,tween,happy,medium,medium,Nw0VnjJ9h58
roleplay,tween,happy,medium,low,vjVKBa4OK6Y
mukbang,general,happy,low,low,NmubuvoKRjw
other,general,neutral,none,low,Q2q_EPnM1wQ
other,general,neutral,none,low,gsySdIn0dEs
challenge,tween,excited,low,medium,7cVy2LsqKeQ
storytime,teen,dramatic,low,medium,n1ILaInOqPQ
storytime,teen,sad,low,medium,uM85iu4jKUo
tutorial,general,neutral,low,low,XZPqTI5sSMo
lifestyle,family,happy,medium,low,yrGrD9DBruo
prank,tween,dramatic,medium,medium,CrsVZFbOvDs
prank,family,excited,medium,medium,mgU87cZhUMA
toy_play,young_child,happy,medium,low,Sf1T4sjQmxA
lifestyle,family,excited,high,low,S9YGSzcGjNQ
roleplay,young_child,happy,low,low,ynhEk6ci6Kw
lifestyle,family,happy,low,low,1UxnAU5tu-8
music,general,excited,low,low,vDslTFOd_H8
roleplay,tween,mysterious,medium,medium,9BBPwQsWr20
challenge,family,happy,low,low,LWk1kzDqTkQ
drama,tween,dramatic,low,high,gQILZcKSOsw
drama,family,dramatic,low,medium,-BR-1Lrrh28
challenge,family,happy,low,low,XUA0x4L-hfA
toy_play,young_child,happy,medium,low,Q5LS_XAj2sM
challenge,family,happy,medium,low,JUSDbqFWvIU
tutorial,tween,excited,low,low,uFIDct9rQ7M
challenge,family,excited,low,low,cKPeVyHOAl0
challenge,family,excited,medium,low,GAFuli2kHCk
challenge,family,happy,medium,low,vUOjidhNSUo
drama,family,dramatic,low,high,27j0tPJh99w
lifestyle,general,happy,low,low,sKkFDNYyqF0
mukbang,general,neutral,low,low,hyIdVn85K1A
mukbang,general,neutral,low,low,CcnL-1VSZE8
drama,family,mysterious,low,medium,TgG9SZPsy6A
prank,family,excited,medium,medium,BbGFiaLRt_4
toy_play,young_child,happy,medium,low,IOv4ZsL1UUc
roleplay,tween,mysterious,medium,medium,Mj3hMXIQsoc
drama,family,dramatic,medium,medium,LaqDa3h_9ls
storytime,family,happy,medium,low,ZXkCB72XUXs
roleplay,family,excited,medium,low,6LPBXUQvs7s
challenge,family,excited,high,medium,zuHZjBUjHGg
challenge,family,excited,medium,medium,MZLRhxnbtVo
challenge,family,excited,medium,medium,lySrFFZYJGY
storytime,family,dramatic,low,high,3UkDEBd_MxA
lifestyle,family,happy,medium,low,T7tkoksunmM
drama,family,dramatic,medium,medium,4HD7h9aRF98
prank,tween,excited,medium,medium,x7PhO7_pB6o
toy_play,young_child,happy,medium,low,HExFR4l8RUM
drama,family,mysterious,medium,medium,P2KwAZNGwGY
drama,family,dramatic,low,high,hwdWxp8V9zE
tutorial,tween,excited,low,low,SMyZL-mwh0k
challenge,family,excited,medium,medium,UiCCh3LYuwI
challenge,family,dramatic,medium,medium,0kSTMc1ZAV8
drama,general,happy,low,low,5PrJb-j27ek
drama,tween,dramatic,low,medium,kuCFQmJdHNs
other,general,neutral,none,low,JkpR2SdfcF4
lifestyle,family,happy,low,low,79a8sRjEp7M
storytime,family,dramatic,low,medium,i6B1qmRgQQo
challenge,family,happy,low,low,TBDO2N0jjPU
challenge,family,urgent,low,medium,pg7uRkPDaUs
challenge,family,excited,medium,low,scmWlWtFp7A
challenge,family,excited,medium,low,krY9At6Heto
lifestyle,family,mysterious,low,low,igC9HYMly3Q
challenge,family,happy,high,medium,RqM_n4D0UPw
mukbang,family,excited,low,low,ole-B9iOgGc
storytime,family,dramatic,low,medium,qyTMJ6mQO_U
game,family,excited,low,low,4dVDWgmJAZA
storytime,family,dramatic,low,high,PbDI7apvRvc
music,family,excited,high,medium,xv3ImvBFf8U
storytime,family,dramatic,medium,medium,rOxaBq77tvY
toy_play,family,happy,medium,low,OmDhjTy2KA8
prank,family,excited,low,medium,ojVkPJLGoYA
music,family,happy,medium,low,HGD6W5rxGPo
roleplay,family,excited,medium,low,7jSf4CEjOO8
lifestyle,general,neutral,high,low,IXjOfjP95HE
challenge,family,urgent,medium,medium,u2IeUu6YVyk
challenge,family,mysterious,medium,medium,lU7oYEaebfg
challenge,family,happy,medium,low,r1ARdmVYiEc
lifestyle,family,sad,low,high,5EJo1CJk6gk
lifestyle,general,happy,low,low,6AnEsmHYBuY
storytime,family,happy,low,high,K82oj0HyEWE
prank,family,excited,low,high,4frVImONvwk
drama,family,dramatic,low,high,apetyGSD_RQ
game,family,mysterious,low,medium,bi0YIRWRyxM
challenge,family,excited,medium,low,Ew3ex8Liiko
challenge,family,excited,low,medium,OHWxc0mMc-c
game,family,happy,low,low,IhCX5itvDiA
educational,family,neutral,low,low,dCB12GWhsNo
other,general,mysterious,low,low,aiQBJITnB58
roleplay,toddler,happy,medium,low,QVT-zn20PGQ
game,family,happy,medium,low,Y-YK3VbwKWs
game,family,happy,medium,low,7i-koAUigrI
toy_play,toddler,happy,high,low,5hdA0RrL-qw
toy_play,toddler,happy,high,low,CdtkJZljmWA
roleplay,toddler,happy,medium,low,xdKQTdENk7s
storytime,toddler,happy,medium,low,MXVRTa4rJ9M
educational,toddler,neutral,medium,low,s4M_xA-VwhI
music,toddler,happy,high,low,VrycJg-kItw
lifestyle,toddler,happy,medium,low,I1fPoGWxyok
challenge,toddler,excited,medium,low,-M82ukAIp28
challenge,toddler,excited,medium,low,ySXOmx1lIsI
toy_play,toddler,happy,high,low,U2NDxNBYARY
toy_play,toddler,happy,high,low,NM_NjOlu3qs
tutorial,toddler,happy,medium,low,1eKSU9UcnTo
educational,toddler,neutral,medium,low,tJEMVjPpQik
other,general,neutral,none,low,yC6hcPat6BI
challenge,family,excited,medium,medium,hb9XDlpt0l0
tutorial,family,happy,low,low,wprVvIOtYec
game,family,dramatic,low,medium,kMjHSooxdyE
tutorial,family,happy,high,low,OF_4T2QIRFQ
vlog,family,happy,high,medium,VkwHLOlHxgY
music,tween,happy,medium,low,BYcCgb4JFv8
toy_play,young_child,excited,high,medium,TkAyIiXAI9I
educational,family,happy,low,low,3bHF8f0DiDI
roleplay,young_child,excited,high,medium,UpsLFF47_KE
game,young_child,happy,medium,low,7GMo2dFP_wg
challenge,family,excited,medium,medium,Y979ciRSuaI
educational,family,neutral,high,low,jP4SKI9I4w4
challenge,family,happy,medium,low,JBbmwQm3AeI
vlog,family,happy,high,medium,69WF4mHn3GU
tutorial,family,happy,low,low,Fskvvja5E3Y
educational,family,happy,low,low,zC9lzGYl9hM
other,toddler,happy,medium,high,PK8KMpJSoXY
roleplay,family,happy,low,medium,eLmGoqdRKDg
toy_play,young_child,excited,high,medium,MQUmbE-4-q8
vlog,family,happy,high,medium,NH6Y4xBrKzc
challenge,family,excited,medium,medium,1tkPBB2KhVc
challenge,family,excited,medium,medium,zqwtNz1V-8o
toy_play,young_child,excited,high,medium,bzRG598geus
challenge,family,excited,medium,medium,PMXPw5KowTs
toy_play,young_child,happy,high,medium,pA2USjDRVcY
game,young_child,happy,high,medium,42_65qPfENQ
toy_play,young_child,excited,high,medium,uuzigraGdjc
vlog,family,happy,high,medium,CoQMww5TULo
challenge,family,excited,medium,medium,Yvc5lKk4XzM
other,family,dramatic,low,medium,wi24QJ8cTw0
challenge,family,excited,medium,medium,_BNzxHPhcgg
educational,family,neutral,low,low,oSxOH80VCfk
vlog,general,mysterious,low,high,-CD5yoNbaw0
other,tween,mysterious,low,medium,97vBm9-rjzg
challenge,family,excited,medium,medium,5TvSVnRD4WU
roleplay,young_child,happy,high,medium,-eni4zyImxA
roleplay,young_child,happy,high,medium,_FM_pbOCR5U
educational,family,happy,low,low,9I0mHo51WbQ
educational,family,happy,low,low,caHszMmOog4
other,tween,mysterious,low,medium,F2c4t1_7VCs
challenge,family,excited,medium,medium,YpacD3gbWzE
other,family,excited,high,medium,w1jz2Np06sM
challenge,family,excited,medium,medium,aX4P63PeWV0
toy_play,young_child,excited,high,medium,OiqesdTO_TM
game,family,happy,medium,medium,CeeBmrShl9c
challenge,family,excited,medium,medium,b73YMgm-7dY
toy_play,young_child,happy,high,medium,c3U0stee1xI
other,general,neutral,none,low,cXjhA8aphaY
other,general,neutral,none,low,wvM0wqKPRKA
other,general,neutral,none,low,_7P0guVErkU
other,general,neutral,none,low,3lfulcGfy3E
other,general,neutral,none,low,Wor5Nf7iw4k
other,general,neutral,none,low,8w-pGTKRzBk
other,general,neutral,none,low,7utai0JKjDg
other,general,neutral,none,low,HT12_LiYVQc
other,general,neutral,none,low,u9h5ZIGgh2o
other,general,neutral,none,low,pXCpx7bzDdM
other,general,neutral,none,low,yZMHyZhtliw
other,general,neutral,none,low,hcnGbbSJCYw
other,general,neutral,none,low,Q8C9taKRPCM
other,general,neutral,none,low,ng9o5iU4fGQ
other,general,neutral,none,low,F9aBcHIdPsc
other,general,neutral,none,low,-ooag6bdLrY
other,general,neutral,none,low,eFNBx5bAhM0
other,general,neutral,none,low,vRvvCgg-Q2c
other,general,neutral,none,low,OEzE3BJkv90
other,general,neutral,none,low,6-Jt0s_zYgI
other,general,neutral,none,low,aq1Pukc0nE4
other,general,neutral,none,low,AWbdIeue9GU
other,general,neutral,none,low,bm8qS0OdcmE
other,general,neutral,none,low,Xjl8mIjIwOk
other,general,neutral,none,low,p8mK0AvixUA
other,general,neutral,none,low,8nL4iJSgmoA
other,general,neutral,none,low,O0cm0t4RhCg
other,general,neutral,none,low,QsPd-34-YiA
other,general,neutral,none,low,0jVXtuvwQSg
other,general,neutral,none,low,P4yUk_hueWY
other,general,neutral,none,low,fkyVji6VKcU
other,general,neutral,none,low,I68w4k7K5NM
other,general,neutral,none,low,oELaNMfqxXk
other,general,neutral,none,low,oRzEkEouOpU
other,general,neutral,none,low,jLe6-MBYvR8
other,general,neutral,none,low,2j5tcKABoxk
other,general,neutral,none,low,xp9zeI0PbZE
other,general,neutral,none,low,4GB8it4kX24
other,general,neutral,none,low,dwJKih8onTc
other,general,neutral,none,low,Eazaew0wRh0
other,general,neutral,none,low,E6MVZ4kUt_Q
other,general,neutral,none,low,p5P94-WSuXw
other,general,neutral,none,low,r0NtJxtKnbQ
other,general,neutral,none,low,sK7Vh2y1QtI
other,general,neutral,none,low,vr3hKK9qPn8
other,general,neutral,none,low,FKykYpwNP0Y
other,general,neutral,none,low,kGv14hcHRuA
other,general,neutral,none,low,vK_zBlQ1ka0
other,general,neutral,none,low,eBGlOkyw-vI
other,general,neutral,none,low,q_MuNU-N83I
other,general,neutral,none,low,vuMZtz4R2Oo
other,general,neutral,none,low,-gF4hJcuciI
other,general,neutral,none,low,vk8064tnNC4
educational,family,neutral,low,low,WpBXmShQukw
challenge,family,excited,medium,medium,kYpMRvva5p4
lifestyle,tween,excited,medium,low,Vjek_Wh-LJE
challenge,family,excited,high,medium,6OQYsmUZY24
educational,toddler,happy,low,low,5ZmPKvS0tcQ
roleplay,tween,mysterious,low,low,PISf6H5EP6Y
storytime,general,neutral,low,low,PK85W8t9WP4
storytime,general,neutral,low,low,fg9pTsbRU-Y
storytime,teen,sad,low,medium,m-AXCHZK6Is
vlog,family,happy,medium,low,gRN3fVFpsoo
mukbang,family,happy,low,low,p3wnZhhhydg
toy_play,toddler,happy,medium,low,Xl0JhNSikiM
roleplay,tween,urgent,low,medium,9gm0-XgrX10
vlog,general,neutral,low,low,apqDLOJHeaA
vlog,general,happy,low,low,b3txWHyRyA8
prank,family,excited,low,medium,1ASbN_Tqw6U
prank,family,dramatic,low,medium,pZG7tRA8yEE
lifestyle,general,happy,medium,low,U29cvDAd3Ls
lifestyle,family,happy,low,low,Qiy5k-wBgQA
storytime,family,sad,low,medium,TaDym6qFvGg
other,family,happy,low,low,EuAHA07W-7c
vlog,family,happy,low,low,IvwmddY6n2s
lifestyle,family,happy,low,low,6JWanZzus3g
vlog,family,happy,low,low,UszujhmXt80
lifestyle,tween,excited,low,low,PvQwhpX1uYk
game,general,happy,low,low,3Stxgwg7sPw
roleplay,family,urgent,low,medium,bpoT-3l1GSU
other,family,curious,low,low,XL26NzS9WU4
music,tween,neutral,low,low,F1p7ioM_ms8
lifestyle,teen,excited,low,low,ruAcG6F6xgU
lifestyle,family,excited,medium,low,7e7fY72tbrQ
educational,tween,urgent,low,medium,CW3_cBHVdMo
roleplay,family,neutral,low,medium,ZZcgcRxrEzk
game,family,excited,high,medium,S-CmzxhZIWE
drama,family,dramatic,medium,medium,B913HzgufyY
challenge,family,happy,medium,medium,tJxZZkWetiU
storytime,family,dramatic,low,medium,IiJEwYWy5vE
roleplay,family,happy,low,medium,THixdigsaX4
drama,family,dramatic,low,medium,gwBC7RHNB7I
game,family,excited,medium,medium,yVCjWO67qfM
drama,family,dramatic,low,medium,HCQ5Z0_5h_I
lifestyle,tween,excited,low,low,lWyb-UvjmQg
reaction,family,happy,medium,low,NFkW20HadM8
other,general,neutral,none,low,q1VxHuhUwyA
other,general,neutral,none,low,ubYySxtkBbQ
other,general,neutral,none,low,VUd_o0aPDeU
other,general,neutral,none,low,mHCDM0b6Yt8
other,general,neutral,none,low,6bpKTWAxqS4
other,general,neutral,none,low,qpiQEPB-QCM
other,general,neutral,none,low,6B8SJCiVI4Q
other,general,neutral,none,low,08OoYu25aK4
other,general,neutral,none,low,iFBmLbDiE0Q
other,general,neutral,none,low,CTNMyZFp1SU
other,general,neutral,none,low,fJnpbBYZAjs
other,general,neutral,none,low,GRf5OPDTiqo
other,general,neutral,none,low,bO1_NxOj2Z0
other,general,neutral,none,low,EULgWfGnJFI
other,general,neutral,none,low,iY4Yju4Kl90
other,general,neutral,none,low,Y0LFx9a1-nk
other,general,neutral,none,low,wyTMyAZMwms
other,general,neutral,none,low,oZ3w2cvPyzw
other,general,neutral,none,low,TYKgRhwQx4Q
other,general,neutral,none,low,TN--673xwbY
other,general,neutral,none,low,6o6jDDlqzMs
other,general,neutral,none,low,cjIPFMfq8OQ
other,general,neutral,none,low,QQ95Ri-MCyY
other,general,neutral,none,low,N_xSwdteRfE
other,general,neutral,none,low,ZupHTfAwAHQ
other,general,neutral,none,low,RKu5J4gVYjM
other,general,neutral,none,low,1-XcqBRsC48
other,general,neutral,none,low,QTHOl_vZt94
other,general,neutral,none,low,WAuSgQEhUCo
other,general,neutral,none,low,kiHwk5En7s8
other,general,neutral,none,low,4QNsEFWLteQ
other,general,neutral,none,low,0t_pvVaho5I
other,general,neutral,none,low,PQsJbLulSsQ
other,general,neutral,none,low,98dF7LK9VTQ
other,general,neutral,none,low,Oz35-yv6x-E
other,general,neutral,none,low,btuR-q1bX2Y
other,general,neutral,none,low,gby5ILlh3Gw
other,general,neutral,none,low,8YZorIGZQGw
other,general,neutral,none,low,kMXbF2UFdao
other,general,neutral,none,low,audACEuizfs
other,general,neutral,none,low,K9XTQsHI9Ig
other,general,neutral,none,low,bXDackR9W0w
other,general,neutral,none,low,NAHdiuxCPpE
other,general,neutral,none,low,DGbQ50mCUIw
other,general,neutral,none,low,2EqpTtPb92Q
other,general,neutral,none,low,EuH-NVHBSqM
other,general,neutral,none,low,dMQ6QX-WeGw
other,general,neutral,none,low,t8A7kx8G1wM
other,general,neutral,none,low,u4Dlh7QS4GY
other,general,neutral,none,low,UIsq54opvg8
other,general,neutral,none,low,pqjIGupku_g
other,general,neutral,none,low,UiuYt2vQ3EE
other,general,neutral,none,low,qEckM3VuIXo
other,general,neutral,none,low,h2D7ywJlK7s
other,general,neutral,none,low,NVe3BCMQMLM
other,general,neutral,none,low,VvBBkQ8cMCY
other,general,neutral,none,low,7ZkF5nfmbZU
other,general,neutral,none,low,qQ3LjOMHZvk
other,general,neutral,none,low,ORGV8xyOsWU
other,general,neutral,none,low,QV_9gS9ISoE
other,general,neutral,none,low,u-LK-2wy0yk
other,general,neutral,none,low,w9_3P9C3YkQ
other,general,neutral,none,low,VPfUJ3LjjdM
other,general,neutral,none,low,Mjs_T9sqLho
other,general,neutral,none,low,8V8eiaZC9UA
other,general,neutral,none,low,MWWpVzPst3w
other,general,neutral,none,low,V-V64Lam0yE
other,general,neutral,none,low,Op5UE88FmgU
other,general,neutral,none,low,IVL8lRD8EfY
other,general,neutral,none,low,52k7Vl9KvEc
other,general,neutral,none,low,XrYSbmuEDDw
other,general,neutral,none,low,bso9V4pwnAI
other,general,neutral,none,low,Lq8RBqaTNho
other,general,neutral,none,low,cEQCzLEnRjs
other,general,neutral,none,low,Fz-wLyZ-TlI
other,general,neutral,none,low,7jaSvkGhNYk
other,general,neutral,none,low,wi5jdrSxQQc
other,general,neutral,none,low,GCQ5zGY5p5g
other,general,neutral,none,low,pxk5zwLOqXs
other,general,neutral,none,low,uJEBTpHT6G8
other,general,neutral,none,low,k1awtokDHXI
other,general,neutral,none,low,xCET_Rftu9Q
other,general,neutral,none,low,La2TyeB5DCY
other,general,neutral,none,low,heQsq0YesHY
other,general,neutral,none,low,YloFS2a6LU4
other,general,neutral,none,low,ZTfFmYpXouQ
other,general,neutral,none,low,joISoz849Tc
other,general,neutral,none,low,OP9M5GwCf6k
other,general,neutral,none,low,ZASAeUd2s0c
other,general,neutral,none,low,7ZOXZs-LkTE
other,general,neutral,none,low,LNG7KlB8bUg
other,general,neutral,none,low,V5P9SeFHPhg
other,general,neutral,none,low,pQBLpwEKBp0
other,general,neutral,none,low,vWVaBj4wPBY
other,general,neutral,none,low,ZUF5XxLWM5c
other,general,neutral,none,low,9TvQTXkV7ZA
other,general,neutral,none,low,D3Eq8lPvXP0
other,general,neutral,none,low,JHdHC_K_Vmg
other,general,neutral,none,low,h5269TSdGZs
other,general,neutral,none,low,NYZQsXzOd7c
other,general,neutral,none,low,oZpvV2SAdKc
other,general,neutral,none,low,KrJNy3GYsJk
other,general,neutral,none,low,3QZ-xgQkzFM
other,general,neutral,none,low,xbTD7Hd4SiA
other,general,neutral,none,low,ViHztZunGFc
other,general,neutral,none,low,V74JOYq4Yck
other,general,neutral,none,low,Hfl2DxrZ38g
other,general,neutral,none,low,OC8tYJWSWcY
other,general,neutral,none,low,jln1sr-PYU8
other,general,neutral,none,low,7OJooIf_Ai4
other,general,neutral,none,low,DnbQ3GMiT98
other,general,neutral,none,low,_fIgWVxp9Ts
other,general,neutral,none,low,xFvEMdbfnr8
other,general,neutral,none,low,c83JDkg7xnQ
other,general,neutral,none,low,7YpgXjEToa0
other,general,neutral,none,low,3XUnNEoJS80
other,general,neutral,none,low,-Vo44OXsp9U
other,general,neutral,none,low,3Us8TbDnlOM
other,general,neutral,none,low,GRqehg_RXso
other,general,neutral,none,low,sexNjvK_Tk4
other,general,neutral,none,low,hYEbI6VEJOo
other,general,neutral,none,low,efBZfUx4OMk
other,general,neutral,none,low,6sRwnQElEus
other,general,neutral,none,low,v3YkjBKaYDA
other,general,neutral,none,low,R5ExBQCvcVI
other,general,neutral,none,low,cAEPDXFxXww
other,general,neutral,none,low,b5SjTr-0vj0
other,general,neutral,none,low,D3-xe1G24zQ
other,general,neutral,none,low,VZnPP2EJrvM
other,general,neutral,none,low,Qk0QJUAuagQ
other,general,neutral,none,low,rOlSy-VqKSE
other,general,neutral,none,low,dyh5Vb59fbY
other,general,neutral,none,low,4pbP8qjK6HQ
other,general,neutral,none,low,ILaBKOqo_t4
other,general,neutral,none,low,Vrw_JKpVR8Y
other,general,neutral,none,low,JbrK8RU8oEY
other,general,neutral,none,low,ekz2mz9fvTI
other,general,neutral,none,low,1tC-ChQHmzQ
other,general,neutral,none,low,ZR_9eWlSaqU
other,general,neutral,none,low,vSpLyzt2v7o
other,general,neutral,none,low,5UWQlAVN3lY
other,general,neutral,none,low,x_BAXcwVDOw
other,general,neutral,none,low,thb2oO0YjZs
other,general,neutral,none,low,oShRSAQ3jlY
other,general,neutral,none,low,ZG9RfJGTJEQ
other,general,neutral,none,low,vQcjg56ER9A
other,general,neutral,none,low,sdQ4XLDl3GA
other,general,neutral,none,low,9UNzyvYJxhY
other,general,neutral,none,low,aplHYkIHC8s
other,general,neutral,none,low,mK_ZvR2hRC0
other,general,neutral,none,low,EY--kPMDnC8
other,general,neutral,none,low,Hid6xaQRP8I
other,general,neutral,none,low,hZlzsWlJFgE
other,general,neutral,none,low,GD7prE44UHg
other,general,neutral,none,low,IwDv5c9kgpQ
other,general,neutral,none,low,Ri51imd0Sz4
other,general,neutral,none,low,3TJ2bQVbipQ
lifestyle,family,dramatic,low,medium,zSJrSB-A7aw
storytime,family,urgent,low,medium,Rg9dXFmJMlg
storytime,family,neutral,low,medium,ALI0jEvY2FM
challenge,family,excited,low,medium,R3PmpMfhfKI
educational,young_child,happy,low,low,LBfo_0axwQQ
other,young_child,neutral,low,low,GzRqsXadHb8
unboxing,young_child,excited,high,medium,KRniZBe4aVI
roleplay,tween,excited,medium,low,7Pv7afI9ojk
roleplay,tween,excited,medium,low,h_gnl2lZoLw
toy_play,young_child,happy,medium,low,uODSRa6umKQ
storytime,young_child,happy,medium,low,wjkoAADWeu0
challenge,family,happy,medium,medium,exhtV2osxv0
reaction,young_child,happy,medium,low,Se8alAMhAFY
game,young_child,happy,medium,low,uHZI9UHb28M
storytime,young_child,happy,medium,low,lrq15Nbpmnk
roleplay,young_child,happy,medium,low,Qvtp7ATYS3A
roleplay,young_child,excited,medium,low,3spY1uoiLLg
game,young_child,excited,medium,low,KqKi0WRJSzg
vlog,family,happy,high,medium,mr98FClDpP0
unboxing,young_child,excited,high,medium,k3By1quurLs
roleplay,young_child,happy,medium,low,N8OgFN8mbiQ
unboxing,young_child,excited,high,medium,tKx5m0imI6Q
toy_play,young_child,happy,high,low,aEAfyov7594
toy_play,young_child,happy,high,low,ZyObHU-5Ha4
unboxing,young_child,excited,high,medium,__Gmmn7nrEw
unboxing,young_child,excited,high,medium,IQUqdtYLr0A
vlog,family,happy,medium,medium,gLS-faFzSmk
challenge,family,happy,medium,medium,6u_d0NcW0OM
vlog,family,excited,medium,medium,x3JU5DdhL64
toy_play,young_child,happy,high,low,w9HtA39FIuA
toy_play,young_child,happy,high,low,im66gREOGtc
reaction,tween,excited,medium,low,Q1AH3q7C71c
roleplay,young_child,happy,medium,low,EI9nLOl79m0
toy_play,young_child,happy,medium,low,LCGVQLpg8BI
vlog,family,happy,medium,medium,tOnrCgS8Jrc
prank,young_child,dramatic,medium,high,_rDpih3L8yo
roleplay,young_child,mysterious,medium,low,qLMrvlGe_pQ
game,tween,neutral,medium,low,vbqMrkuW-KU
toy_play,young_child,happy,medium,low,oqlEwvYpPA4
music,young_child,happy,medium,low,kCyCgPhoDWk
challenge,family,excited,low,medium,3ZFjN9kwcf4
other,general,neutral,none,low,ueh0Ww9IjZY
other,general,neutral,none,low,-qOiug0P6cs
other,general,neutral,none,low,AzDT2hUEPXA
other,general,neutral,none,low,1x5izMQt0cs
other,general,neutral,none,low,6tZt9upAoTw
other,general,neutral,none,low,ihSWaRGVnic
other,general,neutral,none,low,0BxT7xhcq6Y
other,general,neutral,none,low,5oPf_GchJh0
other,general,neutral,none,low,JEgUexoQpFM
tutorial,family,happy,low,low,ADFSS6zLEmc
roleplay,young_child,happy,medium,medium,7sBZIzvVDF4
toy_play,young_child,happy,high,medium,drHzW9fDll8
educational,family,neutral,low,low,EBPvLRXBJi0
roleplay,young_child,excited,medium,medium,KlMA7BoMj2E
challenge,young_child,excited,medium,medium,4agcL37t0Xw
educational,young_child,happy,medium,medium,icvoSIeBh_A
roleplay,young_child,happy,medium,medium,nfM0c5_QE94
lifestyle,family,happy,medium,low,VkRvLHwl6pE
toy_play,young_child,happy,medium,medium,h191iGR59Xw
unboxing,young_child,excited,high,medium,ras9Ew5Os-E
vlog,family,happy,low,low,Ir1uTeyLBL8
roleplay,young_child,excited,medium,medium,iE4e8laMjDc
vlog,family,happy,low,low,hZPu50-V9ww
vlog,family,excited,low,low,_cqlmzh16kw
roleplay,young_child,happy,high,medium,5wGRZBnuAzE
