id,title,channel_short_name,viewCount,performative,emotional_bait,narrative_conflict,challenge_format,commercial_content
QEqcBkQe4w0,We’ve Been Living With MOLD,bonniehoellein,120386,0,0,0,0,0
8BbFXdeeZ30,"Just did a BAD thing, I Regret the things I did!",bonniehoellein,111812,1,0,0,0,0
OWg76f8LOio,"I'll pay you, to tell me Boston!",bonniehoellein,130694,0,0,0,0,0
tz9lTBdBJ4Q,Summer Accidents have began,bonniehoellein,196087,0,0,0,0,0
aglBp9yKlPY,Breaking Quarantine,bonniehoellein,115692,0,0,1,0,0
gh7Th0GRX6Y,Worst Beard Makeover + 12 Month Hair Transplant Update,bonniehoellein,101813,0,0,0,0,0
7v05P5J0ljw,Why Women Shave Their Face,bonniehoellein,86683,0,0,0,0,0
sNMOciZfsr8,My Kids Broke into a School and STOLE,bonniehoellein,237351,0,0,0,0,0
7kcnszEk7Dk,A Salute to Our Health Care Workers,bonniehoellein,83357,0,0,0,0,0
G5JF_KMzPcY,Stay at home DAY IN THE LIFE,bonniehoellein,71498,1,0,0,0,0
B50fd2zBiuk,Forcing My Kids To Go OUTSIDE!!,bonniehoellein,85564,0,0,0,0,0
-zdDUeCeq5g,Cody Turns 9,bonniehoellein,576710,1,0,0,1,0
0CdbEodCKUk,Checkered Birthday Cake Tutorial,bonniehoellein,81498,0,0,0,0,0
qPE5JFTGpAk,Kids First BIG MAC,bonniehoellein,499417,0,0,0,0,0
FgSw4r2lgx0,7 YEARS BAD LUCK - tearing out the bathroom,bonniehoellein,112638,0,0,0,0,0
RmjDhIG9JpI,Quarantine Haircuts,bonniehoellein,120563,1,0,0,1,0
DmSonrL5SjU,FIRE At Our New House,bonniehoellein,102325,-1,0,0,0,0
7WfcTd7WqWE,Teaching my kids to be Uncomfortable,bonniehoellein,101230,0,0,0,0,0
JOQ9hOHenuQ,Worst Fight of our Marriage,bonniehoellein,202162,0,0,1,0,0
6wd3Xm6hdZs,Dealing With a Negative Child,bonniehoellein,130371,0,0,1,0,0
Ld0MkixpnhU,Changes NEED To Happen,bonniehoellein,218955,0,0,0,0,0
wG3GuSglZOw,Photographer Horror Story,bonniehoellein,165826,0,0,0,0,0
IuQuRbeJsls,Quarantine Eating Habits #athome,bonniehoellein,111636,0,0,0,0,0
Gx78gzEyRsE,Quarantine Easter 2020,bonniehoellein,199201,0,0,0,0,0
pyPltdsNHa4,Blessings Of Quarantine,bonniehoellein,92141,0,0,0,0,0
5ye9oTIzoH8,Are We Poor?,bonniehoellein,138722,0,0,0,0,0
deMcdvfG5WY,Quarantine Spring Cleaning,bonniehoellein,129816,0,0,0,0,0
ZXCToMoXsv8,Quarantine Be Like.... #athome,bonniehoellein,83904,0,0,0,0,0
j3uSZqViUFA,Extreme Quarantine Measures #athome,bonniehoellein,130184,0,0,0,0,0
D_-M6D3D8mY,Are You Making Me BALD??,bonniehoellein,318057,0,0,0,0,0
5gstd81LYTM,Olivia Makes Deviled Eggs,bonniehoellein,153369,0,0,0,0,0
GQmWh4CXDFA,Ripping Out The Kitchen,bonniehoellein,138625,0,0,0,0,0
QKELzUcF7IU,Mom Said I could Cut my Hair,bonniehoellein,273461,0,0,0,0,0
NJwI_e2tDbk,Quarantine Homeschool,bonniehoellein,96565,0,0,0,0,0
HOvpxyFYwII,1st Place In The SCIENCE FAIR,bonniehoellein,134721,0,0,0,0,0
8a3w4ILfVjY,Biggest Lego Truck Possible,bonniehoellein,67777,0,0,0,0,0
UymbjYt77rg,What I Eat in a Day,bonniehoellein,83088,0,0,0,0,0
gCpqqUG2PZ8,United World Wide,bonniehoellein,72205,0,0,0,0,0
tDRaf35m6aI,Quarantine Week 1,bonniehoellein,145587,0,0,0,0,0
uXwZiT_rpIg,Waking up to an Earthquake - Scary,bonniehoellein,147129,0,0,0,0,0
MdfnO7Aw0pI,Termites are Worse Than We Thought,bonniehoellein,90664,0,0,0,0,0
aamQ5dNZxLg,Teaching The Kids About Coronavirus,bonniehoellein,160283,0,0,0,0,0
mC4eqqzafBE,Olivia's Maturation Day at School,bonniehoellein,1191475,0,0,0,0,0
cxiUdxj1iPA,Telling Bonnie The New House Has TERMITES,bonniehoellein,108974,0,0,0,0,0
se3wzw7vDzg,Truth or Dare for KIDS,bonniehoellein,113367,0,0,0,0,0
4oxZTWjw69k,WORST Travel Partners,bonniehoellein,95598,0,0,0,0,0
jk6fab49M4Q,Demolition begins,bonniehoellein,132773,0,0,0,0,0
QPyiMOn0FPI,Boxing with cousin Chad,bonniehoellein,54471,0,0,0,0,0
B99sRouw2nI,Special Needs - Surprise Gift,bonniehoellein,76032,0,0,0,0,0
GGviCvrx8Hk,Ripping Out the NASTIEST PET Carpet,bonniehoellein,103564,0,0,0,0,0
_frEGYHqlAc,TikTok Famous,bonniehoellein,89449,0,0,0,0,0
UgD0HVen2-A,We Bought A Meth House,bonniehoellein,137888,0,0,0,0,0
GQ_WIhfPeZo,"Embarrassing Surgery for ""Down There""",bonniehoellein,140682,0,0,0,0,0
uy0WAPACltY,Birth Control Side Effects,bonniehoellein,104389,0,0,0,0,0
NW23znedeYE,Lets Talk About Divorce...,bonniehoellein,223575,0,0,0,0,0
5IxYAgcNlGw,4yr Old STILL WETS THE BED?,bonniehoellein,62180,0,0,0,0,0
-v_eAhitH8I,Tested Positive,bonniehoellein,392324,0,0,0,0,0
r-HX93v0y3A,Lincoln Gets His Stitches Out,bonniehoellein,109165,0,0,0,0,0
CHXvYIWzEXY,Bonnie Makes a Big Decision on the House,bonniehoellein,216983,0,0,0,0,0
LtdwYMe7yhE,Product Empties I Repurchase AGAIN and AGAIN!!,bonniehoellein,45562,0,0,0,0,1
18vbCZv74Q4,Showing The KIDS Our NEW House,bonniehoellein,415644,0,0,0,0,0
1sZE5qyiADI,"Another Set of Stitches, Lincoln's Doing Great!",bonniehoellein,207601,0,0,0,0,0
gdlw22sEY_Y,Unexpected Visit To The E.R.,bonniehoellein,199647,0,0,0,0,0
QiJViT2usQ0,Showing Bonnie The New House For The First Time,bonniehoellein,337208,0,0,0,0,0
WX2A8QIHrH0,Take Me to Church,bonniehoellein,112473,0,0,0,0,0
sVzDq2R06_I,Bought a New Home Without My Wife's Permission,bonniehoellein,191612,0,0,0,0,0
tqie0U37Zjo,DEALING WITH TWEEN ATTITUDE,bonniehoellein,238229,0,0,0,0,0
5DWGy6JS3G4,Gave My Wife a House For Valentines Day - 2020,bonniehoellein,194292,0,0,0,0,0
K4u49x4SIZc,Will You Be My Valentine?,bonniehoellein,173842,0,0,0,0,0
J_sdj_A04_w,Confronting My Crush On Valentines Day,bonniehoellein,510430,0,0,0,0,0
VErkwjq7Luc,Launch Party!!,bonniehoellein,67742,0,0,0,0,0
yG43DeVgMEs,Why Olivia hates Growing Up,bonniehoellein,204769,0,0,0,0,0
voaUDN_hQ1U,Ruined My Stainless Steel Fridge,bonniehoellein,102779,0,0,0,0,0
q7NlTS0_f-A,Olivia and Her Puppy,bonniehoellein,81564,0,0,0,0,0
WFo36k9vD50,AM I PARENTING WRONG?,bonniehoellein,56224,0,0,0,0,0
BTXemJIyqDk,Another NEW Puppy,bonniehoellein,86450,0,0,0,0,0
sRf0UUCMXwo,"Joels turns 34 - Happy Birthday Joel, Cake for breakfast",bonniehoellein,86145,0,0,0,0,0
omWryp-Iwb8,Taking the Drivers Test as an Adult,bonniehoellein,63832,1,0,0,0,0
DSF3BpXNv1w,Instagram Fail,bonniehoellein,65115,0,0,0,0,0
1R7j7Hz8OYQ,Backstage with Cirque du Soleil / LAS VEGAS TRAVEL VLOG,bonniehoellein,70438,0,0,0,0,0
E_rJb5YPHBY,Mom Ruined The Surprise / LAS VEGAS TRAVEL VLOG,bonniehoellein,122754,0,1,0,0,0
bIQDDAD4CV4,Tooth Pulling Made Easy,bonniehoellein,42669,1,0,0,0,0
0yUTu2j4wY8,Skiing With 4 Kids,bonniehoellein,74983,0,0,0,0,0
UPZEp1_7STk,Bollie Photoshoot FAIL,bonniehoellein,63351,0,0,0,0,0
HmsKfLM-cX0,Rough Start to Nighttime Training,bonniehoellein,126666,0,0,0,0,0
2YoTzm9NFyY,"Im The MOM, I Can.",bonniehoellein,97246,1,0,0,0,0
XXGPf0OTP_M,Major Workout Breakthrough,bonniehoellein,38034,0,0,0,0,0
xS7RcfVmPIY,Nighttime Training Lincoln,bonniehoellein,97178,0,0,0,0,0
D2w4eHqTry4,Boston's Surgery Success,bonniehoellein,106789,0,0,0,0,0
rxMHuxMR_lY,Boston's Boil gets Drained,bonniehoellein,195172,0,0,0,0,0
fj3lZUZUSJY,Keeping Secrets From Subscribers,bonniehoellein,65222,0,0,1,0,0
9gRzlWY8Uko,"Julie's Birthday, No Mood to PARTY",bonniehoellein,277633,0,0,0,0,0
MLU29CBrR-A,Cleaning my TWEENS Room,bonniehoellein,282667,0,0,0,0,0
jSe-Roo6cCQ,My First Workout In TWO YEARS,bonniehoellein,74104,0,0,0,0,0
rP3lh8jfEkw,Are We Allowed to Say That? December Bloopers,bonniehoellein,82812,0,0,1,0,0
UooRUJeHMbE,Sisters Secret Meeting,bonniehoellein,165535,0,0,0,0,0
Pkw6c_lUHCA,We Will Freeze to Death If We don't get OUT,bonniehoellein,90374,0,0,1,0,0
CptYh1hBlmM,Baby Man Buns are COOL,bonniehoellein,85573,0,0,1,0,0
59HcPJTVhIM,Not the New Years Eve We Planned,bonniehoellein,99552,0,0,0,0,0
BP1zFGcP8KE,Selfish Parents During Christmas Break,bonniehoellein,82052,0,0,0,0,0
LGI_xmvOJPI,Christmas Owie,bonniehoellein,87132,0,0,0,0,0
hDeywYibAFg,What I Got for CHRISTMAS HAUL 2019,bonniehoellein,83090,0,0,0,0,1
Re5GX8FxLtU,Christmas 2019,bonniehoellein,672895,0,0,0,0,1
hvR86LmEu6A,GOODBYE FOREVER Elf on the Shelf 2019,bonniehoellein,63932,0,0,0,0,1
ma41uFKu2OA,Romantic Christmas Eve 2019,bonniehoellein,255092,0,0,0,0,1
I13eqSrX7MI,Griffiths Family Christmas Party 2019,bonniehoellein,242925,0,0,0,0,1
-UY09FdNCII,The Hoellein Family Christmas Party,bonniehoellein,128819,0,0,0,0,1
ldmRs6eNfDc,Nightmare Before Christmas Sibling Gift Exchange 2019,bonniehoellein,167623,0,0,0,0,0
WsP_NYH8IxM,Decorating Christmas Cookies,bonniehoellein,72194,0,0,0,0,0
FyKSgc8S5As,My Curly Hair LEWK Step By Step Tutorial,bonniehoellein,46430,0,0,0,0,0
NxpbR38iAe4,Hard Time Being Patient,bonniehoellein,80472,0,0,0,0,0
eXNwxsYGk7k,Happy Birthday Grandpa Griffiths,bonniehoellein,51669,0,0,0,0,0
fub6CRVpVgg,Humiliated In NEW YORK - Travel Vlog,bonniehoellein,71753,0,0,0,0,0
4x9zIam4qe4,Early Christmas Present for Bonnie,bonniehoellein,61734,0,0,0,0,0
wAlPN64Bj_o,Hot Chocolate Helpers Elf on the Shelf,bonniehoellein,22098,0,0,0,0,0
5-bedC0BDGI,Christmas Without Mom,bonniehoellein,362136,0,0,0,0,0
QAjdqCFSJiM,CrossFit Elf On The Shelf,bonniehoellein,21756,0,0,0,0,0
ivhGeDj2F4c,How to Mop the Right Way,bonniehoellein,42212,0,0,0,0,0
e6AcPp-2r0I,How Did You Get In There? Elf on the Shelf,bonniehoellein,120916,0,0,0,0,0
k9kBQc9nFew,Being Transparent,bonniehoellein,65593,0,0,0,0,0
7UQIGW6iltY,Elf on the Shelf Book,bonniehoellein,14912,0,0,0,0,0
3UI17lhQcpA,Dinner Disaster,bonniehoellein,158939,0,0,0,0,0
QhgV68kg6dM,I Touched The Elf On The Shelf,bonniehoellein,25459,0,0,0,0,0
4ZxLwF7g7iA,Picking Out and Teaching My Aunt New Makeup,bonniehoellein,83639,0,0,0,0,0
mqUoH_GF6X4,DONUT Be Naughty Elf on the Shelf,bonniehoellein,20115,0,0,0,0,0
AHORHzLnxng,Disrespected at the SALON,bonniehoellein,93988,0,0,0,0,0
B8aop4AIiWY,The Dog Got Elf,bonniehoellein,28600,0,0,0,0,0
GpVlR1nHG04,Worst Truth Hurts LIZZO Parody - November Bloopers 2019,bonniehoellein,53776,0,0,0,0,0
tE7vINQJlnE,Tubing Elf on the Shelf,bonniehoellein,21478,0,0,0,0,0
PMioPyL9sF0,Problems In The Snow!!!!,bonniehoellein,85676,0,0,0,0,0
IcVgbGaXV6A,Say Sorry Elf on the Shelf,bonniehoellein,33954,0,0,0,0,0
GFgR4VoAZgg,Thanksgiving Special 2019,bonniehoellein,95126,0,0,0,0,0
GttI3yeIkFU,Picture Perfect Elf on the Shelf,bonniehoellein,25365,0,0,0,0,0
m8mBwud3egI,Bonnie Turns 34! Happy Birthday,bonniehoellein,173909,0,0,0,0,0
qSAWp7imlGg,Elf On The Shelf Is Back,bonniehoellein,41088,0,0,0,0,0
KwN-eXNeWv0,Public Service Announcement,bonniehoellein,63669,0,0,0,0,0
oKVZCCSKB1A,Lost my tooth on a FIELD TRIP,bonniehoellein,61671,0,0,0,0,0
M9ghfjo_O5E,Why the Tooth Fairy isn’t coming.,bonniehoellein,64912,0,0,0,0,0
FN_MCwVC7xI,Over Slept on a Travel Day,bonniehoellein,214267,0,0,0,0,0
WjglK-yq4Jc,Teaching My Son the ABC's,bonniehoellein,44587,0,0,0,0,0
XHYGELGTMLM,Pirate's Night Out / CALIFORNIA TRAVEL VLOG,bonniehoellein,55454,0,0,0,0,0
ZFFTduKRcDI,Rough Start to Family Vacation,bonniehoellein,360894,0,0,0,0,0
Yv5Pg1SfOoc,Behind The Scenes,bonniehoellein,56820,0,0,0,0,0
lonv9wxIh8U,Lady Is Home From Training,bonniehoellein,60243,0,0,0,0,0
POf-JewMfR8,Bostons First Loose Tooth,bonniehoellein,57092,1,0,0,0,0
mXUlDpVmjSo,Vacation Must Have Makeup!,bonniehoellein,38191,0,0,0,0,0
DUcmJZVJtKs,Not the welcome Home I wanted,bonniehoellein,167096,0,0,0,0,0
iwx9vdgHmro,Adults Only Vacation,bonniehoellein,125530,0,0,0,0,0
_GcKmMw9lAY,A Day in the life of our Nanny,bonniehoellein,121691,0,0,0,0,0
brBECo-K5c8,Chemical Reaction🕯,bonniehoellein,64803,0,0,0,0,0
aTrBwh2lWMM,Celebrating a Big Day,bonniehoellein,99415,0,0,0,0,0
bkHJjPa0itE,Halloween 2019 - Hey that rhymes!,bonniehoellein,791810,0,0,0,0,0
Dn6w5dXOf0Q,"Bad Behavior, Goodbye Puppy",bonniehoellein,129946,0,0,0,0,0
S0T_ER9I5rE,Crazy Hair Day,bonniehoellein,602106,0,0,0,0,0
Z7KJFKjcF0U,Sick for Pajama Day,bonniehoellein,1033146,0,0,0,0,0
ZZXM-bePS_E,Kicking Joel Out of the House,bonniehoellein,89578,0,0,0,0,0
q95fkhc_hqA,Hey Jimmy Kimmel I told my kids I ate all their Halloween candy,bonniehoellein,877297,1,0,1,0,0
86BHdO5j6W8,Don't Lie to mom + Huge Giveaway,bonniehoellein,82653,0,1,0,0,0
9pQPD5LBnuY,Getting Robbed in Utah,bonniehoellein,99972,0,0,0,0,0
xf6MvsGBUNM,"RV Trip, Captiol Reef - travel vlog",bonniehoellein,370142,0,0,1,0,0
EMrZspShI2E,Babysitting The Wrong Way,bonniehoellein,117364,0,0,0,1,0
56226PToJGw,Calling it Quits / Fighting on Camera,bonniehoellein,97834,0,0,0,0,0
bIpRwp5aEWU,Juicy Marriage Q&A,bonniehoellein,124042,0,0,0,0,1
Whnsj-xruAA,You CAN NOT Buy That!,bonniehoellein,169568,0,0,0,0,0
9hXZqTcmkTc,Pre Teen Makeup Mistakes,bonniehoellein,143401,0,0,0,0,0
BN26jAO9im4,Puppy LOVES New Dog house / September Bloopers,bonniehoellein,61929,1,0,0,1,0
34V3CKSPTHU,Bonnies Time Management Tips,bonniehoellein,61447,0,0,0,0,0
fbZtATQ0Deo,Puppy KISS,bonniehoellein,63830,1,0,0,0,0
J44jQ-FswOA,Daughter Cuts Dads HAIR,bonniehoellein,91559,1,0,0,0,0
dPTgiMWU4TI,Who is Your Favorite Parent With Real Answers,bonniehoellein,164563,0,0,0,0,0
LVoQ5t6uoJY,Is This HEAVEN,bonniehoellein,61870,0,0,0,0,0
y3IU6C8A-Yc,Female Hair Loss,bonniehoellein,100573,0,0,0,0,0
VeafjcjRPZM,Puppy's First Hike,bonniehoellein,59088,1,0,0,0,0
GhMdgMgvpJo,Olivia’s  New Roomate,bonniehoellein,83850,0,0,0,0,0
Rp1C4vJj8a4,SABOTAGED By My Friends,bonniehoellein,71471,1,1,1,0,0
f0SF5yMJZhc,Olivias First Zit - How to Treat Zit's and Acne,bonniehoellein,177710,0,0,0,0,0
kdpPZq7qjS8,Hoellein's are Moving,bonniehoellein,130560,0,0,0,0,0
Jv7Z4s2bC6o,Bathroom Cleaning Routine 🚽🚿🛁,bonniehoellein,91752,0,0,0,0,0
bPNhcclaeTU,Caught RED Handed Lincoln is a Thief,bonniehoellein,181579,1,1,1,0,0
uP3L67VovdA,Don't Kiss Me In Public,bonniehoellein,64242,0,0,0,0,0
7RY7WuOsQ30,15 Pallets of CookBooks Being Delivered,bonniehoellein,61769,0,0,0,0,0
4weJ0G8zQW4,Family Intervention,bonniehoellein,119729,0,0,0,0,0
gjr6sTplypc,My Pre-Teens Makeup!,bonniehoellein,179231,0,0,0,0,0
yVtf8u1g5KA,"New Hair Style, Do You Like It? Hair Transplant Update",bonniehoellein,74373,0,0,0,0,0
pH4dAfs_xTM,Real Life Puppy Vet,bonniehoellein,191747,1,0,0,0,0
BiaYKxp13FU,Who Needs Two Closets???,bonniehoellein,85506,0,0,0,0,0
biGecPVPov4,Why Do I Put Myself Through This?,bonniehoellein,148004,0,0,0,0,0
ATdQ0LpjDQs,Give Me All The BABIES!,bonniehoellein,522005,0,0,0,0,0
YBbgO2jR9EM,Do I Regret My Chin Surgery?,bonniehoellein,124027,0,0,0,0,0
6fBX_Q64kAk,FLOODED,bonniehoellein,122306,0,0,0,0,0
1U09Ulil5CA,Calling Bonnie With Bad News,bonniehoellein,121348,0,0,0,0,0
jSbVtTWesFA,NOT MODELS - NYC Travel Vlog,bonniehoellein,77357,0,0,0,0,0
96S6GZjpCTU,Bonnie and Ellie on the NEWS,bonniehoellein,89882,0,0,0,0,0
koRD-VCioaM,Lincoln’s Kindergarten Shots,bonniehoellein,96471,0,0,0,0,0
3odHkDxIIy0,Level your lawns Bumps,bonniehoellein,39762,0,0,0,0,0
X6Ct8T-nHrY,Reading To My Children The Wonky Donkey,bonniehoellein,49107,0,0,0,0,0
EWkPauDmQig,Bonnie Hoellein Has Been Canceled,bonniehoellein,104463,0,0,0,0,0
38ejOYWi31g,What DO You Think You're Doing - August Bloopers 2019,bonniehoellein,76861,0,0,0,0,0
mMQQW4A4aHY,New News,bonniehoellein,95666,0,0,0,0,0
0NncHn3TRgs,Olivia's Not SO Morning Routine,bonniehoellein,402191,0,0,0,0,0
c2cXI0j81-w,Olivia Wore Her Clothes BACKWARDS,bonniehoellein,141739,0,0,0,0,0
UC4DyvKTdU8,Principal Office on The First Day of SCHOOL,bonniehoellein,145175,0,0,0,0,0
43WuMlYSaXQ,First Day of School 2019,bonniehoellein,1073891,0,0,0,0,0
xDMM7urqKbc,Lincoln Turns 4,bonniehoellein,262006,0,0,0,0,0
SI6-7ZMown0,Olivia and Cody's First REAL Paycheck,bonniehoellein,104840,0,0,0,0,0
70pEHtvQGF4,Back to School Hair Cuts,bonniehoellein,172993,0,0,0,0,0
ZT5gq5TaDm8,Last SUMMER Hoorah,bonniehoellein,145684,0,0,0,0,0
DGvPzokQBiY,Attempting My Makeup After Surgery,bonniehoellein,102653,0,0,0,0,0
2973Hn8-xCA,Hair Transplant 3 Month Update,bonniehoellein,97332,0,0,0,0,0
ZflYkweHGNo,Surgery Complications,bonniehoellein,131361,0,0,0,0,0
p0Qje6gUWKw,I Need New Shoes MOM,bonniehoellein,221536,0,0,0,0,0
oBqKQr-FaXU,I said I love You,bonniehoellein,79016,0,0,0,0,0
E_cxNYYkn4w,Fired the NANNY,bonniehoellein,119495,0,0,0,0,0
GaV9h-ZMJAc,For Better or For WORSE,bonniehoellein,219121,0,0,0,0,0
Vn8f85OAHLM,Puppy's Big Surgery,bonniehoellein,229837,0,0,0,0,0
ZkTAxlBhqYs,"Olivia Learns to Cook ""WATCH OUT""",bonniehoellein,355134,0,0,0,0,0
ltft64A8Qng,Caught Red Handed,bonniehoellein,913655,1,0,0,0,0
EZ86wH-Bn34,Parents Reunited,bonniehoellein,78888,0,0,1,0,0
MUmOX9G-Q54,11 Day Recovery Update,bonniehoellein,130624,0,0,1,0,0
NeQpyCfrk0Y,Taking Care of Bonnie,bonniehoellein,140172,0,0,1,0,0
HTJVRwhP3Ac,Family Time is Healing Time,bonniehoellein,158996,0,0,1,0,0
TphQN4NBacI,Was this a MISTAKE?,bonniehoellein,138955,0,0,0,0,0
kJXI4nWqpTI,Day After Surgery,bonniehoellein,256737,0,0,0,0,0
XyLcBJkKPHE,Operated on the WRONG BODY PART - AGAIN,bonniehoellein,354033,0,0,0,0,0
-vzlynoLcy0,Prepping for Surgery,bonniehoellein,188721,0,0,0,0,0
hXfoGmIUpBI,Sneaking Into 8 Passengers Van AGAIN,bonniehoellein,1689710,0,0,0,0,0
ZfYau2K7pPY,First Time Caving - Griffiths Family Reunion 2019,bonniehoellein,104861,0,0,0,0,0
hjPDyR5-Lqk,Sleeping Under the Stars - Griffiths Family Reunion 2019,bonniehoellein,190602,0,0,0,0,0
llKE_A7r2p4,Rough Start to The Griffiths Family Reunion 2019!,bonniehoellein,163579,0,0,0,0,0
g0B5YC-Db18,Olivia Turns 10,bonniehoellein,1692212,0,0,0,0,0
oXDPNWPmkAg,Who Cut Lincolns HAIR?,bonniehoellein,759206,0,0,0,0,0
YwB1TskgpPI,Wild River Trip,bonniehoellein,146705,0,0,0,0,0
TD50-YiS2sM,Cody got 2 Teeth Pulled,bonniehoellein,153576,0,0,0,0,0
WKPHhdI_mH4,Not Everybody Loves Doggy Kisses! + 11 Week  Hair Transplant Postop,bonniehoellein,203498,0,0,0,0,0
6PnnVOtUo1Y,Don't let your Marriage go Down Hill,bonniehoellein,63097,0,0,0,0,0
L-tlFKGJgk8,How to Fix a Stinky Car,bonniehoellein,67569,0,0,0,0,0
Xe1BsVkKNT0,Hard seeing Grandpa This way,bonniehoellein,188457,0,0,0,0,0
4Zud1tJi3pA,4th of July 2019 RV Trip - travel vlog,bonniehoellein,104316,0,0,0,0,0
Cye-OKOiZAg,Real Miracle,bonniehoellein,103895,0,0,0,0,0
s9z5Tq2lNbM,Should We Cancel our TRIP?,bonniehoellein,301433,0,0,0,0,0
GkKmD5VQkeo,The Real 3 Little PIGS Story. June Bloopers 2019,bonniehoellein,66194,0,0,0,0,0
eL0Q1XW_o54,Your Tears Stained my Shirt / ARIZONA Travel Vlog,bonniehoellein,180246,0,0,0,0,0
QCWS37IZ6L8,HAUL + Summer Dance Party,bonniehoellein,72673,0,0,0,0,0
CeHWzi94XxY,Secret Toy Story 4 CLUB,bonniehoellein,79983,0,0,0,0,0
aqtCyGUgzT8,Real Insight,bonniehoellein,97186,0,0,0,0,0
fwolX4HA-wQ,Sleep Over with my PUPPY,bonniehoellein,147056,0,0,0,0,0
9UBXRBjuyY0,The KIDS Finally Earned LAGOON,bonniehoellein,523695,0,0,0,0,0
SD8Udiv4JfM,Babies and Puppies,bonniehoellein,113161,0,0,0,0,0
r7TCffYSX-I,Yard Work and Kids,bonniehoellein,115638,0,0,0,0,0
PLjasgtgDss,The Perfect Summer Day,bonniehoellein,108311,0,0,0,0,0
fkvSSWtsR3Q,1st Haircut after Transplant Surgery / 7 week update,bonniehoellein,110910,0,0,0,0,0
YcAoudSY1cQ,Oregon Coast RV Trip / Travel Vlog,bonniehoellein,228902,0,0,0,0,0
rmS88ROxLZM,Cody's First Piano Recital 🎹🎼,bonniehoellein,79856,0,0,0,0,0
WhLTN3Pta40,We WON'T Put Up with This! / New York Travel Vlog,bonniehoellein,84770,0,0,0,0,0
ttN-P33T9g8,How I do When Bonnie is Gone,bonniehoellein,80454,0,0,0,0,0
beiI3P6Fh_4,Cody Lost Something Special,bonniehoellein,93998,0,0,0,0,0
kRjWb7MB7JA,Trusty Huffy Hand-Me-Down / Lincoln rides a bike,bonniehoellein,80949,0,0,0,0,0
6jlIt_dQS7I,They Canceled ME?! + Hair Transplant Update week 5,bonniehoellein,97314,1,0,0,0,1
94SCzkWJpSE,Thats NOT FUNNY! May Bloopers 2019,bonniehoellein,127890,0,1,0,0,0
KHB4OLZqaOc,Learning The Basics of BASEBALL,bonniehoellein,78084,0,0,0,0,0
O7wZOeVlQJM,Cody Gets Baptized,bonniehoellein,351718,0,0,0,0,0
J9DSWxfVbEk,Last Day of School TRADITIONS,bonniehoellein,130674,0,0,0,0,0
V5L4XlcCtUw,Summer Bedtime Routine for a PUPPY,bonniehoellein,83057,0,0,0,0,0
McIVsCc7egw,Throwing Our BACKPACKS Away,bonniehoellein,176728,0,0,0,0,0
Y0Ttff8Yquo,I CAN NOT Handle These Anymore!,bonniehoellein,110277,1,1,0,0,0
HxYRhBsxlFY,1 Month Postop Hair Transplant / Memorial Day 2019,bonniehoellein,130324,0,0,0,0,1
dwHsG233dwU,12 yr Anniversary in VEGAS with Celine Dion,bonniehoellein,83758,0,0,0,0,1
i3JKgJ-9i44,Boston Turns 6,bonniehoellein,724111,0,0,0,0,0
44STLScuriw,Lady has a FEVER,bonniehoellein,140168,0,0,0,0,0
n9VMbdZxIkg,Im Sorry Joel,bonniehoellein,266197,0,0,0,0,0
7t5VmBLtRcs,My Yard is RUINED / Postop Hair Transplant day 14,bonniehoellein,99560,0,0,0,0,0
A0KppBoqSC4,Hair Transplant Update Day 12 Shocked my Kids,bonniehoellein,135886,0,0,0,0,0
FX1FLx4dVGQ,Collar or Harness for Puppies? Which is more Safe?,bonniehoellein,125022,0,0,0,0,0
DkBpFoEWu4U,Sink Bathing Our BABY Puppy,bonniehoellein,172211,0,0,0,0,0
kmyMZP9zIz4,New Puppy Checklist,bonniehoellein,103836,1,0,0,0,0
z5vMV47aKo0,We got Our DOG BACK!,bonniehoellein,205102,0,0,0,0,1
slOuvLg3Hss,ANOTHER Eye Infection. Even Worse Timing!,bonniehoellein,107534,0,0,0,0,0
uFmIjSjpuvs,Kids React to Dads Procedure,bonniehoellein,190427,0,0,0,0,0
fJuXGsbrB7U,Postop Recovery : Hair Transplant,bonniehoellein,320207,0,0,0,0,0
o5GOrJqCbxA,Hair Transplant Process,bonniehoellein,589481,0,0,0,0,0
82G6T6Q6zZ8,Why I want a Hair Transplant,bonniehoellein,145189,0,0,0,0,0
Q3Uzog80XEc,Child Genius!!,bonniehoellein,87274,0,0,0,0,0
5JWQ0ulVwgM,Cody Turns 8,bonniehoellein,459963,0,0,0,0,0
tiOuiBOzC5U,BAD TIMING FOR AN EYE INFECTION / LA TRAVEL VLOG,bonniehoellein,103878,0,0,0,0,0
_sH_nOYciBM,I Got 2 Silver Teeth!,bonniehoellein,98661,0,0,0,0,0
NeTlY4X8dHQ,ALWAYS Last,bonniehoellein,77406,0,0,0,0,0
TynH3QpkSmk,You Said We Could Keep Her!,bonniehoellein,180418,0,0,0,0,0
PWr9fy5VB64,Puppy Games,bonniehoellein,81422,0,0,0,0,0
_DiPK21Wkvw,Easter 2019,bonniehoellein,91646,0,0,0,0,0
OOcbbCDcgD0,Secret Mistakes at Work,bonniehoellein,67527,0,0,0,0,0
js06xGWSamc,Puppy Cousins Meet for the 1st time,bonniehoellein,318739,0,0,0,0,0
M_vDUHSIOvA,I HATE THE DENTIST!,bonniehoellein,209915,0,1,0,0,0
